Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,SD_1,SD_2,SD_3,SD_4,SD_5,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-dvdtmax-vmax-APD90-carest,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.267669852,0.91943128,0.777777778,-19.03952454,14.69978883,-26.86791062,-24.95915337,14.76422868,5.064481752,4.986601155,64.09733802,72.39906799,41.22437831,363.9871979,7.48E-05,12.52235177,1.261624597,0.812209574,83.19192952,9.00E-07,1,0.9995,0.2495,1,1,0.9995,0.9775,1,0.8865,0.989,0.9965,0.9925,0.9305,5.00E-04,0.9225,1,0.0075,0.9985,0.9855,1,0.9995,0.803,1,1,1,0.998,0.006,0.992
qNet-dvdtmax-vmax-APD90-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.26424332,0.91943128,0.777777778,-21.74689852,12.25066247,-29.22144667,-16.98272564,13.48570672,19.2542682,-7.463490651,64.09733802,72.39906799,41.22437831,363.9871979,314.3122396,12.52235177,1.261624597,0.812209574,83.19192952,14.34918714,1,0.9995,0.2955,1,1,0.999,0.983,0.9995,0.8995,0.9895,0.998,0.9935,0.9315,5.00E-04,0.924,1,0.0085,0.9975,0.99,0.9995,0.9995,0.7945,1,1,1,0.997,0.007,0.992
qNet-dvdtmax-vmax-APD90-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.267230545,0.91943128,0.777777778,-19.43043354,14.28736901,-26.75683034,-26.29345124,17.6368151,15.23429437,-8.487913431,64.09733802,72.39906799,41.22437831,363.9871979,747.0841354,12.52235177,1.261624597,0.812209574,83.19192952,29.43244193,1,0.9995,0.257,1,1,0.9995,0.9775,1,0.891,0.989,0.9965,0.993,0.9305,5.00E-04,0.9225,1,0.0075,0.9975,0.9865,0.9995,0.9985,0.801,1,1,1,0.9975,0.005,0.9915
qNet-dvdtmax-vmax-camax-carest,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.269240755,0.91943128,0.777777778,-16.60025396,16.76115813,-27.546338,-35.65861206,13.85684055,-17.80499647,18.38223714,64.09733802,72.39906799,41.22437831,0.000245491,7.48E-05,12.52235177,1.261624597,0.812209574,1.78E-05,9.00E-07,1,0.9985,0.2355,1,1,0.999,0.979,0.9985,0.884,0.99,0.9935,0.9955,0.92,0.0025,0.9195,1,0.0045,0.9985,0.9885,1,0.999,0.797,1,1,1,0.999,0.0165,0.992
qNet-dvdtmax-vmax-camax-CaTD90,0.8125,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.273644133,0.914691943,0.777777778,-18.55322735,15.34508245,-33.77900572,-24.21498697,11.55208782,4.483880576,-1.506961103,64.09733802,72.39906799,41.22437831,0.000245491,747.0841354,12.52235177,1.261624597,0.812209574,1.78E-05,29.43244193,1,0.9995,0.239,1,1,0.999,0.9765,1,0.8725,0.988,0.995,0.995,0.931,0.002,0.922,1,0.0035,0.9995,0.9865,0.9995,0.8995,0.835,1,1,1,0.997,0.004,0.9905
qNet-dvdtmax-vmax-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.268017958,0.914691943,0.777777778,-18.4147318,15.52751335,-36.21525751,-23.66501487,9.286696434,2.580498722,-2.586718864,64.09733802,72.39906799,41.22437831,7.48E-05,314.3122396,12.52235177,1.261624597,0.812209574,9.00E-07,14.34918714,1,0.9985,0.244,1,1,0.999,0.9775,1,0.8725,0.9885,0.995,0.996,0.9275,0.0025,0.9225,1,0.0025,0.9995,0.9875,0.9995,0.989,0.833,1,1,0.9995,0.997,0.004,0.9915
qNet-dvdtmax-vmax-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.268329966,0.914691943,0.777777778,-18.47357988,15.32157795,-29.59160179,-24.91866317,12.45861454,5.786711689,1.625777865,64.09733802,72.39906799,41.22437831,7.48E-05,747.0841354,12.52235177,1.261624597,0.812209574,9.00E-07,29.43244193,1,0.9995,0.2435,1,1,0.999,0.9775,1,0.8775,0.989,0.996,0.994,0.9275,0.0015,0.921,1,0.006,0.999,0.985,1,0.999,0.8125,1,1,1,0.9975,0.0045,0.992
qNet-dvdtmax-vmax-max_dv-camax,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.268582211,0.914691943,0.777777778,-19.01610468,14.78674507,-31.36539862,-23.24176283,12.65267297,0.947324953,5.803637184,64.09733802,72.39906799,41.22437831,-0.298881594,0.000245491,12.52235177,1.261624597,0.812209574,0.064078571,1.78E-05,1,0.9995,0.2395,1,1,0.9995,0.977,1,0.874,0.989,0.9955,0.9945,0.9305,0.0015,0.922,1,0.0045,0.9985,0.9855,0.9995,0.987,0.8265,1,1,1,0.997,0.004,0.9915
qNet-dvdtmax-vmax-max_dv-carest,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.268267099,0.91943128,0.777777778,-18.37306812,15.47136912,-30.7920866,-25.79683035,12.49029767,0.433930499,4.700456861,64.09733802,72.39906799,41.22437831,-0.298881594,7.48E-05,12.52235177,1.261624597,0.812209574,0.064078571,9.00E-07,1,0.9995,0.2405,1,1,0.999,0.9775,1,0.8765,0.9885,0.996,0.9945,0.9285,0.0015,0.9215,1,0.005,0.9985,0.986,1,0.999,0.817,1,1,1,0.9975,0.0045,0.9915
qNet-dvdtmax-vmax-max_dv-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.268990067,0.914691943,0.777777778,-19.9823391,13.7121371,-33.36989727,-24.15314943,13.03549727,8.096729146,-5.990987397,64.09733802,72.39906799,41.22437831,-0.298881594,314.3122396,12.52235177,1.261624597,0.812209574,0.064078571,14.34918714,1,0.9985,0.238,1,1,0.9995,0.979,0.9985,0.886,0.9885,0.9955,0.996,0.9255,0.0025,0.9215,1,0.0065,0.969,0.989,1,1,0.8145,1,1,1,0.9975,0.0175,0.9905
qNet-dvdtmax-vmax-max_dv-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.567857143,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.26965093,0.914691943,0.777777778,-18.77267998,14.94639044,-30.57014074,-32.40889835,17.4471941,6.608965645,-6.790263278,64.09733802,72.39906799,41.22437831,-0.298881594,747.0841354,12.52235177,1.261624597,0.812209574,0.064078571,29.43244193,1,0.9985,0.221,1,1,0.9995,0.9775,0.999,0.878,0.9885,0.9955,0.995,0.926,0.002,0.921,1,0.0045,0.9925,0.9865,1,0.9995,0.8175,1,1,1,0.9975,0.0095,0.9905
qNet-dvdtmax-vmax-vrest-max_dv,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.263897502,0.91943128,0.777777778,-18.24569658,16.09361152,-25.76503041,-32.68417393,14.86048394,9.573325348,7.684699514,64.09733802,72.39906799,41.22437831,-88.02084897,-0.298881594,12.52235177,1.261624597,0.812209574,0.009432504,0.064078571,1,0.998,0.26,1,1,0.999,0.991,1,0.9235,0.991,0.998,0.997,0.9325,0.004,0.9265,1,0.013,0.997,0.997,0.9995,0.9975,0.8015,1,1,1,0.9975,0.004,0.9915
qNet-dvdtmax-vrest-APD50-APD90,0.8125,0.625,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.247386406,0.924170616,0.777777778,-13.88587348,15.77812183,-32.88715161,-15.05574871,8.658130489,-27.61854558,29.24799888,64.09733802,72.39906799,-88.02084897,286.8620938,363.9871979,12.52235177,1.261624597,0.009432504,53.76993945,83.19192952,1,0.9985,0.401,1,1,0.9985,0.9965,1,0.964,0.988,1,0.999,0.907,0.007,0.955,0.9985,0.031,0.943,0.998,0.9995,1,0.803,1,1,1,0.9955,0.108,0.988
qNet-dvdtmax-vrest-APD50-camax,0.8125,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.248959136,0.924170616,0.777777778,-13.2589126,16.45221387,-22.41194635,-16.54039456,17.0398549,12.56299992,-4.001315436,64.09733802,72.39906799,-88.02084897,286.8620938,0.000245491,12.52235177,1.261624597,0.009432504,53.76993945,1.78E-05,1,0.9985,0.383,1,1,0.9975,0.9965,1,0.964,0.9875,1,0.9985,0.9035,0.0075,0.95,0.9985,0.0315,0.943,0.9985,1,1,0.8115,1,1,1,0.9955,0.1005,0.9875
qNet-dvdtmax-vrest-APD50-carest,0.875,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.251695485,0.924170616,0.777777778,-13.63912877,16.26452342,-22.60332041,-15.21996756,18.1749268,13.47994507,-3.636999775,64.09733802,72.39906799,-88.02084897,286.8620938,7.48E-05,12.52235177,1.261624597,0.009432504,53.76993945,9.00E-07,1,0.9985,0.3735,1,1,0.9985,0.9955,1,0.965,0.9885,1,0.999,0.9115,0.0075,0.952,0.9985,0.033,0.9585,0.9985,0.9995,1,0.815,1,1,1,0.996,0.0345,0.988
qNet-dvdtmax-vrest-APD50-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.250594686,0.924170616,0.777777778,-14.41790581,16.10637609,-28.37994983,-13.59485479,10.56256209,6.384331202,-0.338890571,64.09733802,72.39906799,-88.02084897,286.8620938,314.3122396,12.52235177,1.261624597,0.009432504,53.76993945,14.34918714,1,0.9985,0.3635,1,1,0.998,0.9935,1,0.938,0.9865,0.9995,0.997,0.901,0.0035,0.9325,1,0.016,0.9355,0.998,1,1,0.817,1,1,1,0.994,0.163,0.9885
qNet-dvdtmax-vrest-APD50-CaTD90,0.875,0.6875,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.250248711,0.924170616,0.777777778,-13.98215871,16.39451677,-21.61091847,-17.46779059,19.52759879,6.192913075,8.155101534,64.09733802,72.39906799,-88.02084897,286.8620938,747.0841354,12.52235177,1.261624597,0.009432504,53.76993945,29.43244193,1,0.998,0.3595,1,1,0.9985,0.996,1,0.9725,0.9905,1,0.9995,0.922,0.0105,0.957,0.9985,0.038,0.9955,0.998,0.9995,0.9985,0.8155,1,1,1,0.998,0.004,0.9895
qNet-dvdtmax-vrest-APD90-camax,0.8125,0.625,0.75,0.945454545,0.729761905,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.247858234,0.924170616,0.777777778,-13.44398211,16.21770076,-25.43732967,-15.85998886,14.48827923,9.435296106,-2.750732528,64.09733802,72.39906799,-88.02084897,363.9871979,0.000245491,12.52235177,1.261624597,0.009432504,83.19192952,1.78E-05,1,0.9985,0.389,1,1,0.998,0.996,1,0.965,0.9875,1,0.9985,0.904,0.007,0.9535,0.9985,0.0325,0.9425,0.9985,1,1,0.808,1,1,1,0.9955,0.1105,0.9875
qNet-dvdtmax-vrest-APD90-carest,0.8125,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.250437425,0.924170616,0.777777778,-13.69514105,16.09651666,-25.78820178,-15.07948197,15.18021342,9.806240972,-2.493721462,64.09733802,72.39906799,-88.02084897,363.9871979,7.48E-05,12.52235177,1.261624597,0.009432504,83.19192952,9.00E-07,1,0.9985,0.3835,1,1,0.9985,0.996,1,0.9655,0.988,1,0.999,0.909,0.0075,0.954,0.9985,0.0335,0.953,0.9985,0.9995,1,0.81,1,1,1,0.9955,0.0545,0.988
qNet-dvdtmax-vrest-APD90-CaTD50,0.8125,0.625,0.75,0.927272727,0.714285714,0.864583333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.24335983,0.924170616,0.777777778,-14.62117143,15.65806576,-28.25838325,-11.18104059,9.735401528,8.25140374,-1.047117396,64.09733802,72.39906799,-88.02084897,363.9871979,314.3122396,12.52235177,1.261624597,0.009432504,83.19192952,14.34918714,1,0.9985,0.3865,1,1,0.998,0.9945,1,0.946,0.9865,0.9995,0.997,0.8985,0.003,0.9375,0.9995,0.02,0.9235,0.998,1,1,0.809,1,1,1,0.9925,0.261,0.988
qNet-dvdtmax-vrest-APD90-CaTD90,0.875,0.6875,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.250437425,0.924170616,0.777777778,-13.94222056,16.45363273,-24.12039821,-17.98597872,17.93335952,4.284492778,7.226225259,64.09733802,72.39906799,-88.02084897,363.9871979,747.0841354,12.52235177,1.261624597,0.009432504,83.19192952,29.43244193,1,0.9975,0.3555,1,1,0.9985,0.996,1,0.971,0.9905,1,0.9995,0.9245,0.0115,0.957,0.9985,0.0365,0.996,0.998,0.9995,0.9985,0.8165,1,1,0.999,0.998,0.004,0.9895
qNet-dvdtmax-vrest-camax-carest,0.875,0.625,0.75,0.945,0.698412698,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.258021155,0.91943128,0.777777778,-14.28916549,16.90055182,-34.24486119,-19.83834727,11.85494728,2.327107115,-3.394934323,64.09733802,72.39906799,-88.02084897,0.000245491,7.48E-05,12.52235177,1.261624597,0.009432504,1.78E-05,9.00E-07,1,0.9985,0.32,1,1,0.998,0.993,1,0.9325,0.9865,0.9995,0.9985,0.9205,0.009,0.941,0.999,0.0155,0.996,0.998,0.9995,0.982,0.8345,1,1,0.999,0.995,0.0035,0.9895
qNet-dvdtmax-vrest-camax-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.258052599,0.91943128,0.777777778,-14.3672379,17.12732192,-35.99403792,-21.50157506,10.36798561,-2.723469908,-1.559921698,64.09733802,72.39906799,-88.02084897,0.000245491,314.3122396,12.52235177,1.261624597,0.009432504,1.78E-05,14.34918714,1,0.9985,0.313,1,1,0.9985,0.9925,0.9995,0.9245,0.9865,0.999,0.999,0.92,0.0095,0.9385,0.999,0.0145,0.9965,0.9975,0.9995,0.9985,0.8355,1,1,0.999,0.995,0.0035,0.9895
qNet-dvdtmax-vrest-camax-CaTD90,0.875,0.6875,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.247763869,0.928909953,0.777777778,-16.20227507,14.66569371,-16.70224997,-11.92310901,20.95953262,9.533680159,21.67965625,64.09733802,72.39906799,-88.02084897,0.000245491,747.0841354,12.52235177,1.261624597,0.009432504,1.78E-05,29.43244193,1,0.9985,0.398,1,1,0.999,0.9965,1,0.9785,0.9905,1,0.998,0.9285,0.0045,0.959,0.999,0.043,0.997,0.9985,0.9995,0.9985,0.803,1,1,1,0.9985,0.004,0.99
qNet-dvdtmax-vrest-carest-CaTD50,0.875,0.625,0.75,0.945,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.259090234,0.91943128,0.777777778,-14.55235394,17.05496766,-36.12927747,-20.70420674,10.90178118,-2.14064804,-1.26743837,64.09733802,72.39906799,-88.02084897,7.48E-05,314.3122396,12.52235177,1.261624597,0.009432504,9.00E-07,14.34918714,1,0.9985,0.312,1,1,0.998,0.993,1,0.9245,0.9865,0.999,0.999,0.9205,0.009,0.9405,0.999,0.014,0.997,0.9975,0.9995,0.979,0.837,1,1,0.999,0.995,0.0035,0.99
qNet-dvdtmax-vrest-carest-CaTD90,0.875,0.6875,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.249305125,0.928909953,0.777777778,-14.70164439,15.86917974,-18.30877974,-16.31563479,19.09118875,5.712076177,17.34136952,64.09733802,72.39906799,-88.02084897,7.48E-05,747.0841354,12.52235177,1.261624597,0.009432504,9.00E-07,29.43244193,1,0.9985,0.3825,1,1,0.999,0.997,1,0.975,0.9905,1,0.9985,0.9225,0.0075,0.9585,0.9985,0.0415,0.996,0.9985,0.9995,0.9995,0.7975,1,1,1,0.998,0.0085,0.9905
qNet-dvdtmax-vrest-max_dv-camax,0.875,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.257455158,0.91943128,0.777777778,-14.0237866,17.18266173,-34.52092946,-21.61062957,10.92076794,-1.066869852,-1.565147388,64.09733802,72.39906799,-88.02084897,-0.298881594,0.000245491,12.52235177,1.261624597,0.009432504,0.064078571,1.78E-05,1,0.9985,0.319,1,1,0.998,0.993,1,0.9295,0.9865,0.999,0.9985,0.92,0.0085,0.939,0.999,0.0145,0.9965,0.9975,0.9995,0.998,0.835,1,1,0.999,0.995,0.0035,0.99
qNet-dvdtmax-vrest-max_dv-carest,0.875,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.258052599,0.91943128,0.777777778,-14.16367784,17.14027282,-34.76049586,-21.23255621,11.33999442,-0.898674617,-1.43303258,64.09733802,72.39906799,-88.02084897,-0.298881594,7.48E-05,12.52235177,1.261624597,0.009432504,0.064078571,9.00E-07,1,0.9985,0.3175,1,1,0.998,0.993,1,0.9295,0.9865,0.999,0.9985,0.9205,0.009,0.9415,0.999,0.0145,0.9975,0.9975,0.9995,0.984,0.8365,1,1,0.999,0.995,0.0035,0.99
qNet-dvdtmax-vrest-max_dv-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.258397695,0.91943128,0.777777778,-14.25259326,17.06174961,-34.50179703,-20.04937027,9.745147053,-1.831628814,0.539133422,64.09733802,72.39906799,-88.02084897,-0.298881594,314.3122396,12.52235177,1.261624597,0.009432504,0.064078571,14.34918714,1,0.9985,0.3215,1,1,0.998,0.9915,1,0.9205,0.987,0.999,0.998,0.9185,0.007,0.9355,0.999,0.0125,0.9965,0.9975,0.9995,0.9985,0.834,1,1,0.999,0.9945,0.004,0.99
qNet-max_dv-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.682539683,0.84375,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.923210158,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.243801869,0.91943128,0.777777778,-17.15679865,12.37068137,-38.17020066,9.714786639,8.934107191,-9.102130861,-9.823866047,64.09733802,-0.298881594,0.000245491,7.48E-05,314.3122396,12.52235177,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.9985,0.3005,1,1,0.997,0.9835,1,0.8975,0.9855,0.997,0.9965,0.8875,0.0025,0.926,1,0.0075,0.886,0.992,1,1,0.8265,1,1,1,0.9955,0.4455,0.985
qNet-max_dv-camax-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.262136916,0.91943128,0.777777778,-17.80459807,13.59709385,-28.14492628,-10.48819772,12.40778313,5.738874715,16.9325257,64.09733802,-0.298881594,0.000245491,7.48E-05,747.0841354,12.52235177,0.064078571,1.78E-05,9.00E-07,29.43244193,1,1,0.325,1,1,0.9985,0.976,1,0.881,0.9875,0.9975,0.992,0.924,0,0.922,1,0.007,1,0.9825,1,0.999,0.83,1,1,1,0.998,0.0045,0.9895
qNet-max_dv-camax-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.261983629,0.91943128,0.777777778,-31.69143445,2.449284713,-43.18100208,6.250995951,7.429868534,-33.22920026,47.09671341,64.09733802,-0.298881594,0.000245491,314.3122396,747.0841354,12.52235177,0.064078571,1.78E-05,14.34918714,29.43244193,1,0.997,0.298,1,1,1,0.983,0.9985,0.8945,0.991,0.996,0.997,0.933,0.0025,0.928,1,0.0075,0.998,0.992,0.9995,0.9855,0.8435,1,1,1,1,0.0035,0.99
qNet-max_dv-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.256415892,0.924170616,0.777777778,-37.81024307,-4.680956672,-36.01229756,3.589772245,13.69192916,-43.88956602,76.77967777,64.09733802,-0.298881594,7.48E-05,314.3122396,747.0841354,12.52235177,0.064078571,9.00E-07,14.34918714,29.43244193,1,0.997,0.3415,1,1,1,0.9875,0.9985,0.9205,0.991,0.996,0.997,0.9375,0.0015,0.932,1,0.012,1,0.9925,1,0.9975,0.831,1,1,1,1,0.0075,0.9915
qNet-vmax-APD50-APD90-camax,0.8125,0.625,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.220761643,0.933649289,0.777777778,-14.90459753,13.05078169,-30.4515008,1.742516334,-53.68098448,59.44403604,5.999962141,64.09733802,41.22437831,286.8620938,363.9871979,0.000245491,12.52235177,0.812209574,53.76993945,83.19192952,1.78E-05,1,0.9995,0.541,1,1,0.995,0.9965,1,0.9695,0.9845,1,0.9965,0.8625,0.001,0.9535,0.9985,0.036,0.7485,0.9985,1,1,0.767,1,1,1,0.9955,0.665,0.9835
qNet-vmax-APD50-APD90-carest,0.8125,0.625,0.75,0.945454545,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.220351491,0.933649289,0.777777778,-13.60662934,13.3939095,-29.01450247,0.096762628,-49.50383698,55.31265682,4.50297687,64.09733802,41.22437831,286.8620938,363.9871979,7.48E-05,12.52235177,0.812209574,53.76993945,83.19192952,9.00E-07,1,1,0.569,1,1,0.9945,0.9965,1,0.969,0.983,1,0.997,0.8385,5.00E-04,0.951,0.9985,0.034,0.671,0.9985,1,1,0.767,1,1,1,0.9955,0.7495,0.979
qNet-vmax-APD50-APD90-CaTD50,0.8125,0.625,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.228159797,0.933649289,0.777777778,-16.92872657,12.19140216,-32.47290722,2.723787882,-44.68717575,60.66246283,-7.023319139,64.09733802,41.22437831,286.8620938,363.9871979,314.3122396,12.52235177,0.812209574,53.76993945,83.19192952,14.34918714,1,0.999,0.4845,1,1,0.998,0.9965,1,0.967,0.9885,1,0.997,0.8925,0.002,0.9565,0.9985,0.0325,0.863,0.999,1,1,0.762,1,1,1,0.9965,0.466,0.9875
qNet-vmax-APD50-camax-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.247638049,0.91943128,0.777777778,-16.14062724,13.28733451,-32.06600157,0.905534306,0.925378795,16.59823281,-7.817364057,64.09733802,41.22437831,286.8620938,0.000245491,7.48E-05,12.52235177,0.812209574,53.76993945,1.78E-05,9.00E-07,1,1,0.3285,1,1,0.9965,0.9765,1,0.889,0.985,0.9975,0.9925,0.889,5.00E-04,0.922,1,0.0055,0.9155,0.984,1,1,0.835,1,1,1,0.9925,0.3365,0.984
