Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,SD_1,SD_2,SD_3,SD_4,SD_5,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-APD50-max_dv-camax-carest,0.875,0.625,0.75,0.945454545,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.25487185,0.91943128,0.777777778,-15.94380487,13.67793045,-32.07308897,4.665165673,-3.473862537,13.70467296,-5.416217116,64.09733802,286.8620938,-0.298881594,0.000245491,7.48E-05,12.52235177,53.76993945,0.064078571,1.78E-05,9.00E-07,1,1,0.3285,1,1,0.997,0.976,1,0.883,0.9855,0.9975,0.9935,0.896,5.00E-04,0.922,1,0.004,0.937,0.9835,1,1,0.837,1,1,1,0.9925,0.1975,0.9855
qNet-APD50-max_dv-camax-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.248017103,0.91943128,0.777777778,-21.10487518,10.31889929,-37.31249887,33.46005522,1.930757297,-13.79754557,-22.48955668,64.09733802,286.8620938,-0.298881594,0.000245491,314.3122396,12.52235177,53.76993945,0.064078571,1.78E-05,14.34918714,1,0.997,0.3045,1,0.9995,0.9985,0.9795,0.996,0.8885,0.988,0.996,0.997,0.9045,0.002,0.924,1,0.0045,0.9045,0.9885,1,1,0.829,1,1,1,0.9975,0.355,0.9875
qNet-APD50-max_dv-camax-CaTD90,0.8125,0.625,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.261165396,0.924170616,0.777777778,-28.62118694,6.311942009,-39.7286339,-127.3668332,21.30553864,77.24664761,102.9882509,64.09733802,286.8620938,-0.298881594,0.000245491,747.0841354,12.52235177,53.76993945,0.064078571,1.78E-05,29.43244193,1,0.9995,0.3,1,1,0.9995,0.9925,1,0.956,0.988,0.9995,0.9955,0.9375,0.002,0.9375,1,0.03,1,0.9975,0.999,0.928,0.8145,1,1,0.998,1,0.003,0.9925
qNet-APD50-max_dv-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.255943413,0.91943128,0.777777778,-18.91329187,12.13380554,-38.05378892,15.85866166,3.507659113,-4.849096256,-14.24875314,64.09733802,286.8620938,-0.298881594,7.48E-05,314.3122396,12.52235177,53.76993945,0.064078571,9.00E-07,14.34918714,1,0.9985,0.2955,1,0.9995,0.9985,0.98,0.998,0.89,0.987,0.9965,0.996,0.906,0.002,0.925,1,0.005,0.932,0.9885,1,1,0.8305,1,1,1,0.996,0.204,0.9865
qNet-APD50-max_dv-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.255563687,0.91943128,0.777777778,-15.66014086,13.76865604,-21.36874761,5.440350324,-11.36143263,15.28469223,16.8314751,64.09733802,286.8620938,-0.298881594,7.48E-05,747.0841354,12.52235177,53.76993945,0.064078571,9.00E-07,29.43244193,1,1,0.346,1,1,0.9965,0.9765,1,0.9015,0.9855,0.9975,0.99,0.905,0,0.9205,1,0.0075,0.964,0.983,1,1,0.817,1,1,1,0.9985,0.1365,0.987
qNet-APD50-max_dv-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.263836968,0.91943128,0.777777778,-26.72518962,6.568462242,-42.63714505,4.485857768,8.806045128,-28.93965357,30.04643652,64.09733802,286.8620938,-0.298881594,314.3122396,747.0841354,12.52235177,53.76993945,0.064078571,14.34918714,29.43244193,1,0.997,0.282,1,1,1,0.985,0.9975,0.896,0.991,0.9965,0.997,0.9235,0.003,0.925,1,0.007,0.9685,0.993,1,1,0.8415,1,1,1,1,0.018,0.989
qNet-APD90-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.242228058,0.924170616,0.777777778,-21.91379526,8.946136106,-40.67686492,39.49678794,-16.73888401,-0.149013716,-24.70307474,64.09733802,363.9871979,0.000245491,7.48E-05,314.3122396,12.52235177,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.997,0.3915,1,0.9995,0.9995,0.993,0.9975,0.933,0.9895,0.999,0.997,0.9065,0.003,0.942,0.9995,0.014,0.9165,0.997,1,1,0.808,1,1,1,0.9995,0.292,0.988
qNet-APD90-camax-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.242919389,0.924170616,0.777777778,-16.07800576,13.45721249,-29.10001438,-5.465320348,13.09764584,-0.160123277,8.255800892,64.09733802,363.9871979,0.000245491,7.48E-05,747.0841354,12.52235177,83.19192952,1.78E-05,9.00E-07,29.43244193,1,1,0.335,1,1,0.9975,0.978,1,0.896,0.985,0.998,0.993,0.8865,0,0.921,1,0.007,0.886,0.985,1,1,0.8225,1,1,1,0.9935,0.442,0.9845
qNet-APD90-camax-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.255503162,0.924170616,0.777777778,-31.2315085,1.391181214,-44.02988404,32.19629462,-8.835905817,-37.57027814,30.81815919,64.09733802,363.9871979,0.000245491,314.3122396,747.0841354,12.52235177,83.19192952,1.78E-05,14.34918714,29.43244193,1,0.997,0.3695,1,1,1,0.9915,0.9975,0.914,0.9905,0.998,0.998,0.925,0.0025,0.9415,1,0.01,0.9905,0.9965,0.9995,0.999,0.8355,1,0.999,1,1,0.0085,0.9895
qNet-APD90-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.252894553,0.924170616,0.777777778,-45.01154025,-11.94171982,-41.83701389,20.07435341,6.157053219,-55.9646678,82.42040131,64.09733802,363.9871979,7.48E-05,314.3122396,747.0841354,12.52235177,83.19192952,9.00E-07,14.34918714,29.43244193,1,0.997,0.395,1,1,1,0.991,0.9985,0.9235,0.9905,0.996,0.9975,0.936,0.002,0.9395,1,0.012,1,0.9955,0.9995,0.978,0.8485,1,1,0.9995,1,0.003,0.991
qNet-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.257768816,0.91943128,0.777777778,-37.031227,-3.328153188,-35.35715789,0.76271322,15.44225735,-41.30506367,76.81446086,64.09733802,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.997,0.33,1,1,1,0.985,0.9995,0.913,0.991,0.9955,0.9965,0.9405,0.0015,0.9315,1,0.011,1,0.9925,1,0.991,0.837,1,1,0.9995,1,0.0045,0.992
qNet-dvdtmax-APD50-APD90-camax,0.8125,0.625,0.75,0.927272727,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.246757291,0.924170616,0.777777778,-14.6083919,14.97638522,-43.26888766,-13.44591128,-64.72538351,55.38380523,4.190154721,64.09733802,72.39906799,286.8620938,363.9871979,0.000245491,12.52235177,1.261624597,53.76993945,83.19192952,1.78E-05,1,0.9985,0.4185,1,1,0.9975,0.997,1,0.958,0.9875,1,0.9985,0.901,0.0055,0.9585,0.9985,0.029,0.942,0.998,0.9995,1,0.7965,1,1,1,0.9955,0.1205,0.988
qNet-dvdtmax-APD50-APD90-carest,0.8125,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.241440716,0.924170616,0.777777778,-14.15365777,15.29456913,-42.26887309,-15.13124382,-62.98898231,53.77647118,3.244455189,64.09733802,72.39906799,286.8620938,363.9871979,7.48E-05,12.52235177,1.261624597,53.76993945,83.19192952,9.00E-07,1,0.9985,0.42,1,1,0.9975,0.997,1,0.963,0.987,1,0.9985,0.8975,0.006,0.9565,0.9985,0.03,0.9345,0.998,1,1,0.7925,1,1,1,0.9955,0.214,0.987
qNet-dvdtmax-APD50-APD90-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.246222532,0.928909953,0.777777778,-16.02800695,13.87165357,-42.19623235,-8.83451998,-54.65629131,56.612955,-5.3556869,64.09733802,72.39906799,286.8620938,363.9871979,314.3122396,12.52235177,1.261624597,53.76993945,83.19192952,14.34918714,1,0.9985,0.4155,1,1,0.9985,0.9965,1,0.9575,0.9895,1,0.9985,0.9095,0.004,0.9585,0.9985,0.0285,0.9415,0.9985,0.9995,1,0.7905,1,1,1,0.9965,0.1325,0.9895
qNet-dvdtmax-APD50-APD90-CaTD90,0.8125,0.625,0.75,0.927272727,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.237035702,0.924170616,0.777777778,-13.65237703,14.96897381,-43.12821509,-14.97817187,-62.33550594,57.41285391,-4.999289663,64.09733802,72.39906799,286.8620938,363.9871979,747.0841354,12.52235177,1.261624597,53.76993945,83.19192952,29.43244193,1,0.9985,0.431,1,1,0.998,0.9975,1,0.961,0.9865,1,0.999,0.89,0.007,0.9605,0.9985,0.0305,0.909,0.9975,1,1,0.797,1,1,1,0.995,0.2975,0.9825
qNet-dvdtmax-APD50-camax-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.251571269,0.914691943,0.777777778,-14.35606115,16.10048065,-38.7279223,-17.01821296,-9.017763277,-2.121081679,5.616557942,64.09733802,72.39906799,286.8620938,0.000245491,7.48E-05,12.52235177,1.261624597,53.76993945,1.78E-05,9.00E-07,1,0.999,0.312,1,1,0.9975,0.9815,1,0.887,0.9845,0.9955,0.997,0.889,0.0025,0.9245,1,0.0035,0.921,0.992,1,1,0.8315,1,1,1,0.993,0.2845,0.986
qNet-dvdtmax-APD50-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.265629668,0.914691943,0.777777778,-16.45561169,15.34794254,-42.23072749,-12.66520842,-1.071378149,0.302030028,-5.593067674,64.09733802,72.39906799,286.8620938,7.48E-05,314.3122396,12.52235177,1.261624597,53.76993945,9.00E-07,14.34918714,1,0.9985,0.288,1,1,0.998,0.98,0.9995,0.878,0.9875,0.995,0.9975,0.914,0.003,0.924,1,0.0025,0.969,0.9895,1,1,0.8395,1,1,0.999,0.995,0.017,0.988
qNet-dvdtmax-APD50-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.259653846,0.91943128,0.777777778,-17.43033453,16.28519407,-37.49177011,-27.01509156,-60.2634286,31.63696629,49.89680688,64.09733802,72.39906799,286.8620938,7.48E-05,747.0841354,12.52235177,1.261624597,53.76993945,9.00E-07,29.43244193,1,0.9985,0.259,1,1,0.9995,0.9865,1,0.959,0.9915,0.9945,0.9975,0.9295,0.005,0.9375,1,0.021,1,0.9945,0.9995,0.9975,0.8105,1,1,0.9995,1,0.0085,0.992
qNet-dvdtmax-APD50-max_dv-camax,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.264497942,0.914691943,0.777777778,-15.5183077,16.08545093,-41.66507404,-14.87880043,-7.160275275,-2.629344851,5.161781324,64.09733802,72.39906799,286.8620938,-0.298881594,0.000245491,12.52235177,1.261624597,53.76993945,0.064078571,1.78E-05,1,0.999,0.2955,1,1,0.999,0.979,1,0.8735,0.986,0.995,0.9975,0.912,0.0025,0.924,1,0.0025,0.9895,0.9885,1,0.9995,0.8445,1,1,0.999,0.994,0.009,0.988
qNet-dvdtmax-APD50-max_dv-carest,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.26411991,0.914691943,0.777777778,-15.10833579,16.38525799,-39.93120952,-16.11736914,-4.491559397,-4.143447895,4.192733745,64.09733802,72.39906799,286.8620938,-0.298881594,7.48E-05,12.52235177,1.261624597,53.76993945,0.064078571,9.00E-07,1,0.9995,0.302,1,1,0.9985,0.979,1,0.8735,0.986,0.9955,0.997,0.911,0.0025,0.9245,1,0.0025,0.988,0.9895,1,0.9995,0.84,1,1,0.999,0.994,0.015,0.987
qNet-dvdtmax-APD50-max_dv-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.265629668,0.914691943,0.777777778,-16.61040135,15.2670991,-42.42653145,-12.37808801,-0.575142934,0.190688204,-6.033427018,64.09733802,72.39906799,286.8620938,-0.298881594,314.3122396,12.52235177,1.261624597,53.76993945,0.064078571,14.34918714,1,0.9985,0.287,1,1,0.998,0.98,0.9995,0.878,0.9875,0.995,0.9975,0.9135,0.003,0.924,1,0.003,0.969,0.9895,1,1,0.8405,1,1,0.999,0.995,0.017,0.988
qNet-dvdtmax-APD50-max_dv-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.75,0.5,0.6,0.265566017,0.909952607,0.777777778,-14.49647462,16.06697236,-41.69966092,-17.02482684,0.185725648,-4.598793931,-6.009410641,64.09733802,72.39906799,286.8620938,-0.298881594,747.0841354,12.52235177,1.261624597,53.76993945,0.064078571,29.43244193,1,1,0.2975,1,0.998,0.998,0.976,0.9995,0.865,0.9845,0.993,0.9975,0.904,0.003,0.9235,1,0.002,0.9715,0.9875,1,0.9995,0.855,1,1,0.999,0.9945,0.0165,0.9855
qNet-dvdtmax-APD90-camax-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.23989904,0.91943128,0.777777778,-13.99609465,15.61537592,-33.01069033,-13.09247177,-3.764072922,-4.883640627,8.407393696,64.09733802,72.39906799,363.9871979,0.000245491,7.48E-05,12.52235177,1.261624597,83.19192952,1.78E-05,9.00E-07,1,0.9995,0.3355,1,1,0.998,0.982,1,0.8955,0.9835,0.996,0.9955,0.872,0.002,0.921,1,0.0045,0.817,0.99,1,1,0.8205,1,1,1,0.9915,0.5735,0.984
qNet-dvdtmax-APD90-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.234330234,0.928909953,0.777777778,-22.03902719,8.434031311,-38.89830055,2.719993619,43.2167027,-17.42235442,-25.56136929,64.09733802,72.39906799,363.9871979,0.000245491,314.3122396,12.52235177,1.261624597,83.19192952,1.78E-05,14.34918714,1,0.997,0.413,1,0.9995,0.9995,0.994,0.9975,0.942,0.9895,1,0.997,0.9015,0.0025,0.941,0.9995,0.016,0.881,0.9975,1,1,0.8,1,1,1,1,0.435,0.988
qNet-dvdtmax-APD90-camax-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.251821288,0.91943128,0.777777778,-15.55485871,14.88214831,-35.32099108,-8.415962774,-6.708838209,7.894600815,2.565290087,64.09733802,72.39906799,363.9871979,0.000245491,747.0841354,12.52235177,1.261624597,83.19192952,1.78E-05,29.43244193,1,1,0.301,1,1,0.9985,0.9785,1,0.8795,0.9845,0.9965,0.9955,0.8925,0.002,0.922,1,0.003,0.922,0.987,1,1,0.8345,1,1,1,0.9915,0.2955,0.986
qNet-dvdtmax-APD90-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.255091982,0.91943128,0.777777778,-15.15062264,15.76238464,-32.79077159,-13.19737924,-14.94647661,10.96257505,10.74019339,64.09733802,72.39906799,363.9871979,7.48E-05,747.0841354,12.52235177,1.261624597,83.19192952,9.00E-07,29.43244193,1,0.9995,0.2885,1,1,0.9985,0.977,1,0.877,0.9855,0.994,0.9955,0.899,0.002,0.9175,1,0.004,0.9275,0.9875,1,1,0.825,1,1,1,0.9935,0.2595,0.9875
qNet-dvdtmax-APD90-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.249466371,0.924170616,0.777777778,-44.11060811,-11.9192563,-37.88096044,16.8632914,42.19773607,-59.43048549,73.44161989,64.09733802,72.39906799,363.9871979,314.3122396,747.0841354,12.52235177,1.261624597,83.19192952,14.34918714,29.43244193,1,0.9965,0.4465,1,1,1,0.9925,0.998,0.943,0.992,0.999,0.997,0.9355,5.00E-04,0.9445,0.9995,0.0185,0.992,0.9965,1,0.992,0.838,1,0.972,1,1,0.01,0.99
qNet-dvdtmax-camax-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.265000936,0.914691943,0.777777778,-15.32087522,16.29125755,-42.03732591,-20.58342656,-16.57227967,11.3041125,-7.718963522,64.09733802,72.39906799,0.000245491,7.48E-05,314.3122396,12.52235177,1.261624597,1.78E-05,9.00E-07,14.34918714,1,0.9985,0.293,1,1,0.9985,0.982,0.9995,0.8835,0.9875,0.992,0.9985,0.9085,0.005,0.928,1,0.003,0.9615,0.993,1,1,0.8335,1,1,0.9995,0.9965,0.0275,0.988
qNet-dvdtmax-camax-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.23637489,0.91943128,0.777777778,-13.93567393,15.17214321,-30.98508987,-10.29606437,-4.809577222,7.93014089,-1.105469394,64.09733802,72.39906799,0.000245491,7.48E-05,747.0841354,12.52235177,1.261624597,1.78E-05,9.00E-07,29.43244193,1,1,0.368,1,1,0.9975,0.9835,1,0.902,0.983,0.997,0.995,0.863,0.0015,0.922,1,0.007,0.759,0.99,1,1,0.815,1,1,1,0.99,0.6605,0.9835
qNet-dvdtmax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.257705927,0.91943128,0.777777778,-37.51114916,-3.823128581,-35.96510743,-1.527576415,15.65473817,-41.92680899,77.3867239,64.09733802,72.39906799,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,9.00E-07,14.34918714,29.43244193,1,0.997,0.331,1,1,1,0.985,0.9995,0.913,0.9915,0.9955,0.9965,0.9395,0.0015,0.932,1,0.011,1,0.9925,1,0.991,0.8375,1,1,0.9995,1,0.0045,0.992
qNet-dvdtmax-max_dv-camax-carest,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.263741092,0.914691943,0.777777778,-14.59181834,16.74668937,-37.56023882,-17.58947348,-6.900010716,-6.745616775,9.65120485,64.09733802,72.39906799,-0.298881594,0.000245491,7.48E-05,12.52235177,1.261624597,0.064078571,1.78E-05,9.00E-07,1,0.9995,0.3065,1,1,0.998,0.9785,1,0.8715,0.986,0.9935,0.9965,0.9115,0.0025,0.9245,1,0.002,0.994,0.9895,1,0.9995,0.835,1,1,0.9995,0.994,0.0165,0.987
qNet-dvdtmax-max_dv-camax-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.265096026,0.914691943,0.777777778,-17.05923479,14.68745771,-44.19435543,-13.41973069,3.101102888,-3.59158461,-9.473747087,64.09733802,72.39906799,-0.298881594,0.000245491,314.3122396,12.52235177,1.261624597,0.064078571,1.78E-05,14.34918714,1,0.9985,0.281,1,1,0.9985,0.981,0.9995,0.8815,0.9865,0.9945,0.9975,0.91,0.004,0.925,1,0.004,0.9585,0.993,1,1,0.84,1,1,1,0.995,0.039,0.988
qNet-dvdtmax-max_dv-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.265598232,0.914691943,0.777777778,-16.61163428,15.29625853,-42.11534664,-12.14613098,-0.250722775,0.18266983,-5.870790414,64.09733802,72.39906799,-0.298881594,7.48E-05,314.3122396,12.52235177,1.261624597,0.064078571,9.00E-07,14.34918714,1,0.9985,0.2875,1,1,0.998,0.98,0.9995,0.8775,0.9875,0.995,0.9975,0.9145,0.003,0.924,1,0.0025,0.971,0.9895,1,1,0.841,1,1,0.999,0.995,0.0145,0.988
qNet-dvdtmax-max_dv-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.263396831,0.91943128,0.777777778,-26.01315769,7.071142749,-43.8235177,-2.057408707,10.26261628,-27.88720441,29.32530148,64.09733802,72.39906799,-0.298881594,314.3122396,747.0841354,12.52235177,1.261624597,0.064078571,14.34918714,29.43244193,1,0.997,0.28,1,1,1,0.987,0.997,0.896,0.99,0.9965,0.9975,0.9225,0.003,0.926,1,0.007,0.963,0.9945,1,1,0.843,1,1,1,1,0.031,0.989
qNet-dvdtmax-vmax-APD50-carest,0.875,0.625,0.75,0.945454545,0.682539683,0.822916667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.270093304,0.914691943,0.777777778,-17.65882259,16.56497907,-37.55710605,-28.22497351,9.783167612,-6.462805493,4.047995296,64.09733802,72.39906799,41.22437831,286.8620938,7.48E-05,12.52235177,1.261624597,0.812209574,53.76993945,9.00E-07,1,0.9985,0.239,1,1,0.9995,0.978,0.9995,0.87,0.9895,0.994,0.9965,0.9275,0.0025,0.9225,1,0.0025,1,0.9875,0.9995,0.964,0.834,1,1,0.999,0.9975,0.003,0.9915
qNet-dvdtmax-vmax-APD50-max_dv,0.875,0.625,0.75,0.945454545,0.682539683,0.822916667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.75,0.5,0.6,0.271605861,0.914691943,0.777777778,-19.73392922,14.22328197,-35.27624537,-55.97804761,27.16750575,-33.16808927,24.30693031,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,1,0.9965,0.1595,1,1,1,0.9855,0.9985,0.89,0.99,0.994,0.997,0.918,0.007,0.917,1,0.007,0.958,0.995,1,1,0.8425,1,1,1,1,0.044,0.987
qNet-dvdtmax-vmax-APD90-camax,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.267890669,0.91943128,0.777777778,-19.61492743,14.03125652,-27.9644193,-21.7430121,14.31080318,5.241049903,6.144553745,64.09733802,72.39906799,41.22437831,363.9871979,0.000245491,12.52235177,1.261624597,0.812209574,83.19192952,1.78E-05,1,0.9995,0.251,1,1,0.9995,0.976,1,0.882,0.9885,0.9965,0.993,0.932,5.00E-04,0.9225,1,0.0065,0.9985,0.984,0.9995,0.9905,0.812,1,1,1,0.998,0.005,0.9915
