Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Mean_1,SD_1,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet,0.875,0.625,0.75,0.963636364,0.698412698,0.875,0.8,0.285714286,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.244445368,0.80357165,0.333334222,0.75,0.444444444,0.6,0.245686962,0.914691943,0.777777778,-6.880409471,10.56483143,-23.24933868,64.09733802,12.52235177,1,1,0.2305,1,1,0.9415,0.986,1,0.8445,0.9565,0.9925,0.9965,0.7755,5.00E-04,0.9015,1,0,0.63,0.972,1,1,0.9565,1,1,1,1,0.809,0.912
