Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Beta_7,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,Mean_7,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,SD_7,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
dvdtmax-APD50-APD90-camax-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.82265625,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.253636827,0.914691943,0.777777778,-30.20933867,-8.603524353,-17.9988818,-58.84129357,-59.59258374,19.02447639,64.29063963,-15.71719922,168.4047567,72.39906799,286.8620938,363.9871979,0.000245491,7.48E-05,314.3122396,747.0841354,1.261624597,53.76993945,83.19192952,1.78E-05,9.00E-07,14.34918714,29.43244193,1,1,0.2935,1,1,1,0.9285,1,0.9235,0.929,0.992,0.976,0.8555,0,0.8865,0.995,0.0275,0.8475,0.976,0.995,0.998,0.897,1,1,0.99,0.9625,0.3385,0.9775
dvdtmax-APD50-APD90-max_dv-camax-carest-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.24043311,0.928909953,0.777777778,-19.41858563,4.322543575,-16.66021252,-10.31956599,44.29477669,-59.40208489,-34.78134906,64.02927964,65.9460252,72.39906799,286.8620938,363.9871979,-0.298881594,0.000245491,7.48E-05,747.0841354,1.261624597,53.76993945,83.19192952,0.064078571,1.78E-05,9.00E-07,29.43244193,1,1,0.592,1,1,0.9995,0.9565,1,0.9335,0.9355,0.9965,0.9675,0.859,0,0.9365,0.9965,0.0205,0.897,0.9805,0.98,0.99,0.913,1,1,0.9435,0.9785,0.1755,0.985
dvdtmax-APD50-APD90-max_dv-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.245879705,0.924170616,0.777777778,-22.21497528,1.417406313,-13.31707682,-42.24081239,16.25522313,-43.94564162,58.22890108,3.802341704,101.5965239,72.39906799,286.8620938,363.9871979,-0.298881594,7.48E-05,314.3122396,747.0841354,1.261624597,53.76993945,83.19192952,0.064078571,9.00E-07,14.34918714,29.43244193,1,1,0.507,1,1,1,0.955,1,0.936,0.9325,0.9955,0.968,0.867,0,0.9265,0.996,0.0225,0.926,0.9825,0.98,0.992,0.9325,1,1,0.931,0.9765,0.1355,0.9835
dvdtmax-APD50-max_dv-camax-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.249023636,0.924170616,0.777777778,-25.02395175,-1.289920958,-17.53516644,-11.51334077,-37.70613382,-25.45699481,68.44948512,-12.78009271,104.9603615,72.39906799,286.8620938,-0.298881594,0.000245491,7.48E-05,314.3122396,747.0841354,1.261624597,53.76993945,0.064078571,1.78E-05,9.00E-07,14.34918714,29.43244193,1,1,0.4505,1,1,1,0.9455,1,0.912,0.946,0.9945,0.9725,0.862,0,0.92,0.996,0.021,0.868,0.977,0.989,0.996,0.9035,1,1,0.978,0.9775,0.2095,0.9845
dvdtmax-APD90-max_dv-camax-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.240404066,0.928909953,0.777777778,-19.90317941,3.467854748,-12.92432341,49.84997177,-59.08351046,-47.89713483,67.52105735,-9.41836003,65.6024014,72.39906799,363.9871979,-0.298881594,0.000245491,7.48E-05,314.3122396,747.0841354,1.261624597,83.19192952,0.064078571,1.78E-05,9.00E-07,14.34918714,29.43244193,1,1,0.572,1,1,1,0.957,1,0.9375,0.938,0.9965,0.9705,0.8565,0,0.9405,0.9965,0.023,0.8785,0.981,0.9785,0.991,0.9165,1,1,0.949,0.9775,0.195,0.985
dvdtmax-vmax-APD50-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.927272727,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.260691429,0.924170616,0.777777778,-39.78992869,-9.46690473,-87.9909891,40.65260482,-37.72426559,-15.55629486,48.72503233,-13.41634188,92.09176932,72.39906799,41.22437831,286.8620938,0.000245491,7.48E-05,314.3122396,747.0841354,1.261624597,0.812209574,53.76993945,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.9995,0.301,1,1,1,0.9695,1,0.961,0.9865,0.9925,0.988,0.9195,0,0.9105,0.9995,0.021,1,0.986,0.9995,0.998,0.795,1,1,0.9985,0.997,0.0155,0.9905
dvdtmax-vmax-APD50-max_dv-camax-carest-CaTD50,0.8125,0.625,0.75,0.927272727,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.273779094,0.90521327,0.777777778,-21.41062829,11.38695707,-129.8169962,69.32349091,-64.75986082,37.45713407,-11.75732729,22.48280004,24.79790758,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,7.48E-05,314.3122396,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.997,0.0715,1,0.9935,0.9995,0.977,0.999,0.9275,0.987,0.9925,0.9925,0.913,0.003,0.8895,0.999,0.014,0.9405,0.9905,1,1,0.7345,1,1,1,0.9975,0.2285,0.9885
dvdtmax-vmax-APD50-max_dv-camax-carest-CaTD90,0.875,0.625,0.75,0.927272727,0.698412698,0.8125,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.269438652,0.914691943,0.777777778,-44.04601546,-11.76712795,-129.3930254,68.87610988,-120.568689,43.2776602,24.28639195,27.55467066,102.2756317,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,7.48E-05,747.0841354,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,9.00E-07,29.43244193,1,0.9985,0.1595,1,1,1,0.981,1,0.964,0.9875,0.994,0.9945,0.936,0.0025,0.912,0.997,0.029,1,0.9955,1,0.9985,0.767,1,1,1,0.9985,0.011,0.99
dvdtmax-vmax-APD50-max_dv-camax-CaTD50-CaTD90,0.875,0.625,0.75,0.927272727,0.682539683,0.802083333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.272816362,0.909952607,0.777777778,-50.55151887,-18.43269569,-132.7526376,80.81296666,-127.7281486,59.06398786,53.39136577,-2.351913655,101.0492348,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,314.3122396,747.0841354,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,14.34918714,29.43244193,1,0.9985,0.1455,1,1,1,0.9805,1,0.9495,0.985,0.992,0.9935,0.9395,0.0015,0.904,0.9975,0.0255,0.9975,0.997,0.999,0.989,0.78,1,1,0.9985,0.997,0.006,0.989
dvdtmax-vmax-APD50-max_dv-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.268836781,0.91943128,0.777777778,-42.90772152,-11.2974742,-122.0897368,63.26577849,-84.34810202,34.57361536,34.75218108,-8.731643858,90.09334678,72.39906799,41.22437831,286.8620938,-0.298881594,7.48E-05,314.3122396,747.0841354,1.261624597,0.812209574,53.76993945,0.064078571,9.00E-07,14.34918714,29.43244193,1,0.9975,0.178,1,1,1,0.978,1,0.964,0.9875,0.993,0.9945,0.929,0.0025,0.9075,0.9985,0.0275,0.9995,0.9935,1,0.9985,0.7635,1,1,1,0.9985,0.016,0.9885
dvdtmax-vmax-max_dv-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.263555586,0.91943128,0.777777778,-54.09483676,-24.048066,-94.1411734,53.95837043,19.76779921,-26.29073078,31.64615192,-45.31382727,93.65527776,72.39906799,41.22437831,-0.298881594,0.000245491,7.48E-05,314.3122396,747.0841354,1.261624597,0.812209574,0.064078571,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.997,0.2755,1,1,1,0.9715,0.9975,0.9285,0.9865,0.992,0.9935,0.9225,0,0.9075,0.9995,0.0155,0.9945,0.9875,1,0.9995,0.796,1,1,1,0.9975,0.034,0.9885
dvdtmax-vrest-APD50-APD90-camax-carest-CaTD50,0.8125,0.625,0.75,0.927272727,0.714285714,0.8125,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.255527568,0.909952607,0.777777778,-15.92649145,14.83398165,-5.226736963,35.77407675,110.7273226,-50.73566475,-10.06565569,-9.161917425,-10.85307383,72.39906799,-88.02084897,286.8620938,363.9871979,0.000245491,7.48E-05,314.3122396,1.261624597,0.009432504,53.76993945,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.9975,0.357,1,0.965,0.9995,0.994,1,0.9685,0.9895,1,0.997,0.9195,0.0045,0.94,0.999,0.0365,0.9565,0.999,1,1,0.8265,1,1,1,0.9985,0.035,0.9895
qNet-APD50-max_dv-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.259153905,0.924170616,0.777777778,-31.86405403,2.991892863,-41.95942198,-94.43045067,20.58960229,49.67436218,6.409203842,-19.1466036,101.6141516,64.09733802,286.8620938,-0.298881594,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,53.76993945,0.064078571,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.998,0.2635,1,1,1,0.9925,1,0.9515,0.992,0.9985,0.997,0.939,0.0025,0.9395,1,0.027,1,0.9975,0.9995,0.9745,0.838,1,1,1,1,0.002,0.9925
qNet-dvdtmax-APD50-APD90-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.245341731,0.928909953,0.777777778,-21.19318008,9.339846936,-43.96346897,2.410672406,-36.79279924,64.77894438,-0.488225141,-8.731034422,-18.41880873,64.09733802,72.39906799,286.8620938,363.9871979,0.000245491,7.48E-05,314.3122396,12.52235177,1.261624597,53.76993945,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.9975,0.432,1,1,0.999,0.994,1,0.948,0.9895,1,0.999,0.9105,0.003,0.961,0.999,0.0255,0.9435,0.999,0.9995,1,0.8045,1,0.9955,1,0.9985,0.128,0.99
qNet-dvdtmax-APD50-APD90-carest-CaTD50-CaTD90,0.875,0.6875,0.75,0.945454545,0.714285714,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.249966434,0.924170616,0.777777778,-27.09927233,4.744199509,-41.00902255,5.076032004,-52.00772051,54.84444395,8.446292651,-29.97852004,49.26361714,64.09733802,72.39906799,286.8620938,363.9871979,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,53.76993945,83.19192952,9.00E-07,14.34918714,29.43244193,1,0.997,0.34,1,1,1,0.9955,1,0.9595,0.991,1,0.998,0.936,0.0025,0.956,0.9995,0.0305,1,0.9985,0.9995,0.9945,0.856,1,1,1,1,0.0045,0.991
qNet-dvdtmax-APD50-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.263682119,0.91943128,0.777777778,-26.63316237,8.121751779,-38.7882501,-14.76940251,-55.14842536,15.80986031,22.61318947,-13.80764439,74.62961469,64.09733802,72.39906799,286.8620938,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,53.76993945,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.9985,0.2645,1,1,1,0.9885,1,0.933,0.9915,0.9945,0.9965,0.938,0.0025,0.937,1,0.0145,1,0.9945,0.9995,0.936,0.84,1,1,0.9985,1,0.0025,0.993
qNet-dvdtmax-APD50-max_dv-camax-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.259468331,0.924170616,0.777777778,-25.43022535,9.534181911,-42.91664259,-15.32912745,-120.7924083,17.31530382,53.09240277,12.61187165,93.07039945,64.09733802,72.39906799,286.8620938,-0.298881594,0.000245491,7.48E-05,747.0841354,12.52235177,1.261624597,53.76993945,0.064078571,1.78E-05,9.00E-07,29.43244193,1,0.9985,0.268,1,1,1,0.993,1,0.961,0.991,0.9985,0.9975,0.936,0.0035,0.9405,0.9995,0.028,1,0.9975,0.9995,0.9755,0.8185,1,1,0.9985,1,0.0025,0.993
qNet-dvdtmax-APD50-max_dv-camax-CaTD50-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.262016633,0.91943128,0.777777778,-32.11936168,3.134229081,-44.35245976,0.254559144,-99.10138266,22.9001656,57.72430881,-16.90901757,98.28859352,64.09733802,72.39906799,286.8620938,-0.298881594,0.000245491,314.3122396,747.0841354,12.52235177,1.261624597,53.76993945,0.064078571,1.78E-05,14.34918714,29.43244193,1,0.998,0.2755,1,1,1,0.9925,1,0.948,0.99,0.999,0.997,0.9415,0.003,0.939,1,0.027,1,0.9975,0.999,0.928,0.8295,1,1,0.9995,1,0.002,0.9925
qNet-dvdtmax-APD50-max_dv-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.259717516,0.924170616,0.777777778,-22.83366126,10.40438965,-37.16437594,-14.38357501,-43.02242961,6.146473365,24.06646656,-15.41477633,56.43815528,64.09733802,72.39906799,286.8620938,-0.298881594,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,53.76993945,0.064078571,9.00E-07,14.34918714,29.43244193,1,0.997,0.2555,1,1,1,0.992,1,0.95,0.993,0.996,0.9975,0.936,0.0035,0.9365,1,0.021,1,0.995,1,0.999,0.816,1,1,0.9995,1,0.0095,0.992
qNet-dvdtmax-APD90-camax-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.666666667,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.254503168,0.91943128,0.777777778,-43.28143951,-10.86278649,-39.02392492,19.56894255,46.25229333,2.322809429,-4.196926034,-58.23931373,66.96472486,64.09733802,72.39906799,363.9871979,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,83.19192952,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.9965,0.4465,1,1,1,0.9925,0.998,0.941,0.992,0.999,0.997,0.9335,5.00E-04,0.946,0.9995,0.019,0.9895,0.997,0.9995,0.984,0.8425,1,0.901,1,1,0.012,0.99
qNet-dvdtmax-max_dv-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.25531527,0.924170616,0.777777778,-39.97544126,-6.803668332,-35.84786643,2.653796616,4.580454167,3.252790484,12.05285994,-47.20627206,83.0800317,64.09733802,72.39906799,-0.298881594,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,0.064078571,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.997,0.3485,1,1,1,0.988,0.9985,0.9245,0.9905,0.996,0.997,0.9385,0.0015,0.933,1,0.012,1,0.9925,1,0.996,0.837,1,1,1,1,0.0075,0.9915
qNet-dvdtmax-vmax-APD50-camax-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.268173574,0.914691943,0.777777778,-16.54899521,16.71271652,-33.89203377,-32.96823892,9.696212575,1.194485907,-20.54838746,17.10410161,-4.230630648,64.09733802,72.39906799,41.22437831,286.8620938,0.000245491,7.48E-05,314.3122396,12.52235177,1.261624597,0.812209574,53.76993945,1.78E-05,9.00E-07,14.34918714,1,0.998,0.2405,1,1,0.9995,0.9805,0.998,0.8775,0.9905,0.992,0.997,0.92,0.003,0.9225,1,0.0035,0.9985,0.991,1,0.999,0.8165,1,1,1,0.9985,0.013,0.9915
qNet-dvdtmax-vmax-APD50-camax-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.263681339,0.924170616,0.777777778,-23.12903733,12.03226414,-44.71341496,-8.962962877,-8.053163692,-97.77457927,39.38875575,21.64319787,87.8688595,64.09733802,72.39906799,41.22437831,286.8620938,0.000245491,7.48E-05,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,1.78E-05,9.00E-07,29.43244193,1,0.999,0.3005,1,1,0.9995,0.992,1,0.95,0.9905,0.996,0.9965,0.9325,0.003,0.94,1,0.021,1,0.995,0.999,0.8825,0.84,1,1,0.994,1,0.0025,0.993
qNet-dvdtmax-vmax-APD50-carest-CaTD50-CaTD90,0.875,0.6875,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.642857545,0.333334222,0.75,0.571428571,0.6,0.253396157,0.924170616,0.777777778,-28.18995439,4.455894504,-43.03055524,17.35381901,-15.54637642,-26.00008001,24.3327597,-35.65051617,80.83550903,64.09733802,72.39906799,41.22437831,286.8620938,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,9.00E-07,14.34918714,29.43244193,1,0.997,0.3345,1,1,1,0.9925,1,0.9525,0.9925,0.9965,0.998,0.9315,0.0025,0.94,0.9995,0.023,1,0.996,1,0.9985,0.834,1,1,0.9995,1,0.01,0.9915
qNet-dvdtmax-vmax-APD50-max_dv-camax-carest,0.8125,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.270970287,0.914691943,0.777777778,-17.94672316,15.61655856,-31.50264708,-44.48626384,19.45689628,-19.40144872,14.32306605,-8.743748518,9.483455285,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,7.48E-05,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,9.00E-07,1,0.997,0.2065,1,1,0.9995,0.9845,0.9985,0.8965,0.9905,0.994,0.997,0.918,0.004,0.918,1,0.007,0.9595,0.993,1,1,0.8,1,1,1,0.998,0.039,0.989
qNet-dvdtmax-vmax-APD50-max_dv-camax-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.267549553,0.91943128,0.777777778,-27.63340941,7.834021336,-43.77545703,-16.38148495,5.186627896,-125.9463762,25.41845677,66.62672872,90.38467202,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,29.43244193,1,0.9985,0.252,1,1,1,0.9925,1,0.9495,0.9895,0.9995,0.997,0.9395,0.0035,0.9385,1,0.0265,1,0.9975,0.999,0.8765,0.8195,1,1,0.9975,1,0.002,0.9925
qNet-dvdtmax-vmax-APD50-max_dv-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.24071547,0.928909953,0.777777778,-62.6892616,27.62604562,-102.163272,56.3208726,-25.2080944,34.33520835,44.24569781,-19.18744142,-45.58219464,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,7.48E-05,314.3122396,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,9.00E-07,14.34918714,1,1,0.54,1,0.9995,0.9975,0.998,1,0.8985,1,0.9965,1,0.9445,0,0.9015,0.9995,0.0045,0.863,0.984,1,1,0.5965,1,0.9585,1,0.9325,0.5165,0.686
qNet-dvdtmax-vmax-APD50-max_dv-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.261603216,0.91943128,0.777777778,-17.75085203,15.76804181,-35.39181442,-32.86447815,5.660071655,-62.06294809,7.874911732,27.9038574,44.25203596,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,7.48E-05,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,9.00E-07,29.43244193,1,0.998,0.232,1,1,1,0.9905,1,0.96,0.992,0.995,0.9975,0.93,0.006,0.9355,1,0.022,1,0.9945,1,0.9985,0.802,1,1,0.9995,1,0.0105,0.992
qNet-dvdtmax-vmax-APD50-max_dv-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.666666667,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.25899826,0.91943128,0.777777778,-32.30183652,0.393888259,-49.98174519,38.95084144,-19.52109386,28.61098078,-1.896915682,-51.60286987,55.80146499,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,14.34918714,29.43244193,1,0.9965,0.358,1,0.9995,1,0.9845,0.9975,0.898,0.99,0.9965,0.9975,0.9255,0.002,0.935,1,0.007,0.983,0.992,1,0.9975,0.866,1,0.9615,0.9995,1,0.0105,0.9895
qNet-dvdtmax-vmax-APD90-camax-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.253741302,0.924170616,0.777777778,-28.63047667,3.571005661,-33.74110267,-7.600570978,14.06399795,61.83350172,-14.4306611,-7.350581608,-30.10805026,64.09733802,72.39906799,41.22437831,363.9871979,0.000245491,7.48E-05,314.3122396,12.52235177,1.261624597,0.812209574,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.996,0.382,1,0.9995,1,0.9925,0.9975,0.931,0.9925,1,0.997,0.929,0.0015,0.942,0.9995,0.014,0.958,0.997,1,0.999,0.814,1,0.9945,1,1,0.059,0.99
qNet-dvdtmax-vmax-APD90-camax-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857545,0.333334222,0.75,0.571428571,0.6,0.249309105,0.924170616,0.777777778,-41.4536052,-9.028481928,-41.06198803,30.8319754,-7.764501373,34.22885111,4.848616796,-58.79690927,76.36268294,64.09733802,72.39906799,41.22437831,363.9871979,0.000245491,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,83.19192952,1.78E-05,14.34918714,29.43244193,1,0.9965,0.4435,1,1,1,0.9925,0.998,0.9435,0.992,0.999,0.997,0.935,5.00E-04,0.9455,0.9995,0.0185,0.989,0.9965,1,0.994,0.8435,1,0.9685,1,1,0.0135,0.99
qNet-dvdtmax-vmax-APD90-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.251669587,0.924170616,0.777777778,-42.29781145,-10.05559226,-38.67869994,18.20102911,0.061468825,45.75317026,-2.665598508,-57.10815634,64.94205452,64.09733802,72.39906799,41.22437831,363.9871979,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,83.19192952,9.00E-07,14.34918714,29.43244193,1,0.9965,0.4445,1,1,1,0.9925,0.998,0.942,0.992,0.999,0.997,0.9345,5.00E-04,0.9455,0.9995,0.019,0.9865,0.997,1,0.991,0.8405,1,0.94,1,1,0.0145,0.9895
