Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Beta_7,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,Mean_7,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,SD_7,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-dvdtmax-vmax-vrest-APD50-max_dv-carest,0.8125,0.6875,0.8125,0.872727273,0.761904762,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.218724144,0.933649289,0.75,-6.99348406,32.41616974,-29.76259892,10.59264891,-4.981359234,73.01698216,46.69434838,-7.153939635,-50.96361552,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,-0.292902106,7.28E-05,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,0.063732419,3.84E-06,1,1,0.9845,0.9955,1,1,0.995,1,0.9465,0.999,1,0.9695,0.997,0.6745,0.801,0.9995,0.1385,0.8815,0.997,1,0.976,0,1,1,1,0.999,0.2095,1
qNet-dvdtmax-vmax-vrest-APD50-max_dv-CaTD50,0.8125,0.625,0.75,0.890909091,0.761904762,0.916666667,0.6,0.285714286,1,0.818181818,0.777777778,0.666666667,4.3999813,2.571414429,2.999994,0.4000006,0.80357165,1.50E-06,0.727272727,0.4,0.666666667,0.2696412,0.909952607,0.708333333,-20.07600534,66.65218499,-128.9751394,-43.47171875,-11.85751182,103.567171,-20.17172739,-12.79027198,75.61607459,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,-0.292902106,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,0.063732419,22.17761135,1,1,1,0.9985,1,1,0.997,1,0.877,0.922,0.9925,0.997,0.9195,0,0.7355,0.9955,0.001,0.365,0.7035,1,1,0,0.993924051,1,1,1,0.9695,0.9825
qNet-dvdtmax-vmax-vrest-APD90-camax-CaTD50,0.8125,0.625,0.75,0.872727273,0.777777778,0.895833333,0.6,0.285714286,1,0.818181818,0.777777778,0.666666667,4.3999813,2.571414429,2.999994,0.440000616,0.734694219,1.50E-06,0.666666667,0.444444444,0.666666667,0.291470689,0.914691943,0.666666667,13.21512072,76.76831649,-60.15496035,-58.13197375,5.134907883,121.8555649,-34.13868944,13.12571792,67.94515256,63.95253604,72.03390709,40.81753408,-88.03022061,364.2659437,0.000222565,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,92.85975461,3.76E-05,22.17761135,1,1,0.999,0.997,1,1,0.999,1,0.8715,0.99,0.9755,0.9565,0.971,0.1265,0.636,0.9925,0.054,0.555,0.9165,1,1,0,0.98835443,1,1,1,0.8065,1
qNet-dvdtmax-vmax-vrest-APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.202127003,0.928909953,0.75,-9.089824689,30.76261139,-42.01259288,5.519991106,-0.906318601,54.19961777,23.77382105,-40.09208194,-1.376794117,63.95253604,72.03390709,40.81753408,-88.03022061,364.2659437,7.28E-05,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,92.85975461,3.84E-06,22.17761135,1,1,0.9785,0.9955,1,1,0.9955,1,0.946,0.999,1,0.9695,0.996,0.8655,0.8005,0.999,0.148,0.8195,0.9975,1,0.9965,0,1,1,1,0.9985,0.3615,1
qNet-dvdtmax-vmax-vrest-APD90-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.215994164,0.928909953,0.75,-10.16363035,29.24600487,-38.78754389,-3.278259994,0.828485642,56.1129524,20.87066732,-33.83024067,6.078087535,63.95253604,72.03390709,40.81753408,-88.03022061,364.2659437,7.28E-05,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,92.85975461,3.84E-06,46.44521373,1,1,0.9895,0.9955,1,1,0.9955,1,0.951,0.999,1,0.977,0.9965,0.7655,0.803,0.999,0.1355,0.815,0.9965,1,0.997,0,1,1,1,0.9985,0.373,1
qNet-dvdtmax-vmax-vrest-camax-carest-CaTD50,0.8125,0.6875,0.75,0.854545455,0.793650794,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.642857545,1.50E-06,0.666666667,0.545454545,0.666666667,0.259676211,0.91943128,0.75,-2.618263862,37.36073782,-35.13596476,-6.067294745,-3.12921489,63.79360203,21.99698885,-39.77241064,20.50313707,63.97825074,72.02405995,40.79794507,-88.03028897,0.000222524,7.28E-05,327.3362708,15.86819615,2.434174718,1.331177912,0.020895704,3.76E-05,3.85E-06,22.17423484,1,1,0.9935,0.9955,1,1,0.995,1,0.948,0.999,1,0.981,0.9985,0.377,0.7975,0.999,0.1155,0.8385,0.9965,1,0.9915,0,1,1,1,0.999,0.29,1
qNet-dvdtmax-vmax-vrest-camax-carest-CaTD90,0.8125,0.625,0.8125,0.890909091,0.761904762,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.75,6.599938401,1.92856725,3.999988,0.440000616,0.734694219,1.33E-06,0.666666667,0.5,0.727272727,0.232197434,0.938388626,0.75,-6.689459021,31.24445036,-30.3572212,-0.293769497,-2.123447201,65.50822323,23.92519638,-20.56156484,49.185733,63.97825074,72.02405995,40.79794507,-88.03028897,0.000222524,7.28E-05,768.6722188,15.86819615,2.434174718,1.331177912,0.020895704,3.76E-05,3.85E-06,46.4212134,1,1,0.996,0.995,1,1,0.9955,1,0.954,0.9985,1,0.9755,0.991,0.26,0.7995,0.999,0.119,0.7635,0.9965,1,0.997,0,1,1,1,0.999,0.5045,1
qNet-dvdtmax-vmax-vrest-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.761904762,0.927083333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.642857545,1.50E-06,0.666666667,0.571428571,0.727272727,0.243911673,0.928909953,0.75,-24.67986384,14.18596273,-32.1402279,-5.532638395,0.375425353,63.78867701,29.37729494,-41.1235073,130.8566592,63.97825074,72.02405995,40.79794507,-88.03028897,0.000222524,327.3362708,768.6722188,15.86819615,2.434174718,1.331177912,0.020895704,3.76E-05,22.17423484,46.4212134,1,1,0.9895,0.9955,1,1,0.9955,1,0.9525,0.999,0.9985,0.9835,0.9975,0.335,0.7945,0.999,0.1355,0.887,0.998,1,0.973,0,1,1,1,0.999,0.213,1
qNet-dvdtmax-vmax-vrest-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.945454545,0.761904762,0.833333333,0.8,0.285714286,1,0.818181818,0.888888889,0.666666667,5.49997525,2.571414429,2.999994,0.244445368,0.857143,1.50E-06,0.75,0.363636364,0.666666667,0.26956115,0.957345972,0.75,6.471351383,123.5221114,-133.1812291,-30.54080941,90.27636565,124.1191017,61.64285719,69.70726153,41.70116004,63.97825074,72.02405995,40.79794507,-88.03028897,7.28E-05,327.3362708,768.6722188,15.86819615,2.434174718,1.331177912,0.020895704,3.85E-06,22.17423484,46.4212134,1,1,0.999,0.9995,1,0.9965,1,1,0.319,0.999,0.157,0.91,0.9405,0.1165,0.113,0.69,0.0355,0.714,0.332,1,1,0.927,1,1,1,0.9905,0.69,1
qNet-dvdtmax-vmax-vrest-max_dv-camax-carest,0.8125,0.625,0.6875,0.872727273,0.777777778,0.875,0.6,0.285714286,1,0.909090909,0.777777778,0.583333333,6.599938401,1.92856725,2.39999664,0.440000616,0.80357165,1.71E-06,0.666666667,0.4,0.615384615,0.307597258,0.91943128,0.666666667,-33.85095708,54.74576272,-139.1693548,18.3469191,-16.03877964,119.1702334,29.63602733,12.14027448,-111.0962779,63.95253604,72.03390709,40.81753408,-88.03022061,-0.292902106,0.000222565,7.28E-05,15.85634121,2.416227739,1.184759215,0.020798121,0.063732419,3.76E-05,3.84E-06,1,1,1,0.9985,1,1,1,1,0.786,0.993,0.8355,0.983,0.9725,5.00E-04,0.4965,0.951,0.0495,0.5315,0.8565,1,1,0,1,1,1,1,0.8465,0.9545
qNet-dvdtmax-vrest-APD50-APD90-camax-carest,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.208443418,0.928909953,0.75,-10.06021922,29.46819587,-47.07518737,-0.296457097,44.91171827,-24.85121482,39.84766434,-2.798280283,-28.02516742,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,0.000222565,7.28E-05,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,3.76E-05,3.84E-06,1,1,0.9885,0.9955,1,1,0.996,1,0.9505,0.999,1,0.9775,0.9965,0.861,0.8085,0.999,0.137,0.8105,0.997,1,0.997,0,1,1,1,0.9985,0.383,1
qNet-dvdtmax-vrest-APD50-APD90-carest-CaTD90,0.875,0.625,0.75,0.963636364,0.761904762,0.875,0.8,0.285714286,1,0.818181818,0.888888889,0.666666667,5.49997525,2.571414429,2.999994,0.220000858,0.80357165,1.50E-06,0.8,0.4,0.666666667,0.259312127,0.938388626,0.75,-56.98595646,11.32512673,-20.80445694,67.0979987,106.0533481,249.3040354,-86.04711591,-73.5722395,15.25844245,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,7.28E-05,768.6720229,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,3.84E-06,46.44521373,1,1,1,1,1,0.999,1,1,0.458,0.9995,0.305,0.995,0.925,0,0.1825,0.5005,0.001,0.5155,0.2595,1,1,0.938,1,1,1,0.2885,0.9125,0.6025
qNet-dvdtmax-vrest-APD50-APD90-CaTD50-CaTD90,0.8125,0.6875,0.875,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.75,0.195783895,0.933649289,0.708333333,-23.02249503,16.1398823,-48.6158711,5.982055959,41.29970065,-26.72431737,41.08773088,-41.32607259,81.90132215,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,327.3555683,768.6720229,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,22.17761135,46.44521373,1,1,0.964,0.996,1,1,0.9955,1,0.9505,0.999,0.999,0.9755,0.9965,0.9645,0.805,0.999,0.162,0.8525,0.998,1,0.992,0,1,1,1,0.999,0.2915,1
qNet-dvdtmax-vrest-APD50-APD90-max_dv-CaTD50,0.8125,0.6875,0.75,0.836363636,0.80952381,0.885416667,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.642857545,1.71E-06,0.666666667,0.545454545,0.666666667,0.302854061,0.914691943,0.666666667,-21.42157286,69.48002856,-145.1035744,-26.7279072,56.06588371,-101.6937515,128.9701515,-39.80965065,20.41590165,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,-0.292902106,327.3555683,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,0.063732419,22.17761135,1,1,0.991,0.998,1,1,0.998,1,0.818,0.998,0.9505,0.931,0.9985,0.614,0.661,0.994,0.0835,0.885,0.946,1,0.979,0,0.999493671,1,1,1,0.183,1
qNet-dvdtmax-vrest-APD50-camax-carest-CaTD50,0.8125,0.5,0.6875,0.945454545,0.698412698,0.875,0.6,0.142857143,1,0.909090909,0.777777778,0.583333333,6.599938401,0.64285875,2.39999664,0.440000616,1.102040685,1.71E-06,0.666666667,0.2,0.615384615,0.356361423,0.933649289,0.708333333,18.12148925,62.1323765,-55.09767987,-54.8250899,192.878045,-45.70664811,13.67060708,-9.698146003,117.6459082,63.95253604,72.03390709,-88.03022061,287.2062878,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,0.020798121,64.31807536,3.76E-05,3.84E-06,22.17761135,1,1,1,0.999,1,0.9885,1,1,0.231,0.997,0.0225,0.6925,0.9105,0,0.017,0.0025,0,0.555,0.0565,1,1,0.121,1,1,1,1,0.8595,0.9975
qNet-dvdtmax-vrest-APD90-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.19184611,0.928909953,0.75,-14.92157809,24.92837427,-46.67936974,0.645260678,46.27196304,39.61501517,-29.94066722,-18.86935865,-16.09179665,63.95253604,72.03390709,-88.03022061,364.2659437,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,0.020798121,92.85975461,3.76E-05,3.84E-06,22.17761135,1,1,0.9805,0.9955,1,1,0.9965,1,0.951,0.999,1,0.974,0.9945,0.995,0.812,0.999,0.1435,0.7685,0.997,1,1,0,1,1,1,0.9985,0.497,1
qNet-dvdtmax-vrest-APD90-camax-carest-CaTD90,0.8125,0.6875,0.75,0.872727273,0.761904762,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.142853714,2.999994,0.440000616,0.642857545,1.50E-06,0.666666667,0.545454545,0.666666667,0.265678262,0.924170616,0.75,-11.77013001,28.64400728,-29.62848828,-8.311032634,72.63769761,-6.125603749,42.26936345,-34.64012518,64.61287075,63.95253604,72.03390709,-88.03022061,364.2659437,0.000222565,7.28E-05,768.6720229,15.85634121,2.416227739,0.020798121,92.85975461,3.76E-05,3.84E-06,46.44521373,1,1,0.9945,0.9955,1,1,0.9955,1,0.9525,0.999,1,0.9825,0.9965,0.1045,0.7945,0.999,0.123,0.852,0.997,1,0.9865,0,1,1,1,0.999,0.2855,1
qNet-dvdtmax-vrest-APD90-max_dv-CaTD50-CaTD90,0.8125,0.625,0.8125,0.872727273,0.698412698,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,1.92856725,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.571428571,0.727272727,0.260349759,0.928909953,0.75,-38.8651746,-5.361866292,-16.91542532,42.94191632,75.0109956,236.2823308,-128.6090934,-87.27171369,182.0181419,63.95253604,72.03390709,-88.03022061,364.2659437,-0.292902106,327.3555683,768.6720229,15.85634121,2.416227739,0.020798121,92.85975461,0.063732419,22.17761135,46.44521373,1,1,0.99,0.9975,1,1,0.9945,1,0.9525,0.999,0.999,0.777,1,0.1215,0.9185,0.999,0.1645,1,0.999,1,0,0.9905,1,1,0.9965,0.999,0,1
qNet-dvdtmax-vrest-camax-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.761904762,0.927083333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.571428571,0.727272727,0.236652264,0.933649289,0.75,-30.27508418,8.093180162,-32.21715661,-7.21615923,60.92440183,22.31094698,22.80896468,-58.25514829,164.272971,63.97825074,72.02405995,-88.03028897,0.000222524,7.28E-05,327.3362708,768.6722188,15.86819615,2.434174718,0.020895704,3.76E-05,3.85E-06,22.17423484,46.4212134,1,1,0.991,0.996,1,1,0.9955,1,0.956,0.999,0.9985,0.986,0.998,0.3975,0.8045,0.999,0.1335,0.8875,0.998,1,0.9705,0,1,1,1,0.999,0.216,1
qNet-dvdtmax-vrest-max_dv-camax-carest-CaTD50,0.8125,0.6875,0.75,0.872727273,0.80952381,0.9375,0.8,0.428571429,1,0.818181818,0.888888889,0.666666667,4.3999813,3.857117143,2.999994,0.244445368,0.642857545,1.50E-06,0.727272727,0.545454545,0.666666667,0.253567469,0.924170616,0.708333333,-17.19261524,25.790323,-88.52939578,-24.33325585,43.19379094,25.45375005,-95.56241685,23.32348254,-29.93525983,63.95253604,72.03390709,-88.03022061,-0.292902106,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,0.020798121,0.063732419,3.76E-05,3.84E-06,22.17761135,1,1,1,0.9915,1,0.9995,0.9715,1,0.963,0.7815,1,0.991,0.864,0.1905,0.8625,1,0.0455,0.2895,0.94,1,1,0,0.995443038,1,1,1,0.992,0.953
qNet-dvdtmax-vrest-max_dv-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.196211643,0.928909953,0.75,-28.26339396,10.95420185,-40.7416382,-4.78158328,50.27555032,9.219936767,19.99271134,-54.79597583,123.2828839,63.95253604,72.03390709,-88.03022061,-0.292902106,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,0.020798121,0.063732419,3.84E-06,22.17761135,46.44521373,1,1,0.975,0.996,1,1,0.9955,1,0.954,0.999,0.999,0.987,0.9955,0.917,0.7935,0.9995,0.143,0.7945,0.998,1,0.998,0,1,1,1,0.999,0.4575,1
qNet-vmax-APD50-APD90-camax-carest-CaTD90,0.8125,0.6875,0.75,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.666666667,0.240124463,0.924170616,0.75,-12.8990432,26.20925201,-75.25952664,1.083593986,-155.2502672,107.1407976,33.09910397,3.140549496,38.32360394,63.95253604,40.81753408,287.2062878,364.2659437,0.000222565,7.28E-05,768.6720229,15.85634121,1.184759215,64.31807536,92.85975461,3.76E-05,3.84E-06,46.44521373,1,1,0.9885,0.996,1,1,0.9955,1,0.947,0.999,1,0.981,0.9985,0.654,0.823,0.999,0.139,0.8495,0.9975,1,0.977,0,1,1,1,0.999,0.2555,1
qNet-vmax-APD50-APD90-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.836363636,0.80952381,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.48214344,0.272728066,0.666666667,0.666666667,0.666666667,0.218397913,0.924170616,0.666666667,-19.59213402,19.15647393,-73.85222654,5.706181884,-127.8868231,110.9613353,7.455349156,-19.6685457,35.33307423,63.95253604,40.81753408,287.2062878,364.2659437,0.000222565,327.3555683,768.6720229,15.85634121,1.184759215,64.31807536,92.85975461,3.76E-05,22.17761135,46.44521373,1,1,0.9465,0.996,1,1,0.995,1,0.9435,0.9985,0.998,0.965,0.996,0.997,0.8215,0.999,0.176,0.8505,0.998,1,0.9795,0,1,1,1,0.9985,0.266,1
qNet-vmax-APD50-APD90-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.201886886,0.928909953,0.666666667,-32.36930979,5.93753872,-72.09487832,4.31332893,-120.627221,104.7093963,41.29756938,-59.29586058,117.0795785,63.95253604,40.81753408,287.2062878,364.2659437,7.28E-05,327.3555683,768.6720229,15.85634121,1.184759215,64.31807536,92.85975461,3.84E-06,22.17761135,46.44521373,1,1,0.9505,0.996,1,1,0.9955,1,0.951,0.9985,0.998,0.9775,0.9985,0.998,0.8265,0.999,0.1725,0.8685,0.998,1,0.9765,0,1,1,1,0.999,0.247,1
qNet-vmax-APD50-max_dv-camax-carest-CaTD90,0.8125,0.6875,0.75,0.854545455,0.793650794,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.642857545,1.50E-06,0.666666667,0.545454545,0.666666667,0.246669378,0.91943128,0.75,-7.739879942,33.54715869,-77.03845355,-8.204954515,-143.0619529,38.7050335,61.87529385,35.76205292,88.75413953,63.95253604,40.81753408,287.2062878,-0.292902106,0.000222565,7.28E-05,768.6720229,15.85634121,1.184759215,64.31807536,0.063732419,3.76E-05,3.84E-06,46.44521373,1,1,0.98,0.995,1,1,0.993,1,0.945,0.9985,0.9975,0.996,0.9825,0.379,0.7635,0.999,0.112,0.611,0.9955,1,1,0,1,1,1,0.9985,0.7215,1
qNet-vmax-vrest-APD50-APD90-camax-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.194303156,0.928909953,0.75,-13.76004547,25.39623561,-62.73874704,-0.043664972,18.62159703,-72.96422078,80.60150892,-18.94809644,-8.416741301,63.95253604,40.81753408,-88.03022061,287.2062878,364.2659437,0.000222565,327.3555683,15.85634121,1.184759215,0.020798121,64.31807536,92.85975461,3.76E-05,22.17761135,1,1,0.9895,0.996,1,1,0.996,1,0.953,0.9985,1,0.978,0.995,0.9795,0.8295,0.999,0.1345,0.7425,0.996,1,1,0,1,1,1,0.998,0.5535,1
qNet-vmax-vrest-APD50-APD90-camax-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.20792143,0.933649289,0.75,-7.25686811,31.05674677,-49.03302272,-2.823318027,36.43058945,-51.86617632,39.06483016,10.96798847,30.7829886,63.95253604,40.81753408,-88.03022061,287.2062878,364.2659437,0.000222565,768.6720229,15.85634121,1.184759215,0.020798121,64.31807536,92.85975461,3.76E-05,46.44521373,1,1,0.9905,0.9955,1,1,0.9955,1,0.951,0.999,1,0.978,0.9965,0.741,0.809,0.999,0.129,0.819,0.9965,1,0.9965,0,1,1,1,0.999,0.374,1
qNet-vmax-vrest-APD50-APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.210073651,0.924170616,0.666666667,-12.34604074,27.89796808,-53.9199873,3.070098367,36.08045467,-45.37725083,57.75864727,-31.51490585,-3.345643934,63.95253604,40.81753408,-88.03022061,287.2062878,364.2659437,7.28E-05,327.3555683,15.85634121,1.184759215,0.020798121,64.31807536,92.85975461,3.84E-06,22.17761135,1,1,0.969,0.9955,1,1,0.996,1,0.945,0.999,1,0.967,0.9955,0.9625,0.8065,0.999,0.158,0.8265,0.9975,1,0.9955,0,1,1,1,0.999,0.336,1
qNet-vmax-vrest-APD50-APD90-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.206146306,0.928909953,0.75,-10.26348233,30.27306117,-47.82164959,1.365357431,46.79539328,-27.34528636,42.65105934,-32.48168633,1.146192041,63.95253604,40.81753408,-88.03022061,287.2062878,364.2659437,7.28E-05,768.6720229,15.85634121,1.184759215,0.020798121,64.31807536,92.85975461,3.84E-06,46.44521373,1,1,0.987,0.9955,1,1,0.9965,1,0.9495,0.999,1,0.9745,0.9965,0.8635,0.806,0.999,0.143,0.8185,0.9975,1,0.997,0,1,1,1,0.9985,0.368,1
qNet-vmax-vrest-APD50-APD90-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.809126984,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.203164832,0.928909953,0.666666667,-23.25555444,15.67625732,-56.41373969,4.060990216,27.13498649,-60.27874709,66.74028877,-35.4114136,66.18132436,63.95253604,40.81753408,-88.03022061,287.2062878,364.2659437,327.3555683,768.6720229,15.85634121,1.184759215,0.020798121,64.31807536,92.85975461,22.17761135,46.44521373,1,1,0.9535,0.996,1,1,0.995,1,0.9495,0.999,0.999,0.97,0.996,0.9875,0.8105,0.999,0.1695,0.858,0.998,1,0.9895,0,1,1,1,0.999,0.2735,1
qNet-vmax-vrest-APD50-camax-carest-CaTD50,0.8125,0.6875,0.875,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.25000075,0.666666667,0.615384615,0.75,0.187659046,0.933649289,0.708333333,-16.02761874,24.33421498,-29.97062811,0.985839601,72.33798902,74.13233453,-47.92935441,-29.84532811,-25.24135772,63.95253604,40.81753408,-88.03022061,287.2062878,0.000222565,7.28E-05,327.3555683,15.85634121,1.184759215,0.020798121,64.31807536,3.76E-05,3.84E-06,22.17761135,1,1,0.971,0.9955,1,1,0.996,1,0.951,0.999,1,0.97,0.9925,0.998,0.8015,0.9995,0.1495,0.771,0.9965,1,1,0,1,1,1,0.9985,0.4865,1
qNet-vmax-vrest-APD50-camax-CaTD50-CaTD90,0.8125,0.6875,0.875,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.75,0.190035565,0.938388626,0.708333333,-29.21375548,10.51000117,-29.95590012,2.484008584,69.14975496,60.37947376,-32.09398211,-62.55735661,94.3070825,63.95253604,40.81753408,-88.03022061,287.2062878,0.000222565,327.3555683,768.6720229,15.85634121,1.184759215,0.020798121,64.31807536,3.76E-05,22.17761135,46.44521373,1,1,0.955,0.996,1,1,0.995,1,0.952,0.999,0.999,0.973,0.994,0.998,0.7975,0.9995,0.168,0.842,0.998,1,0.9965,0,1,1,1,0.999,0.3625,1
qNet-vmax-vrest-APD50-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.203462705,0.938388626,0.75,-28.71501827,9.975836764,-31.15274569,0.512088879,64.66196141,28.64157954,5.604742497,-58.17913611,126.4713245,63.95253604,40.81753408,-88.03022061,287.2062878,7.28E-05,327.3555683,768.6720229,15.85634121,1.184759215,0.020798121,64.31807536,3.84E-06,22.17761135,46.44521373,1,1,0.9775,0.996,1,1,0.9955,1,0.9535,0.999,0.999,0.9785,0.9955,0.8255,0.798,0.9995,0.1505,0.862,0.998,1,0.9905,0,1,1,1,0.999,0.2945,1
