Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Mean_1,Mean_2,Mean_3,SD_1,SD_2,SD_3,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
APD50-camax-carest,0.8125,0.6875,0.8125,0.981818182,0.825396825,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.1262,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.235901248,0.938388626,0.833333333,-0.841340633,4.645580748,11.27302282,-23.60333738,30.58933585,287.2062878,0.000222565,7.28E-05,64.31807536,3.76E-05,3.84E-06,1,1,1,0.974,1,0.991,0.708,1,0.924,0.449,0.9975,0.982,0.3605,0.0015,0.9685,0.9955,0.003,0.06,0.761,1,1,1,0.999493671,1,1,0.1585,1,1
APD50-carest-CaTD50,0.8125,0.6875,0.8125,0.981818182,0.777777778,0.875,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285714.7996,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.255593554,0.91943128,0.791666667,-0.955709535,3.688924804,1.527449215,9.677777429,6.308913278,287.2062878,7.28E-05,327.3555683,64.31807536,3.84E-06,22.17761135,1,1,1,0.993,1,0.985,0.8045,1,0.945,0.182,1,0.7875,0.2565,0,0.952,0.9995,0.028,0.0175,0.921,1,1,1,1,1,1,0.0085,1,0.992
APD50-carest-CaTD90,0.8125,0.6875,0.8125,0.963636364,0.841269841,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.098,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.231974669,0.938388626,0.833333333,4.431470047,11.08620981,-26.94932333,66.92549878,55.12360281,287.2062878,7.28E-05,768.6720229,64.31807536,3.84E-06,46.44521373,1,1,1,0.914,1,0.996,0.843,1,0.9425,0.7535,0.989,0.9685,0.3315,0.0095,0.943,0.969,0.023,0.147,0.8315,1,1,1,1,1,1,0.414,0.997,1
APD90-camax-carest,0.8125,0.6875,0.875,0.963636364,0.873015873,0.9375,1,0.285714286,1,0.727272727,1,0.833333333,3.666656889,285715.1484,5.99997,1.37E-06,0.714286,1.20E-06,0.769230769,0.444444444,0.8,0.231715658,0.938388626,0.875,-0.205001134,4.159658759,8.876932485,-19.74924409,26.62283475,364.2659437,0.000222565,7.28E-05,92.85975461,3.76E-05,3.84E-06,1,1,1,0.942,1,0.9845,0.842,1,0.9135,0.4875,0.9885,0.9765,0.331,0.1095,0.9785,0.981,0.026,0.031,0.9135,1,1,1,0.999493671,1,1,0.033,1,1
APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.981818182,0.777777778,0.875,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285714.8426,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.253580892,0.91943128,0.791666667,-0.7944001,3.78883974,0.943898894,10.13114085,6.703142093,364.2659437,7.28E-05,327.3555683,92.85975461,3.84E-06,22.17761135,1,1,1,0.9905,1,0.9685,0.819,1,0.935,0.1935,0.9995,0.8355,0.258,0,0.953,0.9995,0.02,0.017,0.908,1,1,1,1,1,1,0.009,1,0.989
APD90-carest-CaTD90,0.8125,0.625,0.8125,0.945454545,0.841269841,0.916666667,1,0.282142857,1,0.727272727,1,0.75,3.666656889,142858.0767,3.999988,1.38E-06,0.804910933,1.33E-06,0.769230769,0.39625,0.727272727,0.231880248,0.943127962,0.833333333,9.286366701,18.57854375,-33.43296146,86.82578739,66.17468294,364.2659437,7.28E-05,768.6720229,92.85975461,3.84E-06,46.44521373,1,1,0.9955,0.98,1,0.983,0.7615,1,0.961,0.8625,0.998,0.62,0.404,0.2505,0.8395,0.988,0.0405,0.263,0.76,1,1,1,1,1,1,0.693,0.9895,1
camax-carest-CaTD50,0.8125,0.6875,0.8125,0.963636364,0.761904762,0.875,1,0.285714286,1,0.727272727,1,0.75,3.666656889,142858.387,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.257858426,0.914691943,0.791666667,-0.762313681,3.7853244,2.418481504,8.062808874,7.345347895,0.000222524,7.28E-05,327.3362708,3.76E-05,3.85E-06,22.17423484,1,1,1,0.993,0.99,0.961,0.822,1,0.944,0.18,1,0.775,0.2515,0,0.9485,0.9995,0.0255,0.0165,0.918,1,1,1,1,1,1,0.006,1,0.986
camax-carest-CaTD90,0.8125,0.6875,0.8125,0.963636364,0.825396825,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.1932,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.232792973,0.938388626,0.833333333,0.207708307,6.228940635,-16.45074159,41.2013447,16.98968623,0.000222524,7.28E-05,768.6722188,3.76E-05,3.85E-06,46.4212134,1,1,1,0.9595,1,0.998,0.742,1,0.926,0.595,0.997,0.992,0.363,5.00E-04,0.9655,0.9915,0.0055,0.0965,0.7725,1,1,1,1,1,1,0.271,1,1
carest-CaTD50-CaTD90,0.8125,0.625,0.8125,0.927272727,0.80952381,0.9375,0.8,0.285714286,0.75,0.727272727,0.777777778,0.75,3.666656889,2.571414429,3.999988,0.275000997,0.734694219,0.30000084,0.714285714,0.444444444,0.666666667,0.211886816,0.943127962,0.666666667,-32.37548632,-26.29810841,86.1849537,-86.50636671,192.8640132,7.28E-05,327.3362708,768.6722188,3.85E-06,22.17423484,46.4212134,1,1,0.8955,0.997,1,1,0.8675,1,0.928,0.67,0.9685,0.835,0.488,0.26,0.9405,0.981,0.1955,0.333,0.981,1,0.932,1,0.9935,1,1,0.296,0.8735,0.9935
dvdtmax-APD50-camax,0.8125,0.625,0.8125,0.945454545,0.777777778,0.9375,1,0.142857143,0.75,0.727272727,0.888888889,0.75,3.666656889,2.571414429,3.999988,1.38E-06,0.857143,0.30000084,0.769230769,0.25,0.666666667,0.296856284,0.928909953,0.75,-2.075960562,1.837355719,3.72807334,7.936900506,1.337660088,72.03390709,287.2062878,0.000222565,2.416227739,64.31807536,3.76E-05,1,1,0.926,1,1,0.9985,0.815,1,0.9815,0.3245,1,0.1435,0.225,5.00E-04,0.941,0.9995,0.122,0.01,0.9995,1,1,0.9805,1,1,1,0,1,0.998
dvdtmax-APD50-carest,0.8125,0.625,0.8125,0.945454545,0.793650794,0.9375,1,0.142857143,0.75,0.727272727,0.888888889,0.75,3.666656889,2.571414429,3.999988,1.38E-06,0.857143,0.30000084,0.769230769,0.25,0.666666667,0.28925501,0.933649289,0.75,-1.880640648,2.083557091,3.380436641,7.840088985,1.861616835,72.03390709,287.2062878,7.28E-05,2.416227739,64.31807536,3.84E-06,1,1,0.9415,1,1,0.9985,0.8155,1,0.9825,0.41,1,0.2085,0.2545,0.001,0.9425,1,0.1165,0.0155,0.999,1,1,0.9885,1,1,1,0,1,0.999
dvdtmax-APD50-CaTD50,0.8125,0.625,0.8125,0.945454545,0.793650794,0.9375,1,0.142857143,0.75,0.727272727,0.888888889,0.75,3.666656889,2.571414429,3.999988,1.38E-06,0.857143,0.30000084,0.769230769,0.25,0.666666667,0.302446237,0.928909953,0.708333333,-2.295377162,1.598183458,4.358044657,9.634796593,-1.153583483,72.03390709,287.2062878,327.3555683,2.416227739,64.31807536,22.17761135,1,1,0.8865,1,1,0.998,0.8155,1,0.98,0.2765,1,0.119,0.188,5.00E-04,0.939,0.9995,0.13,0.007,0.9995,1,1,0.991,1,1,1,0,1,0.998
dvdtmax-APD50-CaTD90,0.8125,0.625,0.8125,0.945454545,0.777777778,0.9375,0.8,0.142857143,0.75,0.727272727,0.888888889,0.75,3.666656889,2.571414429,3.999988,0.244445368,0.857143,0.30000084,0.727272727,0.25,0.666666667,0.297807748,0.928909953,0.666666667,-2.113107825,1.796625612,3.56133091,9.045498063,-1.495632424,72.03390709,287.2062878,768.6720229,2.416227739,64.31807536,46.44521373,1,1,0.927,1,1,0.9975,0.8115,1,0.98,0.2865,1,0.1455,0.219,5.00E-04,0.9415,0.9995,0.1195,0.0075,0.9995,1,1,0.9745,1,1,1,0,1,0.998
dvdtmax-APD90-camax,0.75,0.625,0.8125,0.927272727,0.825396825,0.9375,0.8,0.285714286,0.75,0.727272727,0.888888889,0.833333333,2.933326244,2.571414429,4.499979,0.275000997,0.80357165,0.30000084,0.666666667,0.4,0.666666667,0.258297858,0.933649289,0.666666667,-1.852717942,1.632919451,3.114000911,6.420904059,1.58670734,72.03390709,364.2659437,0.000222565,2.416227739,92.85975461,3.76E-05,1,1,0.934,0.9995,1,0.9985,0.8875,1,0.9925,0.6855,1,0.2635,0.305,0.3105,0.9695,1,0.2225,0.012,1,1,1,0.934,1,1,1,0,1,0.998
dvdtmax-APD90-carest,0.8125,0.6875,0.8125,0.945454545,0.841269841,0.958333333,0.8,0.285714286,0.75,0.727272727,0.888888889,0.833333333,3.666656889,3.857117143,4.499979,0.244445368,0.714286,0.272728066,0.727272727,0.444444444,0.727272727,0.232974549,0.938388626,0.666666667,-1.604968324,1.92492346,2.703867066,6.323683442,2.208707963,72.03390709,364.2659437,7.28E-05,2.416227739,92.85975461,3.84E-06,1,1,0.9555,0.9985,1,0.999,0.8885,1,0.994,0.7605,1,0.3625,0.347,0.5285,0.97,1,0.2005,0.02,1,1,1,0.968,1,1,1,0,1,0.9995
dvdtmax-APD90-CaTD50,0.8125,0.625,0.8125,0.945454545,0.841269841,0.958333333,1,0.285714286,0.75,0.727272727,0.888888889,0.833333333,3.666656889,3.857117143,4.499979,1.38E-06,0.80357165,0.25000075,0.769230769,0.4,0.727272727,0.270904327,0.933649289,0.75,-2.227852062,1.173908588,3.872832778,8.389687773,-1.090818689,72.03390709,364.2659437,327.3555683,2.416227739,92.85975461,22.17761135,1,1,0.977,0.9985,1,0.998,0.8985,1,0.9785,0.4015,1,0.2285,0.199,0.179,0.973,1,0.216,0.002,0.9955,1,1,0.99,1,1,1,0,1,0.996
dvdtmax-APD90-CaTD90,0.75,0.625,0.8125,0.927272727,0.841269841,0.9375,0.8,0.285714286,1,0.727272727,0.888888889,0.833333333,2.933326244,3.857117143,4.499979,0.244445368,0.80357165,1.33E-06,0.714285714,0.4,0.727272727,0.26855526,0.933649289,0.75,-2.002479721,1.435395467,3.069961191,7.799405463,-1.532476743,72.03390709,364.2659437,768.6720229,2.416227739,92.85975461,46.44521373,1,1,0.9815,0.999,1,0.998,0.894,1,0.985,0.4945,1,0.2785,0.256,0.151,0.9735,1,0.195,0.0025,0.9995,1,1,0.9575,1,1,1,0,1,0.998
dvdtmax-camax-CaTD50,0.75,0.625,0.8125,0.927272727,0.746031746,0.916666667,0.8,0.142857143,1,0.727272727,0.888888889,0.75,2.933326244,2.571414429,3.999988,0.275000997,0.857143,1.33E-06,0.666666667,0.25,0.727272727,0.294249425,0.90521327,0.75,-1.306257945,2.816478752,0.673691284,8.093427179,6.383606009,72.02405995,0.000222524,327.3362708,2.434174718,3.76E-05,22.17423484,1,1,1,0.9995,1,0.9995,0.816,1,0.969,0.1885,1,0.373,0.2355,0,0.948,1,0.053,0.0095,0.9915,1,1,0.7835,1,1,1,0,1,0.98
dvdtmax-camax-CaTD90,0.8125,0.625,0.8125,0.963636364,0.777777778,0.916666667,1,0.142857143,0.75,0.727272727,0.888888889,0.75,3.666656889,2.571414429,3.999988,1.38E-06,0.857143,0.30000084,0.769230769,0.25,0.666666667,0.298781347,0.928909953,0.75,-2.042386121,1.959484764,5.324496936,11.5152411,11.83908743,72.02405995,0.000222524,768.6722188,2.434174718,3.76E-05,46.4212134,1,1,0.964,0.9995,1,0.9975,0.8395,1,0.9815,0.4095,1,0.1175,0.164,0,0.9335,0.997,0.123,0.016,0.9995,1,1,1,1,1,1,0,1,0.9875
dvdtmax-carest-CaTD50,0.8125,0.6875,0.8125,0.963636364,0.746031746,0.875,1,0.285714286,0.75,0.727272727,0.888888889,0.75,3.666656889,3.857117143,3.999988,1.37E-06,0.714286,0.30000084,0.769230769,0.444444444,0.666666667,0.254246057,0.914691943,0.708333333,-0.709878845,4.06822325,-1.152561192,11.51231268,7.600789359,72.02405995,7.28E-05,327.3362708,2.434174718,3.85E-06,22.17423484,1,1,1,0.9915,0.9625,0.995,0.7905,1,0.9355,0.19,0.9995,0.8505,0.2725,0,0.9575,0.9995,0.0145,0.018,0.8995,1,1,1,0.9925,1,1,0.016,1,0.993
dvdtmax-carest-CaTD90,0.8125,0.6875,0.8125,0.963636364,0.80952381,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285714.8757,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.251953353,0.928909953,0.833333333,-1.852456133,3.242621043,3.549777916,18.21566434,16.23378623,72.02405995,7.28E-05,768.6722188,2.434174718,3.85E-06,46.4212134,1,1,1,0.9865,1,0.999,0.8065,1,0.9385,0.316,0.9995,0.866,0.2305,0,0.9515,0.995,0.0305,0.0275,0.9115,1,1,1,1,1,1,0.0825,1,0.9915
dvdtmax-max_dv-camax,0.75,0.625,0.875,0.872727273,0.793650794,0.958333333,0.8,0.285714286,0.75,0.727272727,0.777777778,0.833333333,2.933326244,1.92856725,5.99997,0.275000997,0.80357165,0.272728066,0.666666667,0.4,0.75,0.274330923,0.90521327,0.666666667,-1.44779911,1.722057907,1.727938282,3.709985375,2.440919927,72.03390709,-0.292902106,0.000222565,2.416227739,0.063732419,3.76E-05,0.999,0.9995,0.6955,1,1,1,0.946,1,0.991,0.712,1,0.3035,0.301,0.9995,0.9225,0.9995,0.3475,0.008,0.9925,1,1,0.1215,1,1,1,0,1,1
dvdtmax-max_dv-carest,0.75,0.625,0.875,0.909090909,0.825396825,0.958333333,0.8,0.285714286,0.75,0.727272727,0.777777778,0.833333333,2.933326244,2.571414429,5.99997,0.275000997,0.734694219,0.272728066,0.666666667,0.444444444,0.75,0.237380215,0.91943128,0.708333333,-1.132186447,2.113819625,1.187562349,3.709303333,3.25635679,72.03390709,-0.292902106,7.28E-05,2.416227739,0.063732419,3.84E-06,0.9995,1,0.8675,1,1,1,0.946,1,0.9925,0.77,1,0.439,0.335,0.9665,0.9325,0.9995,0.29,0.0115,0.999,1,1,0.442,1,1,1,0,1,1
dvdtmax-vmax-CaTD50,0.8125,0.5625,0.75,0.909090909,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.666666667,4.3999813,1.285713429,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.461538462,0.6,0.283411551,0.933649289,0.666666667,-0.432047964,10.01562293,-20.97230934,31.11382044,9.7573754,72.02405995,40.79794507,327.3362708,2.434174718,1.331177912,22.17423484,0.998,1,0.8665,0.993,1,0.984,0.594,1,0.817,1,0.994,0.897,0.6915,0.1385,0.771,0.946,0.1125,0.9955,0.6875,1,0.0255,1,0.984,1,1,0.958,0.231,1
dvdtmax-vrest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.777777778,0.916666667,0.6,0.428571429,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.23517747,0.938388626,0.791666667,8.042166549,32.90203006,-22.98019571,73.37119718,36.63760389,72.02405995,-88.03028897,327.3362708,2.434174718,0.020895704,22.17423484,1,1,1,0.9315,1,0.996,0.997,1,0.995,0.998,1,0.998,0.9615,0.0105,0.8835,0.962,0.056,0.494,0.993,1,1,0.0125,0.9945,1,1,0.9935,0.9,1
max_dv-camax-carest,0.8125,0.6875,0.875,0.963636364,0.904761905,0.958333333,1,0.285714286,1,0.727272727,1,0.833333333,3.666656889,285715.2991,5.99997,1.37E-06,0.714286,1.20E-06,0.769230769,0.444444444,0.8,0.201420937,0.938388626,0.875,-0.310537523,3.211911651,4.580131112,-9.905654191,15.33738532,-0.292902106,0.000222565,7.28E-05,0.063732419,3.76E-05,3.84E-06,1,1,1,0.9575,1,0.9715,0.9185,1,0.922,0.4975,0.9995,0.877,0.2705,0.745,0.9525,0.996,0.073,0.007,0.9925,1,1,1,0.999493671,1,1,0,1,1
