Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Mean_1,Mean_2,Mean_3,Mean_4,SD_1,SD_2,SD_3,SD_4,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
vrest-APD50-APD90-carest,0.8125,0.6875,0.8125,0.872727273,0.761904762,0.9375,0.6,0.428571429,1,0.909090909,0.777777778,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.22002252,0.933649289,0.75,-7.12435253,32.72274193,119.1913502,146.9713958,-71.76391498,-88.95772295,-88.03022061,287.2062878,364.2659437,7.28E-05,0.020798121,64.31807536,92.85975461,3.84E-06,1,1,0.9845,0.9955,0.9965,1,0.994,1,0.9525,0.998,0.999,0.9605,0.99,0.6015,0.7645,0.9995,0.1575,0.809,0.999,1,0.993,0,1,1,1,0.9985,0.3725,0.9995
vrest-APD50-APD90-CaTD90,0.8125,0.6875,0.8125,0.945454545,0.825396825,0.9375,0.6,0.428571429,1,0.818181818,0.777777778,0.75,5.49997525,2.5714215,3.999988,0.440000616,0.571429,1.33E-06,0.666666667,0.6,0.727272727,0.156759755,0.966824645,0.791666667,6.938511905,45.48696184,103.1564854,105.4053878,-77.44725332,56.37640477,-88.03022061,287.2062878,364.2659437,768.6720229,0.020798121,64.31807536,92.85975461,46.44521373,1,1,0.985,0.9925,1,1,0.9945,1,0.948,0.998,0.9995,0.924,0.976,0.813,0.7385,0.9995,0.144,0.755,0.9955,1,0.995,0.7435,1,1,1,0.9975,0.533,1
vrest-APD50-camax-carest,0.8125,0.6875,0.8125,0.909090909,0.793650794,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.227812724,0.947867299,0.75,-13.98017963,43.83424944,180.5642089,131.428233,-31.04932363,-103.5700783,-88.03022061,287.2062878,0.000222565,7.28E-05,0.020798121,64.31807536,3.76E-05,3.84E-06,1,1,1,0.989,1,1,0.997,1,0.9885,0.989,1,0.975,0.91,0.1075,0.848,0.989,0.121,0.4085,1,1,1,0.1195,1,1,1,0.987,0.95,0.9955
vrest-APD50-camax-CaTD50,0.8125,0.75,0.875,0.909090909,0.841269841,0.947916667,0.8,0.428571429,1,0.818181818,0.888888889,0.833333333,4.3999813,3.857117143,5.99997,0.275000997,0.571429,1.20E-06,0.726948052,0.6,0.8,0.150986261,0.957345972,0.791666667,-20.02079658,14.11195218,101.1219358,148.8002848,-124.3408188,-53.89190717,-88.03022061,287.2062878,0.000222565,327.3555683,0.020798121,64.31807536,3.76E-05,22.17761135,1,1,0.9985,0.985,0.994,1,0.9965,1,0.9925,0.9955,1,0.979,0.9325,0.711,0.8955,0.9905,0.15,0.451,1,1,1,0.603,1,1,1,0.9885,0.9455,0.9995
vrest-APD50-camax-CaTD90,0.875,0.75,0.8125,0.963636364,0.825396825,0.895833333,0.8,0.428571429,1,0.818181818,0.888888889,0.75,5.49997525,5.142819857,3.999988,0.220000858,0.571429,1.33E-06,0.8,0.6,0.727272727,0.182228374,0.957345972,0.75,-2.688650995,26.09013956,81.79685968,-7.564396396,41.15615336,101.2603421,-88.03022061,287.2062878,0.000222565,768.6720229,0.020798121,64.31807536,3.76E-05,46.44521373,1,1,1,0.9795,1,1,0.9975,1,0.988,0.989,1,0.9825,0.8795,0.001,0.8455,0.99,0.103,0.4315,0.9995,1,1,0.985,1,1,1,0.985,0.9355,0.9995
vrest-APD50-carest-CaTD50,0.8125,0.6875,0.8125,0.909090909,0.793650794,0.9375,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.224696264,0.947867299,0.75,-3.475244054,27.40386593,97.5924195,56.30948133,-63.12471134,7.792605095,-88.03022061,287.2062878,7.28E-05,327.3555683,0.020798121,64.31807536,3.84E-06,22.17761135,1,1,0.9995,0.985,1,1,0.997,1,0.9885,0.9905,1,0.9665,0.9345,0.2025,0.843,0.99,0.146,0.4665,1,1,1,0.0285,1,1,1,0.9855,0.902,0.999
vrest-APD50-carest-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.793650794,0.9375,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.219760088,0.952606635,0.75,-5.780952347,25.11045823,96.02622633,51.76181097,-48.71722694,22.63765325,-88.03022061,287.2062878,7.28E-05,768.6720229,0.020798121,64.31807536,3.84E-06,46.44521373,1,1,1,0.9845,1,1,0.997,1,0.989,0.9915,1,0.975,0.93,0.122,0.846,0.99,0.136,0.465,1,1,1,0.1815,1,1,1,0.9865,0.9115,0.999
vrest-APD50-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.825396825,0.947916667,0.6,0.428571429,1,0.818181818,0.777777778,0.75,5.49997525,3.198204394,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.177717779,0.962085308,0.791666667,-25.08083296,4.762520375,92.18150162,48.19725612,-58.55097112,142.8205037,-88.03022061,287.2062878,327.3555683,768.6720229,0.020798121,64.31807536,22.17761135,46.44521373,1,1,0.9995,0.986,1,1,0.9975,1,0.992,0.9955,1,0.979,0.936,0.382,0.869,0.992,0.1775,0.5155,1,1,1,0.5085,1,1,1,0.989,0.864,0.999
vrest-APD90-camax-carest,0.8125,0.6875,0.875,0.890909091,0.825396825,0.979166667,0.8,0.428571429,1,0.818181818,0.888888889,0.833333333,4.3999813,3.857117143,5.99997,0.244445368,0.642857545,1.20E-06,0.727272727,0.545454545,0.8,0.192753842,0.943127962,0.75,-4.361843918,15.20339136,68.78454049,47.2273356,-5.440709127,-45.7130347,-88.03022061,364.2659437,0.000222565,7.28E-05,0.020798121,92.85975461,3.76E-05,3.84E-06,1,1,1,0.89,1,1,0.9995,1,0.9995,0.973,1,0.9525,0.834,0.762,0.9225,0.9145,0.266,0.2235,0.9995,1,1,0.035,1,1,1,0.9355,0.9895,0.9975
vrest-APD90-camax-CaTD50,0.875,0.75,0.8125,0.963636364,0.873015873,0.9375,1,0.428571429,1,0.818181818,1,0.75,5.49997525,285715.6219,3.999988,1.22E-06,0.571429,1.33E-06,0.833333333,0.6,0.727272727,0.187615033,0.962085308,0.875,1.893650844,22.17869534,57.15678679,34.8307729,-22.41629328,9.280767119,-88.03022061,364.2659437,0.000222565,327.3555683,0.020798121,92.85975461,3.76E-05,22.17761135,1,1,1,0.925,1,0.994,0.998,1,0.9965,0.968,1,0.98,0.7425,0.1415,0.92,0.945,0.102,0.1955,1,1,1,0.9905,1,1,1,0.9145,0.9975,0.9995
vrest-APD90-camax-CaTD90,0.875,0.6875,0.8125,0.945454545,0.793650794,0.895833333,0.6,0.428571429,1,0.909090909,0.777777778,0.75,8.799914201,2.5714215,3.999988,0.4000006,0.642857545,1.33E-06,0.75,0.545454545,0.727272727,0.199000684,0.952606635,0.75,-1.567160562,33.75975832,94.58703972,-67.7048097,117.1401897,192.2401257,-88.03022061,364.2659437,0.000222565,768.6720229,0.020798121,92.85975461,3.76E-05,46.44521373,1,1,0.9995,0.993,1,1,0.994,1,0.962,0.999,0.9985,0.9775,0.9725,5.00E-04,0.756,0.999,0.1085,0.849,0.997,1,0.934,0.9385,1,1,1,0.9965,0.3875,1
vrest-APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.945454545,0.825396825,0.9375,0.8,0.428571429,1,0.818181818,0.888888889,0.75,4.3999813,3.857117143,3.999988,0.244445368,0.642857545,1.33E-06,0.727272727,0.545454545,0.727272727,0.197261142,0.952606635,0.75,0.568991167,23.8306432,72.18012511,33.49547913,-33.38776932,15.27579782,-88.03022061,364.2659437,7.28E-05,327.3555683,0.020798121,92.85975461,3.84E-06,22.17761135,1,1,1,0.9365,1,0.9975,0.998,1,0.9955,0.9815,1,0.982,0.827,0.016,0.898,0.956,0.1185,0.275,1,1,1,0.8105,1,1,1,0.955,0.9905,0.9975
vrest-APD90-carest-CaTD90,0.875,0.75,0.8125,0.963636364,0.873015873,0.9375,0.8,0.428571429,1,0.818181818,0.888888889,0.75,5.49997525,6.428522572,3.999988,0.220000858,0.571429,1.33E-06,0.8,0.6,0.727272727,0.161717333,0.966824645,0.791666667,8.867005228,33.77217386,64.90983863,-5.53618616,51.54032165,79.56770513,-88.03022061,364.2659437,7.28E-05,768.6720229,0.020798121,92.85975461,3.84E-06,46.44521373,1,1,1,0.9625,1,0.9995,0.998,1,0.986,0.989,1,0.9445,0.8225,0.42,0.83,0.9825,0.1145,0.407,0.9975,1,1,0.9995,1,1,1,0.9805,0.9525,1
vrest-APD90-CaTD50-CaTD90,0.875,0.75,0.8125,0.963636364,0.857142857,0.9375,0.8,0.428571429,1,0.818181818,0.888888889,0.75,5.49997525,5.142819857,3.999988,0.220000858,0.571429,1.33E-06,0.8,0.6,0.727272727,0.177938601,0.962085308,0.791666667,-6.672995839,18.46071467,75.44724626,25.76108399,-10.8524812,67.30671311,-88.03022061,364.2659437,327.3555683,768.6720229,0.020798121,92.85975461,22.17761135,46.44521373,1,1,1,0.949,1,1,0.998,1,0.9985,0.99,1,0.994,0.869,0.02,0.9055,0.963,0.1135,0.3715,1,1,1,0.978,1,1,1,0.977,0.9695,0.9985
vrest-camax-carest-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.777777778,0.916666667,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.21831159,0.947867299,0.75,-5.701112495,23.11386232,89.82046227,55.71638567,-38.16776737,90.47667917,-88.03028897,0.000222524,7.28E-05,768.6722188,0.020895704,3.76E-05,3.85E-06,46.4212134,1,1,1,0.983,1,1,0.9975,1,0.988,0.991,1,0.979,0.926,5.00E-04,0.8355,0.9895,0.143,0.494,1,1,1,0.3575,1,1,1,0.9865,0.8555,0.9985
vrest-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.80952381,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,5.49997525,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.198527953,0.952606635,0.791666667,-21.5152485,6.537175692,86.94660954,52.9755029,-47.5256641,183.9566964,-88.03028897,0.000222524,327.3362708,768.6722188,0.020895704,3.76E-05,22.17423484,46.4212134,1,1,1,0.985,1,1,0.997,1,0.9915,0.994,1,0.982,0.9355,0.0015,0.854,0.991,0.169,0.5515,1,1,0.9995,0.6195,1,1,1,0.9895,0.789,0.999
vrest-carest-CaTD50-CaTD90,0.875,0.75,0.8125,0.963636364,0.873015873,0.9375,0.8,0.428571429,1,0.818181818,0.888888889,0.75,5.49997525,5.142819857,3.999988,0.220000858,0.571429,1.33E-06,0.8,0.6,0.727272727,0.158559801,0.966824645,0.791666667,-22.33715325,4.779601271,70.92841454,100.5346143,-79.12316595,240.2082399,-88.03028897,7.28E-05,327.3362708,768.6722188,0.020895704,3.85E-06,22.17423484,46.4212134,1,1,1,0.9745,1,1,0.995,1,0.9975,0.9965,1,0.9895,0.8745,0.2575,0.894,0.983,0.1305,0.516,0.9995,1,1,0.9995,1,1,1,0.986,0.8675,1
vrest-max_dv-camax-carest,0.75,0.6875,0.875,0.872727273,0.857142857,0.979166667,0.8,0.428571429,1,0.727272727,0.888888889,0.833333333,2.933326244,3.857117143,5.99997,0.275000997,0.642857545,1.20E-06,0.666666667,0.545454545,0.8,0.197772329,0.938388626,0.75,0.222932024,12.26337545,46.3271476,20.64276768,0.008650142,-31.23700971,-88.03022061,-0.292902106,0.000222565,7.28E-05,0.020798121,0.063732419,3.76E-05,3.84E-06,1,0.998,1,0.695,1,0.9935,1,1,0.997,0.9165,1,0.9345,0.6235,0.957,0.807,0.7325,0.4565,0.056,0.99,1,1,0.0775,1,1,1,0.8045,1,0.988
vrest-max_dv-camax-CaTD50,0.8125,0.6875,0.8125,0.963636364,0.841269841,0.9375,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.0367,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.231684185,0.938388626,0.833333333,0.131529084,10.06966334,23.66396147,10.7068047,-5.513840054,7.06872632,-88.03022061,-0.292902106,0.000222565,327.3555683,0.020798121,0.063732419,3.76E-05,22.17761135,1,1,1,0.949,1,0.92,0.996,1,0.9695,0.6885,1,0.9735,0.4445,5.00E-04,0.8885,0.95,0.067,0.0275,0.9955,1,1,0.9955,1,1,1,0.6175,1,0.985
vrest-max_dv-carest-CaTD50,0.8125,0.6875,0.8125,0.945454545,0.857142857,0.958333333,0.8,0.285714286,1,0.818181818,0.888888889,0.75,4.3999813,3.857117143,3.999988,0.244445368,0.714286,1.33E-06,0.727272727,0.444444444,0.727272727,0.229606885,0.947867299,0.75,0.153387035,14.67633075,46.76074787,18.59903332,-24.04897414,6.857293891,-88.03022061,-0.292902106,7.28E-05,327.3555683,0.020798121,0.063732419,3.84E-06,22.17761135,1,1,1,0.878,1,0.961,0.999,1,0.9935,0.8855,1,0.969,0.585,0.059,0.853,0.8775,0.152,0.058,0.9995,1,1,0.73,1,1,1,0.8185,1,0.9785
vrest-max_dv-carest-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.857142857,0.9375,0.8,0.428571429,1,0.818181818,0.888888889,0.75,4.3999813,3.857117143,3.999988,0.244445368,0.642857545,1.33E-06,0.727272727,0.545454545,0.727272727,0.154169887,0.962085308,0.75,17.2403681,42.3399266,57.03590983,-19.70583382,93.16103568,102.0510007,-88.03022061,-0.292902106,7.28E-05,768.6720229,0.020798121,0.063732419,3.84E-06,46.44521373,1,1,0.996,0.9775,1,0.9985,0.994,1,0.965,0.996,0.998,0.811,0.911,0.674,0.7945,0.9965,0.1335,0.7015,0.994,1,0.988,1,1,1,1,0.9875,0.6215,1
