Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Mean_1,Mean_2,Mean_3,Mean_4,SD_1,SD_2,SD_3,SD_4,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
APD50-APD90-carest-CaTD90,0.75,0.5625,0.75,0.945454545,0.80952381,0.916666667,1,0.142857143,0.75,0.727272727,0.888888889,0.75,2.933326244,1.285711714,2.999992,1.57E-06,0.964285754,0.333334222,0.714285714,0.222222222,0.6,0.266952055,0.938388626,0.75,9.574399226,20.7011649,34.61119672,-60.33475334,80.85602409,57.05093538,287.2062878,364.2659437,7.28E-05,768.6720229,64.31807536,92.85975461,3.84E-06,46.44521373,1,1,0.682,0.9945,1,0.9895,0.6955,1,0.7755,0.8865,0.9945,0.2575,0.479,0.56,0.7135,0.993,0.0585,0.297,0.7695,1,1,1,1,1,1,0.772,0.983,1
APD50-camax-carest-CaTD50,0.75,0.6875,0.875,0.927272727,0.80952381,0.916666667,1,0.285714286,0.75,0.636363636,1,0.833333333,2.749995188,285714.5178,5.99997,1.57E-06,0.714286,0.272728066,0.714285714,0.444444444,0.75,0.243003951,0.928909953,0.791666667,1.691086547,7.399911381,26.08761559,-56.00938055,60.23389934,-11.7632375,287.2062878,0.000222565,7.28E-05,327.3555683,64.31807536,3.76E-05,3.84E-06,22.17761135,1,1,0.998,0.9525,0.974,0.9965,0.7565,1,0.933,0.5275,0.9945,0.849,0.3605,0.015,0.951,0.985,0.043,0.078,0.781,1,1,1,0.993417722,1,1,0.2465,1,1
APD50-camax-carest-CaTD90,0.75,0.625,0.8125,0.890909091,0.73015873,0.875,0.6,0.285714286,1,0.818181818,0.777777778,0.75,3.29998735,1.92856725,3.999988,0.488889514,0.734694219,1.33E-06,0.6,0.444444444,0.727272727,0.258117234,0.909952607,0.666666667,-2.137278009,4.903064889,-131.8860533,129.1353977,67.51685449,207.4915719,287.2062878,0.000222565,7.28E-05,768.6720229,64.31807536,3.76E-05,3.84E-06,46.44521373,1,1,1,0.9145,1,1,0.8915,1,0.96,0.921,0.971,0.9765,0.441,0,0.9285,0.906,0.032,0.6675,0.95,1,0.4465,1,1,1,0.9785,0.5455,0.516,0.991
APD50-carest-CaTD50-CaTD90,0.75,0.625,0.8125,0.890909091,0.793650794,0.958333333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,3.29998735,1.92856725,3.999988,0.488889514,0.734694219,1.33E-06,0.6,0.5,0.727272727,0.230149134,0.933649289,0.708333333,-34.55979515,-26.48326619,-28.03361723,147.8843042,-108.5083549,276.7476735,287.2062878,7.28E-05,327.3555683,768.6720229,64.31807536,3.84E-06,22.17761135,46.44521373,1,1,0.9965,0.963,1,1,0.802,1,0.9285,0.907,0.9415,0.9875,0.6745,0.105,0.952,0.9145,0.1095,0.7705,0.9325,1,0.4585,1,1,1,0.9915,0.632,0.417,1
APD90-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.981818182,0.777777778,0.895833333,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285714.8992,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.251096324,0.91943128,0.791666667,-0.791579169,3.805201396,1.262466418,-0.878177747,10.9072062,6.489319104,364.2659437,0.000222565,7.28E-05,327.3555683,92.85975461,3.76E-05,3.84E-06,22.17761135,1,1,1,0.9895,1,0.9685,0.818,1,0.938,0.209,0.9995,0.864,0.262,0,0.9575,0.9995,0.019,0.0175,0.905,1,1,1,1,1,1,0.012,1,0.9895
camax-carest-CaTD50-CaTD90,0.75,0.6875,0.875,0.890909091,0.825396825,0.958333333,0.6,0.428571429,0.75,0.727272727,0.777777778,0.833333333,2.933326244,2.5714215,5.99997,0.488889514,0.642857545,0.272728066,0.6,0.545454545,0.75,0.18888209,0.938388626,0.666666667,-34.63064248,-26.86086589,-30.55246843,144.0552469,-111.0996233,241.1847046,0.000222524,7.28E-05,327.3362708,768.6722188,3.76E-05,3.85E-06,22.17423484,46.4212134,1,1,0.9685,0.969,1,1,0.788,1,0.9245,0.8645,0.9465,0.9885,0.669,0.5215,0.956,0.9165,0.1445,0.6705,0.923,1,0.6655,1,0.9985,1,0.9985,0.5965,0.539,1
dvdtmax-APD50-camax-carest,0.8125,0.6875,0.8125,0.981818182,0.857142857,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.1615,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.233666915,0.938388626,0.833333333,-0.032097404,5.491679345,-0.918016674,11.00937215,-26.26803049,35.00065637,72.03390709,287.2062878,0.000222565,7.28E-05,2.416227739,64.31807536,3.76E-05,3.84E-06,1,1,1,0.971,1,0.9915,0.723,1,0.924,0.45,0.9975,0.9725,0.3605,0.047,0.9665,0.9955,0.0055,0.059,0.768,1,1,1,0.987848101,1,1,0.175,1,1
dvdtmax-APD50-carest-CaTD50,0.8125,0.6875,0.8125,0.963636364,0.73015873,0.8125,1,0.285714286,0.75,0.727272727,0.888888889,0.75,3.666656889,3.857117143,3.999988,1.37E-06,0.714286,0.30000084,0.769230769,0.444444444,0.666666667,0.258325863,0.886255924,0.666666667,-0.505181209,4.321061034,-1.580221405,-0.908000116,12.55869935,8.338790695,72.03390709,287.2062878,7.28E-05,327.3555683,2.416227739,64.31807536,3.84E-06,22.17761135,1,1,1,0.9895,0.898,0.989,0.7895,1,0.935,0.1875,0.999,0.8855,0.278,0,0.958,0.9995,0.009,0.0185,0.8885,1,1,1,0.97721519,1,1,0.022,1,0.993
dvdtmax-APD50-carest-CaTD90,0.8125,0.6875,0.8125,0.945454545,0.857142857,0.9375,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285714.9383,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.225805121,0.943127962,0.833333333,7.576902441,14.45810038,-5.359055149,-38.81492389,88.76150174,70.42207038,72.03390709,287.2062878,7.28E-05,768.6720229,2.416227739,64.31807536,3.84E-06,46.44521373,1,1,1,0.8775,1,1,0.873,1,0.9385,0.7465,0.985,0.9065,0.3365,0.168,0.932,0.948,0.035,0.1485,0.873,1,1,1,0.993924051,1,1,0.4535,0.995,1
dvdtmax-APD90-camax-carest,0.8125,0.6875,0.875,0.963636364,0.904761905,0.958333333,1,0.285714286,1,0.727272727,1,0.833333333,3.666656889,285715.299,5.99997,1.37E-06,0.714286,1.20E-06,0.769230769,0.444444444,0.8,0.205012889,0.938388626,0.875,0.869683428,5.278966106,-1.243654059,8.496422906,-23.35291202,32.52491259,72.03390709,364.2659437,0.000222565,7.28E-05,2.416227739,92.85975461,3.76E-05,3.84E-06,1,1,1,0.925,1,0.987,0.853,1,0.9135,0.503,0.988,0.958,0.342,0.532,0.9765,0.972,0.034,0.034,0.909,1,1,1,0.973670886,1,1,0.047,1,1
dvdtmax-camax-carest-CaTD90,0.8125,0.6875,0.8125,0.963636364,0.857142857,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.119,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.231313714,0.938388626,0.833333333,1.526541498,7.629505342,-1.687250387,-21.35515733,48.5928173,16.43397021,72.02405995,0.000222524,7.28E-05,768.6722188,2.434174718,3.76E-05,3.85E-06,46.4212134,1,1,1,0.9515,1,0.9985,0.762,1,0.925,0.586,0.9965,0.977,0.364,0.044,0.9625,0.991,0.0105,0.0895,0.786,1,1,1,0.9965,1,1,0.2825,1,1
dvdtmax-camax-CaTD50-CaTD90,0.75,0.625,0.8125,0.927272727,0.746031746,0.916666667,0.8,0.142857143,1,0.727272727,0.888888889,0.75,2.933326244,2.571414429,3.999988,0.275000997,0.857143,1.33E-06,0.666666667,0.25,0.727272727,0.2920284,0.90521327,0.75,-1.329338059,2.78844792,0.840408681,8.205881158,6.163482516,0.404001326,72.02405995,0.000222524,327.3362708,768.6722188,2.434174718,3.76E-05,22.17423484,46.4212134,1,1,1,0.9995,1,0.9995,0.8185,1,0.9695,0.1925,1,0.362,0.2305,0,0.948,1,0.0555,0.01,0.993,1,1,0.8315,1,1,1,0,1,0.98
dvdtmax-carest-CaTD50-CaTD90,0.75,0.6875,0.8125,0.909090909,0.80952381,0.9375,0.6,0.428571429,0.75,0.727272727,0.777777778,0.833333333,2.933326244,2.571414429,4.499979,0.4000006,0.714286,0.30000084,0.666666667,0.5,0.666666667,0.19074224,0.938388626,0.666666667,-31.67205178,-25.32963924,12.69773666,95.1152629,-97.90049429,215.6161333,72.02405995,7.28E-05,327.3362708,768.6722188,2.434174718,3.85E-06,22.17423484,46.4212134,0.9995,1,0.758,0.993,1,1,0.863,1,0.944,0.7855,0.9595,0.7915,0.396,0.8085,0.927,0.9545,0.296,0.472,0.9755,0.9995,0.904,1,1,1,0.9995,0.3755,0.7205,0.9965
dvdtmax-max_dv-camax-carest,0.75,0.6875,0.875,0.945454545,0.873015873,0.958333333,1,0.285714286,1,0.636363636,1,0.833333333,2.749995188,285715.0096,5.99997,1.57E-06,0.714286,1.20E-06,0.714285714,0.444444444,0.8,0.226144362,0.928909953,0.875,1.594557404,5.277124329,-2.677913594,4.289454778,-19.10280535,28.88684992,72.03390709,-0.292902106,0.000222565,7.28E-05,2.416227739,0.063732419,3.76E-05,3.84E-06,1,1,1,0.8675,1,0.9825,0.907,1,0.917,0.5355,0.998,0.8895,0.3105,0.311,0.9495,0.963,0.0585,0.0185,0.961,1,1,1,0.963037975,1,1,0.0025,1,1
dvdtmax-vmax-camax-CaTD50,0.75,0.625,0.75,0.909090909,0.761904762,0.90625,0.8,0.142857143,0.75,0.727272727,0.777777778,0.75,2.933326244,1.92856725,2.999992,0.275000997,0.857143,0.333334222,0.666666667,0.25,0.6,0.256285376,0.933649289,0.666666667,3.18578536,17.4040188,-26.6403241,40.11251918,10.76399254,15.80721275,72.02405995,40.79794507,0.000222524,327.3362708,2.434174718,1.331177912,3.76E-05,22.17423484,0.998,1,0.6125,0.9975,1,0.9965,0.8345,1,0.7895,0.9805,0.976,0.14,0.3755,0.809,0.686,0.9385,0.1655,0.5005,0.9175,1,1,0.9995,0.992,1,1,0.883,0.8995,1
dvdtmax-vmax-CaTD50-CaTD90,0.75,0.5625,0.75,0.909090909,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.666666667,3.29998735,1.285713429,2.999992,0.488889514,0.857143071,0.333334222,0.6,0.461538462,0.6,0.283326117,0.933649289,0.666666667,-0.452075461,10.00094854,-20.99666102,31.21369328,9.578549107,0.246236837,72.02405995,40.79794507,327.3362708,768.6722188,2.434174718,1.331177912,22.17423484,46.4212134,0.998,1,0.857,0.993,1,0.984,0.5915,1,0.815,1,0.994,0.897,0.693,0.1565,0.768,0.946,0.1135,0.9955,0.69,1,0.025,1,0.9845,1,1,0.958,0.227,1
dvdtmax-vmax-max_dv-camax,0.75,0.5625,0.8125,0.909090909,0.793650794,0.916666667,1,0.142857143,0.75,0.636363636,0.888888889,0.75,2.749995188,1.285711714,3.999988,1.57E-06,0.964285754,0.30000084,0.714285714,0.222222222,0.666666667,0.266880869,0.938388626,0.75,-2.292957947,9.663139001,-27.47597651,38.92571674,13.88730556,-12.20044183,72.03390709,40.81753408,-0.292902106,0.000222565,2.416227739,1.184759215,0.063732419,3.76E-05,0.9975,1,0.6095,0.9915,1,0.989,0.8465,1,0.8565,0.9815,0.984,0.3005,0.2665,0.553,0.668,0.926,0.212,0.3625,0.908,1,1,0.9995,0.987848101,1,1,0.8405,0.9815,1
dvdtmax-vmax-max_dv-carest,0.8125,0.625,0.8125,0.927272727,0.777777778,0.916666667,0.8,0.285714286,0.75,0.727272727,0.888888889,0.75,3.666656889,2.571414429,3.999988,0.220000858,0.80357165,0.30000084,0.727272727,0.4,0.666666667,0.25263741,0.938388626,0.666666667,-4.838072424,6.625091593,-24.35431235,38.85972429,13.82016783,-18.23933263,72.03390709,40.81753408,-0.292902106,7.28E-05,2.416227739,1.184759215,0.063732419,3.84E-06,0.994,1,0.4815,0.993,1,0.991,0.8355,1,0.8425,0.982,0.972,0.2385,0.261,0.981,0.6445,0.918,0.224,0.393,0.9225,1,1,0.999,0.988860759,1,1,0.8275,0.9745,1
dvdtmax-vmax-max_dv-CaTD50,0.75,0.625,0.8125,0.909090909,0.777777778,0.916666667,0.8,0.285714286,0.75,0.727272727,0.888888889,0.75,2.933326244,2.571414429,3.999988,0.244445368,0.80357165,0.30000084,0.714285714,0.4,0.666666667,0.24279194,0.938388626,0.666666667,0.363632305,13.72586456,-27.26347568,37.7782229,6.031218226,8.911310844,72.03390709,40.81753408,-0.292902106,327.3555683,2.416227739,1.184759215,0.063732419,22.17761135,0.998,1,0.634,0.9965,1,0.9965,0.823,1,0.8215,0.985,0.9795,0.219,0.3445,0.901,0.6835,0.9325,0.1765,0.4765,0.902,1,1,0.9995,0.991392405,1,1,0.8835,0.936,1
dvdtmax-vmax-vrest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.80952381,0.9375,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.174652129,0.957345972,0.75,12.64490857,41.89798734,-41.55430042,28.5961244,70.18557342,38.28295276,72.02405995,40.79794507,-88.03028897,327.3362708,2.434174718,1.331177912,0.020895704,22.17423484,1,1,0.999,0.977,1,0.998,0.996,1,0.969,0.998,1,0.9445,0.902,0.5165,0.789,0.996,0.111,0.6605,0.9875,1,1,0.63,0.9975,1,1,0.9965,0.75,1
dvdtmax-vrest-APD50-camax,0.8125,0.6875,0.8125,0.909090909,0.80952381,0.9375,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,3.21427575,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.207974267,0.947867299,0.75,-6.987544478,26.29296469,-20.15043676,93.68482479,70.72580959,-55.41049252,72.03390709,-88.03022061,287.2062878,0.000222565,2.416227739,0.020798121,64.31807536,3.76E-05,1,1,1,0.9805,1,1,0.997,1,0.994,0.9945,1,0.991,0.9355,0.454,0.896,0.9875,0.087,0.4195,0.996,1,1,0.015,1,1,1,0.9865,0.951,1
dvdtmax-vrest-APD50-carest,0.8125,0.6875,0.8125,0.909090909,0.80952381,0.947916667,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.196536253,0.952606635,0.75,-4.344886219,25.77358874,7.467780007,98.08071324,65.37790249,-74.52911246,72.03390709,-88.03022061,287.2062878,7.28E-05,2.416227739,0.020798121,64.31807536,3.84E-06,1,1,0.9985,0.9845,1,1,0.998,1,0.988,0.9895,1,0.9415,0.931,0.571,0.833,0.99,0.1995,0.487,1,1,1,0.096,1,1,1,0.9855,0.879,0.9985
dvdtmax-vrest-APD50-CaTD50,0.8125,0.6875,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.231998914,0.938388626,0.75,9.421771013,38.87953708,-21.96888061,81.62343357,10.96978062,35.53842953,72.03390709,-88.03022061,287.2062878,327.3555683,2.416227739,0.020798121,64.31807536,22.17761135,1,1,1,0.9735,1,1,0.997,1,0.99,0.9855,1,0.9615,0.9065,0.217,0.86,0.987,0.093,0.3715,0.9975,1,1,0.0035,0.999493671,1,1,0.981,0.9585,1
dvdtmax-vrest-APD50-CaTD90,0.8125,0.6875,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.235940068,0.933649289,0.75,-9.251250113,22.38515341,-21.50610474,90.19388099,25.01312162,61.7601154,72.03390709,-88.03022061,287.2062878,768.6720229,2.416227739,0.020798121,64.31807536,46.44521373,1,1,1,0.9805,1,1,0.997,1,0.994,0.993,1,0.995,0.943,0.019,0.889,0.989,0.086,0.4395,1,1,1,5.00E-04,1,1,1,0.987,0.933,0.9995
dvdtmax-vrest-APD90-camax,0.8125,0.75,0.875,0.890909091,0.825396825,0.958333333,0.8,0.571428571,1,0.818181818,0.888888889,0.833333333,4.3999813,3.857117143,5.99997,0.244445368,0.48214344,1.20E-06,0.727272727,0.666666667,0.8,0.189191484,0.938388626,0.75,-2.868835721,16.91407281,-13.46523879,61.99115558,45.52552511,-34.5122396,72.03390709,-88.03022061,364.2659437,0.000222565,2.416227739,0.020798121,92.85975461,3.76E-05,1,1,1,0.8785,1,1,0.998,1,0.997,0.9735,1,0.972,0.84,0.9035,0.9505,0.9055,0.164,0.197,1,1,1,0.0215,1,1,1,0.925,0.9955,1
dvdtmax-vrest-APD90-carest,0.8125,0.6875,0.875,0.890909091,0.825396825,0.979166667,0.8,0.428571429,1,0.818181818,0.888888889,0.833333333,4.3999813,3.857117143,5.99997,0.244445368,0.642857545,1.20E-06,0.727272727,0.545454545,0.8,0.188214098,0.943127962,0.75,-3.884625254,15.43199785,2.832493334,69.37221884,46.69792918,-52.84236514,72.03390709,-88.03022061,364.2659437,7.28E-05,2.416227739,0.020798121,92.85975461,3.84E-06,1,1,0.9995,0.8905,1,1,0.9995,1,0.9995,0.9735,1,0.937,0.832,0.816,0.913,0.9155,0.2895,0.2325,0.9995,1,1,0.052,1,1,1,0.9355,0.9855,0.9965
dvdtmax-vrest-APD90-CaTD50,0.8125,0.6875,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.237631946,0.938388626,0.75,8.102542532,35.8029403,-22.43593738,77.98190971,7.896623915,35.94738261,72.03390709,-88.03022061,364.2659437,327.3555683,2.416227739,0.020798121,92.85975461,22.17761135,1,1,1,0.959,1,1,0.997,1,0.9945,0.9885,1,0.984,0.912,0.081,0.8785,0.974,0.081,0.375,0.9965,1,1,0.0065,0.998987342,1,1,0.9815,0.9595,1
dvdtmax-vrest-APD90-CaTD90,0.8125,0.6875,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.235310678,0.938388626,0.75,-8.992819768,18.4975038,-19.65747831,81.15292788,21.23147716,57.21540028,72.03390709,-88.03022061,364.2659437,768.6720229,2.416227739,0.020798121,92.85975461,46.44521373,1,1,1,0.96,1,1,0.997,1,0.999,0.991,1,0.9975,0.929,0.012,0.9185,0.9685,0.092,0.394,1,1,1,0.009,1,1,1,0.983,0.958,0.9985
dvdtmax-vrest-camax-CaTD50,0.8125,0.6875,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.239110821,0.928909953,0.75,11.05122554,39.53661187,-24.33882767,78.68089252,9.296804867,41.92098237,72.02405995,-88.03028897,0.000222524,327.3362708,2.434174718,0.020895704,3.76E-05,22.17423484,1,1,1,0.972,1,0.999,0.997,1,0.989,0.985,1,0.9665,0.9085,0.1115,0.859,0.984,0.086,0.369,0.996,1,1,0,0.9985,1,1,0.98,0.959,1
dvdtmax-vrest-camax-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.761904762,0.895833333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.237389232,0.928909953,0.666666667,-9.808153279,20.70258675,-22.07977311,88.13256284,30.1382968,94.42043857,72.02405995,-88.03028897,0.000222524,768.6722188,2.434174718,0.020895704,3.76E-05,46.4212134,1,1,1,0.9805,1,1,0.997,1,0.993,0.9925,1,0.996,0.947,0.002,0.8835,0.9905,0.0915,0.4515,1,1,1,0,1,1,1,0.987,0.9125,0.9995
dvdtmax-vrest-carest-CaTD50,0.8125,0.6875,0.8125,0.909090909,0.793650794,0.927083333,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.4000006,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.234862778,0.938388626,0.75,11.99750298,39.06061041,-24.31065288,73.81714631,12.49727073,39.50335896,72.02405995,-88.03028897,7.28E-05,327.3362708,2.434174718,0.020895704,3.85E-06,22.17423484,1,1,1,0.9665,1,0.996,0.9975,1,0.989,0.987,1,0.97,0.904,0.1645,0.865,0.9785,0.081,0.3695,0.995,1,1,0.011,0.9955,1,1,0.9815,0.962,1
dvdtmax-vrest-carest-CaTD90,0.8125,0.6875,0.8125,0.945454545,0.825396825,0.927083333,0.8,0.428571429,1,0.818181818,0.888888889,0.75,4.3999813,3.857117143,3.999988,0.244445368,0.642857545,1.33E-06,0.727272727,0.545454545,0.727272727,0.198086729,0.957345972,0.75,-1.715760073,27.79952912,-22.34525827,79.65186877,43.8771931,87.22197252,72.02405995,-88.03028897,7.28E-05,768.6722188,2.434174718,0.020895704,3.85E-06,46.4212134,1,1,1,0.9735,1,1,0.9975,1,0.9955,0.9925,1,0.987,0.913,0.132,0.8895,0.9865,0.085,0.42,0.998,1,1,0.531,0.9995,1,1,0.985,0.947,1
dvdtmax-vrest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.777777778,0.916666667,0.6,0.428571429,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.23452392,0.938388626,0.791666667,7.883753715,32.84123164,-22.6779052,74.33054634,35.26664555,2.424361202,72.02405995,-88.03028897,327.3362708,768.6722188,2.434174718,0.020895704,22.17423484,46.4212134,1,1,1,0.9285,1,0.999,0.997,1,0.995,0.999,1,0.998,0.967,0.015,0.882,0.9605,0.0575,0.519,0.9935,1,1,0.0135,0.9965,1,1,0.994,0.8745,1
dvdtmax-vrest-max_dv-camax,0.75,0.625,0.875,0.836363636,0.825396825,0.979166667,0.8,0.285714286,1,0.727272727,0.888888889,0.833333333,2.933326244,2.571414429,5.99997,0.275000997,0.80357165,1.20E-06,0.666666667,0.4,0.8,0.260599646,0.924170616,0.75,2.236498993,13.88377447,-9.747317956,41.21325654,18.24614788,-18.55551873,72.03390709,-88.03022061,-0.292902106,0.000222565,2.416227739,0.020798121,0.063732419,3.76E-05,1,0.9995,1,0.6465,1,1,1,1,0.997,0.9325,1,0.9365,0.6785,0.081,0.842,0.6845,0.3425,0.069,0.999,1,1,0.006,0.999493671,1,1,0.814,1,1
dvdtmax-vrest-max_dv-carest,0.75,0.6875,0.875,0.854545455,0.857142857,1,0.8,0.428571429,1,0.727272727,0.888888889,0.833333333,2.933326244,3.857117143,5.99997,0.275000997,0.642857545,1.20E-06,0.666666667,0.545454545,0.8,0.211191779,0.928909953,0.75,-0.253224098,11.88012769,-2.527476784,47.24778362,20.43576217,-31.68498084,72.03390709,-88.03022061,-0.292902106,7.28E-05,2.416227739,0.020798121,0.063732419,3.84E-06,1,0.996,1,0.677,1,1,1,1,0.997,0.933,1,0.938,0.6645,0.8655,0.8075,0.7125,0.5055,0.069,0.9895,1,1,0.006,1,1,1,0.821,0.999,0.993
dvdtmax-vrest-max_dv-CaTD50,0.8125,0.6875,0.8125,0.909090909,0.777777778,0.916666667,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.4000006,0.642857545,1.33E-06,0.727272727,0.545454545,0.727272727,0.238890568,0.938388626,0.75,7.885059578,34.73343327,-22.89916818,76.38211569,3.982859195,36.09138427,72.03390709,-88.03022061,-0.292902106,327.3555683,2.416227739,0.020798121,0.063732419,22.17761135,1,1,1,0.9485,1,0.9995,0.997,1,0.995,0.9895,1,0.9935,0.914,0.045,0.877,0.9665,0.0725,0.3855,0.996,1,1,0.0105,0.998481013,1,1,0.9835,0.959,1
dvdtmax-vrest-max_dv-CaTD90,0.8125,0.6875,0.8125,0.909090909,0.793650794,0.9375,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,3.21427575,3.999988,0.4000006,0.642857545,1.33E-06,0.727272727,0.545454545,0.727272727,0.238079888,0.938388626,0.75,-6.656839996,17.91324782,-19.05113474,75.08282162,12.48306596,51.73398628,72.03390709,-88.03022061,-0.292902106,768.6720229,2.416227739,0.020798121,0.063732419,46.44521373,1,1,1,0.9265,1,1,0.998,1,0.9995,0.9905,1,0.9985,0.9025,0.021,0.9025,0.949,0.0945,0.3585,1,1,1,0.0125,0.998987342,1,1,0.9815,0.9755,0.9975
qNet-APD50-APD90-camax,0.8125,0.75,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,1.33E-06,0.666666667,0.666666667,0.727272727,0.221222503,0.91943128,0.75,-13.1286363,25.91012416,-75.36557761,-128.8647118,108.3850474,1.948900758,63.95253604,287.2062878,364.2659437,0.000222565,15.85634121,64.31807536,92.85975461,3.76E-05,1,1,0.9885,0.9965,1,1,0.9955,1,0.9485,0.9985,1,0.9775,0.997,0.936,0.8315,0.999,0.1355,0.764,0.9965,1,1,0,1,1,1,0.998,0.496,1
qNet-APD50-APD90-CaTD50,0.8125,0.75,0.8125,0.854545455,0.841269841,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,1.33E-06,0.666666667,0.666666667,0.727272727,0.221274378,0.91943128,0.75,-13.86630711,25.19288078,-75.45574179,-126.8122568,108.7242505,-1.496687409,63.95253604,287.2062878,364.2659437,327.3555683,15.85634121,64.31807536,92.85975461,22.17761135,1,1,0.9885,0.9965,1,1,0.9955,1,0.9485,0.9985,1,0.9765,0.997,0.944,0.8325,0.999,0.135,0.7515,0.9965,1,1,0,1,1,1,0.998,0.515,0.9995
qNet-APD50-APD90-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.219977265,0.91943128,0.75,-13.27102257,25.69539575,-75.22943923,-127.6333674,108.9397424,-1.93402705,63.95253604,287.2062878,364.2659437,768.6720229,15.85634121,64.31807536,92.85975461,46.44521373,1,1,0.9905,0.9965,0.99949975,1,0.9955,1,0.95,0.9985,1,0.978,0.997,0.925,0.833,0.999,0.133,0.7485,0.996,1,1,0,1,1,1,0.998,0.5215,0.9995
