Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-vmax-APD50-APD90-camax-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.221888275,0.924170616,0.75,-12.36117369,26.3283473,-74.2261142,1.880915456,-139.1557226,107.5397359,14.88498119,15.13506037,63.95253604,40.81753408,287.2062878,364.2659437,0.000222565,768.6720229,15.85634121,1.184759215,64.31807536,92.85975461,3.76E-05,46.44521373,1,1,0.984,0.996,1,1,0.995,1,0.9465,0.999,1,0.9795,0.998,0.901,0.826,0.999,0.143,0.835,0.9975,1,0.9875,0,1,1,1,0.999,0.306,1
qNet-vmax-APD50-APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.211302647,0.924170616,0.75,-12.89273146,25.95637472,-74.45612144,0.888695357,-128.4741433,109.4584388,1.55828319,-0.316835785,63.95253604,40.81753408,287.2062878,364.2659437,7.28E-05,327.3555683,15.85634121,1.184759215,64.31807536,92.85975461,3.84E-06,22.17761135,1,1,0.99,0.9965,1,1,0.9955,1,0.9505,0.9985,1,0.9765,0.996,0.9365,0.8315,0.999,0.1345,0.753,0.996,1,1,0,1,1,1,0.9975,0.523,1
qNet-vmax-APD50-APD90-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.825,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.48214344,0.272728066,0.666666667,0.666666667,0.666666667,0.207812063,0.924170616,0.666666667,-19.91009855,19.1151473,-74.08228737,5.635471738,-122.197306,112.7440143,-19.54766231,26.75237924,63.95253604,40.81753408,287.2062878,364.2659437,327.3555683,768.6720229,15.85634121,1.184759215,64.31807536,92.85975461,22.17761135,46.44521373,1,1,0.9525,0.9965,1,1,0.9955,1,0.9445,0.9985,0.9995,0.961,0.9935,0.997,0.823,0.999,0.1675,0.778,0.998,1,0.9995,0,1,1,1,0.998,0.485,0.9995
qNet-vmax-APD50-max_dv-camax-carest,0.8125,0.75,0.75,0.836363636,0.841269841,0.916666667,0.6,0.428571429,0.75,0.909090909,0.777777778,0.666666667,6.599938401,3.21427575,2.999994,0.440000616,0.571429,0.30000084,0.666666667,0.6,0.666666667,0.25139836,0.909952607,0.666666667,-12.56682021,27.63651041,-70.26458685,-8.083379398,-51.4663126,25.34953639,-0.338732502,11.86298035,63.95253604,40.81753408,287.2062878,-0.292902106,0.000222565,7.28E-05,15.85634121,1.184759215,64.31807536,0.063732419,3.76E-05,3.84E-06,1,1,0.9465,0.9975,1,0.999,0.981,1,0.924,0.9965,0.997,0.974,0.9725,0.832,0.792,1,0.095,0.5255,0.9895,1,1,0,1,1,1,0.994,0.847,1
qNet-vmax-APD50-max_dv-camax-CaTD90,0.8125,0.6875,0.75,0.836363636,0.80952381,0.90625,0.6,0.428571429,0.75,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999992,0.440000616,0.642857545,0.333334222,0.666666667,0.545454545,0.6,0.268128614,0.909952607,0.666666667,-11.66964501,31.13537603,-78.65687479,-3.221226588,-127.8750959,38.16741834,70.67569338,69.89865828,63.95253604,40.81753408,287.2062878,-0.292902106,0.000222565,768.6720229,15.85634121,1.184759215,64.31807536,0.063732419,3.76E-05,46.44521373,0.9995,1,0.88,0.9965,1,0.9995,0.9885,1,0.92,0.9985,0.994,0.974,0.9795,0.5755,0.753,1,0.1425,0.61,0.998,1,1,0,1,1,1,0.9975,0.7185,0.999
qNet-vmax-APD50-max_dv-carest-CaTD50,0.8125,0.7484375,0.75,0.836363636,0.841269841,0.916666667,0.6,0.428571429,0.75,0.909090909,0.777777778,0.666666667,6.599938401,3.21427575,2.999994,0.440000616,0.571429,0.30000084,0.666666667,0.6,0.666666667,0.255340831,0.909952607,0.666666667,-11.27702813,29.00354617,-70.54526381,-9.506919933,-55.47005879,25.25778791,16.50227705,2.801477311,63.95253604,40.81753408,287.2062878,-0.292902106,7.28E-05,327.3555683,15.85634121,1.184759215,64.31807536,0.063732419,3.84E-06,22.17761135,1,1,0.963,0.9975,0.9985,0.999,0.9815,1,0.931,0.997,0.9975,0.9785,0.9725,0.7355,0.7975,1,0.088,0.5175,0.9875,1,1,0,1,1,1,0.9945,0.8515,1
qNet-vmax-APD50-max_dv-carest-CaTD90,0.8125,0.5625,0.75,0.945454545,0.761904762,0.854166667,0.6,0.285714286,1,0.909090909,0.666666667,0.666666667,6.599938401,1.285713429,2.999994,0.440000616,0.857143071,1.50E-06,0.666666667,0.4,0.666666667,0.300037564,0.952606635,0.708333333,-16.78038872,87.7288977,-154.3296855,67.63920381,-9.045067893,-30.96705657,77.90431945,88.64477572,63.95253604,40.81753408,287.2062878,-0.292902106,7.28E-05,768.6720229,15.85634121,1.184759215,64.31807536,0.063732419,3.84E-06,46.44521373,1,1,0.98,0.9995,1,0.997,0.999,1,0.462,0.999,0.604,0.9165,0.987,0.1435,0.3795,0.999,0.0475,0.987,0.5015,1,0.28,0.9725,1,1,1,1,0.124,1
qNet-vmax-vrest-APD50-APD90-camax,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.208297071,0.924170616,0.75,-12.09765498,26.76321469,-71.43903723,0.639196778,4.714251222,-117.5914021,101.4040796,-0.89344148,63.95253604,40.81753408,-88.03022061,287.2062878,364.2659437,0.000222565,15.85634121,1.184759215,0.020798121,64.31807536,92.85975461,3.76E-05,1,1,0.99,0.996,1,1,0.9955,1,0.9495,0.9985,1,0.978,0.997,0.939,0.8285,0.999,0.135,0.772,0.996,1,1,0,1,1,1,0.9975,0.4965,1
qNet-vmax-vrest-APD50-APD90-carest,0.8125,0.6875,0.6875,0.836363636,0.80952381,0.84375,0.6,0.428571429,1,0.909090909,0.777777778,0.583333333,6.599938401,3.21427575,2.39999664,0.440000616,0.642857545,1.71E-06,0.666666667,0.545454545,0.615384615,0.351068172,0.90521327,0.666666667,-34.6638884,56.09780033,-109.0853187,-30.01228267,143.6750237,126.4155638,-78.75259687,-98.66377029,63.95253604,40.81753408,-88.03022061,287.2062878,364.2659437,7.28E-05,15.85634121,1.184759215,0.020798121,64.31807536,92.85975461,3.84E-06,1,1,0.997,0.9985,1,1,0.9995,1,0.791,0.999,0.84,0.9955,0.9995,0.0555,0.548,0.9725,0.0565,0.9215,0.9075,1,0.983,0,0.996962025,1,1,0.999,0.1255,0.9965
qNet-vmax-vrest-APD50-camax-CaTD50,0.8125,0.6875,0.875,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.25000075,0.666666667,0.615384615,0.75,0.185666289,0.938388626,0.708333333,-9.498835656,30.70419374,-33.39669227,-3.02974847,64.82097856,58.47152235,-53.75849562,-18.93922068,63.95253604,40.81753408,-88.03022061,287.2062878,0.000222565,327.3555683,15.85634121,1.184759215,0.020798121,64.31807536,3.76E-05,22.17761135,1,1,0.973,0.9955,1,1,0.996,1,0.953,0.998,1,0.9635,0.991,0.9715,0.8055,0.999,0.143,0.737,0.996,1,1,0,1,1,1,0.9985,0.563,1
qNet-vmax-vrest-APD50-camax-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.212429864,0.938388626,0.75,-4.388357398,35.22188338,-36.80831852,-5.714430428,58.55029178,-4.760894036,11.56800977,43.15144602,63.95253604,40.81753408,-88.03022061,287.2062878,0.000222565,768.6720229,15.85634121,1.184759215,0.020798121,64.31807536,3.76E-05,46.44521373,1,1,0.9915,0.9955,1,1,0.995,1,0.951,0.999,1,0.9755,0.996,0.6705,0.798,0.999,0.121,0.817,0.9965,1,0.996,0,1,1,1,0.999,0.3605,1
qNet-vmax-vrest-APD50-carest-CaTD90,0.8125,0.6875,0.75,0.872727273,0.793650794,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,2.999994,0.440000616,0.642857545,1.50E-06,0.666666667,0.545454545,0.666666667,0.229406885,0.924170616,0.75,-16.77472105,69.8303927,-103.0466755,-23.08209391,83.26766903,-13.44859904,36.79257571,63.67308004,63.95253604,40.81753408,-88.03022061,287.2062878,7.28E-05,768.6720229,15.85634121,1.184759215,0.020798121,64.31807536,3.84E-06,46.44521373,1,1,0.991,0.997,1,1,0.9905,1,0.9405,0.998,0.999,0.9675,0.9915,0.5235,0.803,1,0.0925,0.6745,0.9925,1,1,0,1,1,1,0.998,0.61,1
qNet-vmax-vrest-APD50-max_dv-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.666666667,0.221921422,0.91943128,0.666666667,-1.64972517,39.69902872,-47.99788862,-9.473800688,43.66274396,-5.177588384,1.867721023,11.18478321,63.95253604,40.81753408,-88.03022061,287.2062878,-0.292902106,327.3555683,15.85634121,1.184759215,0.020798121,64.31807536,0.063732419,22.17761135,1,1,0.9625,0.997,1,0.9995,0.992,1,0.9395,0.998,0.9995,0.9485,0.992,0.8825,0.798,1,0.118,0.709,0.996,1,1,0,1,1,1,0.998,0.54,1
qNet-vmax-vrest-APD90-camax-carest,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.205577774,0.928909953,0.75,-9.333475271,30.27144569,-40.47677541,-0.101553552,54.75788531,23.34031086,-4.03469792,-33.81394316,63.95253604,40.81753408,-88.03022061,364.2659437,0.000222565,7.28E-05,15.85634121,1.184759215,0.020798121,92.85975461,3.76E-05,3.84E-06,1,1,0.989,0.9955,1,1,0.9955,1,0.951,0.999,1,0.976,0.9965,0.8305,0.804,0.999,0.136,0.81,0.9965,1,0.997,0,1,1,1,0.9985,0.386,1
qNet-vmax-vrest-APD90-camax-CaTD50,0.8125,0.6875,0.875,0.872727273,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.75,0.183102113,0.933649289,0.791666667,-13.98388242,25.70767266,-47.44450508,-1.321324797,42.79134634,41.50936814,-43.55203989,-18.3413367,63.95253604,40.81753408,-88.03022061,364.2659437,0.000222565,327.3555683,15.85634121,1.184759215,0.020798121,92.85975461,3.76E-05,22.17761135,1,1,0.987,0.9955,1,1,0.9965,1,0.9545,0.9985,1,0.9735,0.992,0.9965,0.8215,0.999,0.135,0.712,0.996,1,1,0,1,1,1,0.9985,0.6,1
qNet-vmax-vrest-APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.210934741,0.928909953,0.75,-10.41622048,29.3972591,-40.86864668,1.230836895,54.86056753,24.62754645,-41.4445169,-1.019388243,63.95253604,40.81753408,-88.03022061,364.2659437,7.28E-05,327.3555683,15.85634121,1.184759215,0.020798121,92.85975461,3.84E-06,22.17761135,1,1,0.9795,0.9955,1,1,0.9955,1,0.947,0.999,1,0.9695,0.996,0.867,0.8005,0.999,0.1475,0.8235,0.9975,1,0.996,0,1,1,1,0.9985,0.3465,1
qNet-vmax-vrest-camax-carest-CaTD90,0.875,0.5625,0.6875,0.927272727,0.714285714,0.833333333,0.6,0.285714286,1,1,0.777777778,0.583333333,599999.7389,1.285713,2.39999664,0.4000006,0.918367452,1.71E-06,0.75,0.363636364,0.615384615,0.384452917,0.952606635,0.75,-47.15289091,42.4986793,7.426314653,109.8411116,180.0793699,137.2610539,-105.8851478,221.1084456,63.97825074,40.79794507,-88.03028897,0.000222524,7.28E-05,768.6722188,15.86819615,1.331177912,0.020895704,3.76E-05,3.85E-06,46.4212134,1,1,1,0.9995,1,0.9965,1,1,0.0075,0.8655,0,0.962,0.9425,5.00E-04,0,0.095,0.042,0.9845,0.038,1,0,0.9995,1,1,0.9945,0.3065,0.001,0.99
qNet-vmax-vrest-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.761904762,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.571428571,0.727272727,0.237709533,0.933649289,0.75,-22.84192504,15.94945992,-33.49916167,-1.94076093,62.52628503,28.14297541,-39.95422123,125.814723,63.97825074,40.79794507,-88.03028897,0.000222524,327.3362708,768.6722188,15.86819615,1.331177912,0.020895704,3.76E-05,22.17423484,46.4212134,1,1,0.989,0.9955,1,1,0.9955,1,0.9525,0.999,0.9985,0.983,0.9975,0.3545,0.7945,0.999,0.136,0.882,0.998,1,0.981,0,1,1,1,0.999,0.2255,1
qNet-vmax-vrest-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.202972955,0.943127962,0.75,-24.89966071,14.18341491,-37.83625696,-5.831103255,54.21586968,52.5500864,-61.27927985,157.7840823,63.97825074,40.79794507,-88.03028897,7.28E-05,327.3362708,768.6722188,15.86819615,1.331177912,0.020895704,3.85E-06,22.17423484,46.4212134,1,1,0.98,0.996,1,1,0.9955,1,0.9585,0.999,0.998,0.981,0.999,0.8875,0.8025,0.999,0.1365,0.875,0.998,1,0.981,0.0015,1,1,1,0.999,0.221,1
qNet-vmax-vrest-max_dv-camax-carest,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.202170013,0.924170616,0.75,-8.632126008,32.21537703,-45.58506799,-2.98761236,50.78076889,12.28436852,-4.863102904,-26.40222707,63.95253604,40.81753408,-88.03022061,-0.292902106,0.000222565,7.28E-05,15.85634121,1.184759215,0.020798121,0.063732419,3.76E-05,3.84E-06,1,1,0.986,0.9955,1,1,0.9955,1,0.948,0.999,0.9995,0.9845,0.9925,0.908,0.79,0.999,0.1325,0.725,0.996,1,1,0,1,1,1,0.999,0.579,1
qNet-vmax-vrest-max_dv-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.207232523,0.924170616,0.75,-7.59666654,33.08831613,-44.00595181,-2.997962624,52.81777277,10.39910637,-29.65103093,3.033115515,63.95253604,40.81753408,-88.03022061,-0.292902106,7.28E-05,327.3555683,15.85634121,1.184759215,0.020798121,0.063732419,3.84E-06,22.17761135,1,1,0.987,0.9955,1,1,0.9955,1,0.9475,0.999,1,0.9835,0.9935,0.8435,0.7895,0.999,0.132,0.746,0.9965,1,1,0,1,1,1,0.999,0.538,1
qNet-vmax-vrest-max_dv-carest-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.201176841,0.938388626,0.75,-2.273237488,37.50094714,-37.71207363,-6.206791904,56.92011628,-0.628963613,8.376125148,34.11479033,63.95253604,40.81753408,-88.03022061,-0.292902106,7.28E-05,768.6720229,15.85634121,1.184759215,0.020798121,0.063732419,3.84E-06,46.44521373,1,1,0.9855,0.9955,1,1,0.9945,1,0.9495,0.999,0.9995,0.967,0.996,0.8735,0.798,0.999,0.13,0.834,0.9965,1,0.995,0,1,1,1,0.999,0.3235,1
qNet-vrest-APD50-APD90-camax-carest,0.8125,0.6875,0.8125,0.909090909,0.80952381,0.947916667,0.6,0.428571429,1,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.545454545,0.727272727,0.20324849,0.952606635,0.75,6.23385874,85.91600124,-80.93625795,143.135981,61.23894996,16.83276639,-94.66455744,37.81919147,63.95253604,-88.03022061,287.2062878,364.2659437,0.000222565,7.28E-05,15.85634121,0.020798121,64.31807536,92.85975461,3.76E-05,3.84E-06,1,1,0.998,0.9975,1,1,1,1,0.824,0.9935,0.924,0.915,0.9485,0.886,0.5375,0.946,0.08,0.523,0.9045,1,1,0.238,1,1,1,1,0.868,1
qNet-vrest-APD50-APD90-camax-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.571423857,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.2056241,0.924170616,0.75,-12.95068281,26.164117,-68.89839211,9.617138032,-101.9880135,94.23272442,-7.494392416,-3.248159033,63.95253604,-88.03022061,287.2062878,364.2659437,0.000222565,327.3555683,15.85634121,0.020798121,64.31807536,92.85975461,3.76E-05,22.17761135,1,1,0.9895,0.996,1,1,0.996,1,0.951,0.9985,1,0.98,0.997,0.9585,0.829,0.999,0.1345,0.7625,0.996,1,1,0,1,1,1,0.998,0.5065,1
qNet-vrest-APD50-APD90-camax-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.666666667,0.23387397,0.924170616,0.75,-12.6378882,26.26693779,-73.55710024,2.694265146,-135.3109135,101.6531634,18.10457975,19.88778498,63.95253604,-88.03022061,287.2062878,364.2659437,0.000222565,768.6720229,15.85634121,0.020798121,64.31807536,92.85975461,3.76E-05,46.44521373,1,1,0.9865,0.996,1,1,0.9955,1,0.947,0.999,1,0.983,0.9985,0.831,0.827,0.999,0.1385,0.836,0.9975,1,0.9885,0,1,1,1,0.999,0.294,1
qNet-vrest-APD50-APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.220565972,0.924170616,0.75,-11.68086224,27.86368293,-54.79902554,33.62936476,-48.55087708,55.59116011,-25.17253796,-1.432104994,63.95253604,-88.03022061,287.2062878,364.2659437,7.28E-05,327.3555683,15.85634121,0.020798121,64.31807536,92.85975461,3.84E-06,22.17761135,1,1,0.9805,0.9955,1,1,0.9955,1,0.9465,0.999,1,0.975,0.9975,0.927,0.8105,0.999,0.1425,0.8225,0.9975,1,0.997,0,1,1,1,0.999,0.3325,1
qNet-vrest-APD50-APD90-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.212153284,0.928909953,0.75,-9.839259039,29.62358202,-41.31924653,53.46313567,-4.015397048,24.9819269,-36.58461992,1.435973008,63.95253604,-88.03022061,287.2062878,364.2659437,7.28E-05,768.6720229,15.85634121,0.020798121,64.31807536,92.85975461,3.84E-06,46.44521373,1,1,0.987,0.9955,1,1,0.9955,1,0.9485,0.999,1,0.974,0.9965,0.8205,0.8035,0.999,0.1395,0.8215,0.997,1,0.997,0,1,1,1,0.9985,0.3555,1
qNet-vrest-APD50-APD90-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.25000075,0.666666667,0.615384615,0.727272727,0.208270229,0.928909953,0.666666667,-22.09222623,17.37556154,-54.48300432,33.95432543,-48.64290238,55.06577228,-31.88241264,64.3993858,63.95253604,-88.03022061,287.2062878,364.2659437,327.3555683,768.6720229,15.85634121,0.020798121,64.31807536,92.85975461,22.17761135,46.44521373,1,1,0.9745,0.996,1,1,0.9955,1,0.9515,0.999,0.9995,0.98,0.998,0.952,0.8155,0.999,0.151,0.842,0.998,1,0.996,0,1,1,1,0.999,0.299,1
qNet-vrest-APD50-camax-carest-CaTD50,0.8125,0.6875,0.875,0.854545455,0.80952381,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.75,0.189799086,0.933649289,0.708333333,-15.77108656,24.68818603,-31.06643732,71.63088498,71.03107925,-46.28454462,-29.19301437,-24.11837861,63.95253604,-88.03022061,287.2062878,0.000222565,7.28E-05,327.3555683,15.85634121,0.020798121,64.31807536,3.76E-05,3.84E-06,22.17761135,1,1,0.9715,0.9955,1,1,0.996,1,0.9515,0.999,1,0.973,0.9955,0.998,0.8025,0.9995,0.148,0.786,0.997,1,0.999,0,1,1,1,0.9985,0.4485,1
qNet-vrest-APD50-camax-CaTD50-CaTD90,0.8125,0.6875,0.875,0.872727273,0.793650794,0.947916667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.75,0.1907177,0.933649289,0.708333333,-27.37545174,12.4855936,-31.85051705,68.02108709,59.21281496,-35.2970319,-56.77072492,80.90557799,63.95253604,-88.03022061,287.2062878,0.000222565,327.3555683,768.6720229,15.85634121,0.020798121,64.31807536,3.76E-05,22.17761135,46.44521373,1,1,0.964,0.996,1,1,0.9955,1,0.9535,0.999,0.999,0.9775,0.9965,0.9975,0.803,0.9995,0.157,0.836,0.9975,1,0.9965,0,1,1,1,0.999,0.358,1
qNet-vrest-APD90-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.19339615,0.928909953,0.75,-15.1912853,24.71111919,-46.87263388,46.11294744,39.8253068,-30.75366705,-18.18226395,-16.3997365,63.95253604,-88.03022061,364.2659437,0.000222565,7.28E-05,327.3555683,15.85634121,0.020798121,92.85975461,3.76E-05,3.84E-06,22.17761135,1,1,0.9805,0.9955,1,1,0.9965,1,0.9515,0.999,1,0.975,0.995,0.996,0.812,0.999,0.1435,0.77,0.997,1,1,0,1,1,1,0.9985,0.491,1
qNet-vrest-APD90-camax-carest-CaTD90,0.8125,0.625,0.75,0.927272727,0.761904762,0.916666667,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,1.92856725,2.999994,0.440000616,0.734694219,1.50E-06,0.666666667,0.5,0.666666667,0.271698562,0.947867299,0.791666667,-44.07148615,70.10291466,-134.7334481,99.69031763,78.29108284,-121.9710991,37.64368117,-26.82780104,63.95253604,-88.03022061,364.2659437,0.000222565,7.28E-05,768.6720229,15.85634121,0.020798121,92.85975461,3.76E-05,3.84E-06,46.44521373,1,1,1,0.998,1,1,0.999,1,0.855,0.9995,0.9755,1,0.9995,0.028,0.645,0.9815,0.0415,0.9105,0.794,1,1,0.023,1,1,1,0.9935,0.228,0.995
qNet-vrest-APD90-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.197145744,0.928909953,0.666666667,-24.2010178,15.5270561,-45.95367428,47.14505294,34.45042399,-22.91969476,-42.33512655,61.27463938,63.95253604,-88.03022061,364.2659437,0.000222565,327.3555683,768.6720229,15.85634121,0.020798121,92.85975461,3.76E-05,22.17761135,46.44521373,1,1,0.9685,0.996,1,1,0.9955,1,0.9515,0.999,0.999,0.978,0.997,0.9965,0.813,0.999,0.1555,0.8325,0.998,1,0.997,0,1,1,1,0.999,0.3425,1
qNet-vrest-max_dv-camax-CaTD50-CaTD90,0.8125,0.625,0.75,0.909090909,0.722222222,0.875,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,1.92856725,2.999994,0.440000616,0.734694219,1.50E-06,0.666666667,0.5,0.666666667,0.288981285,0.933649289,0.75,-30.63435989,107.5424388,-167.4682371,107.3999679,-46.61818844,55.03370228,66.85320294,56.24889898,63.95253604,-88.03022061,-0.292902106,0.000222565,327.3555683,768.6720229,15.85634121,0.020798121,0.063732419,3.76E-05,22.17761135,46.44521373,1,1,0.999,0.9985,1,1,0.9975,1,0.7725,0.9995,0.946,0.9965,0.9995,5.00E-04,0.627,0.9995,0.0395,0.9505,0.7595,1,0.985,0,1,1,1,1,0.0855,0.999
qNet-vrest-max_dv-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.25000075,0.666666667,0.615384615,0.727272727,0.189658122,0.938388626,0.666666667,-26.83568168,11.97887187,-40.43529122,49.76338401,9.737834975,19.33332477,-55.34254213,123.0087778,63.95253604,-88.03022061,-0.292902106,7.28E-05,327.3555683,768.6720229,15.85634121,0.020798121,0.063732419,3.84E-06,22.17761135,46.44521373,1,1,0.974,0.9955,1,1,0.995,1,0.954,0.999,0.9985,0.985,0.993,0.931,0.7895,0.999,0.1475,0.7895,0.998,1,0.998,0,1,1,1,0.999,0.4835,1
