Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-dvdtmax-max_dv-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.777777778,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,4.3999813,2.142853714,3.999988,0.440000616,0.642857545,0.30000084,0.666666667,0.545454545,0.666666667,0.185791998,0.957345972,0.666666667,-35.5704498,4.651020782,-62.6778196,40.8435775,11.17090911,49.53178711,-100.6557472,170.9839101,63.95253604,72.03390709,-0.292902106,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,0.063732419,3.84E-06,22.17761135,46.44521373,0.9985,1,0.354,0.9985,1,1,0.9755,1,0.862,0.9975,0.989,0.817,0.9535,1,0.7275,1,0.225,0.7055,0.9955,1,0.9995,0.7955,1,1,1,0.996,0.657,0.9995
qNet-dvdtmax-vmax-APD50-APD90-camax,0.8125,0.75,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,1.33E-06,0.666666667,0.666666667,0.727272727,0.229716652,0.91943128,0.75,-14.17503332,24.57235117,-73.3426066,-7.478599029,4.522028897,-130.7984758,111.5826974,0.201164708,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,0.000222565,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,3.76E-05,1,1,0.9855,0.996,1,1,0.9955,1,0.949,0.9985,1,0.9765,0.997,0.9685,0.829,0.999,0.1395,0.798,0.9965,1,1,0,1,1,1,0.998,0.4395,1
qNet-dvdtmax-vmax-APD50-APD90-carest,0.8125,0.75,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,1.33E-06,0.666666667,0.666666667,0.727272727,0.228754613,0.91943128,0.75,-14.24366101,24.48441446,-73.22469979,-7.800523232,4.900040533,-131.2706842,112.2148922,-0.069902469,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,7.28E-05,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,3.84E-06,1,1,0.9865,0.996,1,1,0.9955,1,0.949,0.9985,1,0.9775,0.997,0.9685,0.829,0.999,0.139,0.799,0.996,1,1,0,1,1,1,0.998,0.438,1
qNet-dvdtmax-vmax-APD50-APD90-CaTD50,0.8125,0.75,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,1.33E-06,0.666666667,0.666666667,0.727272727,0.230013723,0.91943128,0.75,-14.29296846,24.53280755,-73.549358,-7.363131507,4.371807777,-130.6133312,111.6670241,-0.239526124,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,327.3555683,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,22.17761135,1,1,0.9855,0.996,1,1,0.9955,1,0.949,0.9985,1,0.9765,0.997,0.971,0.829,0.999,0.1395,0.7955,0.9965,1,1,0,1,1,1,0.998,0.4455,1
qNet-dvdtmax-vmax-APD50-APD90-CaTD90,0.8125,0.75,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,1.33E-06,0.666666667,0.666666667,0.727272727,0.228694121,0.91943128,0.75,-14.23922343,24.50242261,-73.21643113,-7.835115175,4.950351475,-131.3225025,112.2160564,0.083598998,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,768.6720229,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,46.44521373,1,1,0.987,0.996,1,1,0.9955,1,0.949,0.999,1,0.9775,0.997,0.9685,0.829,0.999,0.139,0.802,0.996,1,1,0,1,1,1,0.998,0.432,1
qNet-dvdtmax-vmax-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.945454545,0.825396825,0.916666667,0.6,0.571428571,0.75,0.818181818,0.777777778,0.75,5.49997525,2.5714215,3.999988,0.4000006,0.551020985,0.30000084,0.727272727,0.615384615,0.666666667,0.17295375,0.962085308,0.708333333,-34.61829387,4.397299047,-67.34074748,85.46822962,-24.70875278,99.54435755,-133.500342,249.8944842,63.97825074,72.02405995,40.79794507,7.28E-05,327.3362708,768.6722188,15.86819615,2.434174718,1.331177912,3.85E-06,22.17423484,46.4212134,0.9985,1,0.436,0.9985,1,1,0.9745,1,0.867,0.9975,0.991,0.884,0.978,1,0.7435,1,0.203,0.8145,0.9945,1,0.9555,0.9965,1,1,1,0.997,0.422,1
qNet-dvdtmax-vmax-vrest-APD50-APD90,0.8125,0.75,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,1.33E-06,0.666666667,0.666666667,0.727272727,0.231844312,0.91943128,0.75,-13.73853547,24.46879946,-71.45678604,-7.050830622,3.879082135,1.107028032,-124.2015864,106.01658,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,364.2659437,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,92.85975461,1,1,0.9845,0.996,1,1,0.9955,1,0.9485,0.9985,1,0.9755,0.9975,0.971,0.8285,0.999,0.1395,0.8025,0.9965,1,1,0,1,1,1,0.9985,0.4175,1
qNet-dvdtmax-vmax-vrest-APD50-camax,0.8125,0.6875,0.875,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.75,0.192063836,0.933649289,0.708333333,-1.567040872,38.70499938,-36.55380234,-0.012770568,-4.418738042,59.79671924,25.30411894,-25.43537367,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,0.000222565,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,3.76E-05,1,1,0.9715,0.9955,1,1,0.996,1,0.949,0.999,1,0.9625,0.9945,0.9795,0.796,0.999,0.1395,0.7895,0.9965,1,0.997,0,1,1,1,0.999,0.4185,1
qNet-dvdtmax-vmax-vrest-APD50-carest,0.8125,0.6875,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.207051279,0.933649289,0.75,-7.482726925,32.71858246,-34.28754386,7.369645077,-3.161292871,67.78492008,31.99998458,-47.13263691,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,7.28E-05,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,3.84E-06,1,1,0.9825,0.9955,1,1,0.9955,1,0.948,0.999,1,0.9715,0.996,0.7685,0.7935,0.9995,0.142,0.8185,0.997,1,0.9955,0,1,1,1,0.999,0.355,1
qNet-dvdtmax-vmax-vrest-APD50-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.201238143,0.943127962,0.75,-2.350135414,37.35276046,-37.7811167,5.091864488,-7.054150332,57.94170902,4.213336747,28.19563743,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,46.44521373,1,1,0.9885,0.9955,1,1,0.9955,1,0.949,0.999,1,0.969,0.9955,0.8295,0.797,0.999,0.1295,0.807,0.9965,1,0.997,0,1,1,1,0.999,0.388,1
qNet-dvdtmax-vmax-vrest-APD90-carest,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.203382127,0.928909953,0.75,-8.56556841,31.20134378,-41.41450957,4.810964902,-1.250683686,54.78229185,22.44287925,-38.28534927,63.95253604,72.03390709,40.81753408,-88.03022061,364.2659437,7.28E-05,15.85634121,2.416227739,1.184759215,0.020798121,92.85975461,3.84E-06,1,1,0.9865,0.9955,1,1,0.9955,1,0.947,0.999,1,0.972,0.9965,0.8265,0.8015,0.999,0.1425,0.817,0.9975,1,0.997,0,1,1,1,0.9985,0.372,1
qNet-dvdtmax-vmax-vrest-APD90-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.199473404,0.943127962,0.75,-2.81969077,36.68127374,-38.20399324,3.872748482,-6.045187439,56.24197149,4.013583503,27.6411375,63.95253604,72.03390709,40.81753408,-88.03022061,364.2659437,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,92.85975461,46.44521373,1,1,0.9895,0.9955,1,1,0.9955,1,0.9495,0.999,1,0.967,0.995,0.835,0.7975,0.999,0.1305,0.799,0.9965,1,0.997,0,1,1,1,0.999,0.418,1
qNet-dvdtmax-vmax-vrest-camax-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.205996828,0.938388626,0.75,-3.347825753,36.21295772,-37.02218855,2.102820509,-6.90051553,58.42380732,5.779911526,35.72371605,63.97825074,72.02405995,40.79794507,-88.03028897,0.000222524,768.6722188,15.86819615,2.434174718,1.331177912,0.020895704,3.76E-05,46.4212134,1,1,0.991,0.9955,1,1,0.995,1,0.95,0.999,1,0.972,0.9955,0.749,0.798,0.999,0.1275,0.8065,0.9965,1,0.997,0,1,1,1,0.999,0.3885,1
qNet-dvdtmax-vmax-vrest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.208425186,0.938388626,0.75,-3.377618512,37.29528469,-42.51655521,6.260592485,-10.14199237,55.72944051,-1.39567865,28.3193418,63.97825074,72.02405995,40.79794507,-88.03028897,327.3362708,768.6722188,15.86819615,2.434174718,1.331177912,0.020895704,22.17423484,46.4212134,1,1,0.984,0.9955,1,1,0.9945,1,0.9475,0.999,1,0.9825,0.9995,0.856,0.7985,0.9995,0.1255,0.901,0.9965,1,0.982,0,1,1,1,0.999,0.1615,1
qNet-dvdtmax-vmax-vrest-max_dv-camax,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.202659046,0.924170616,0.75,-5.982165698,34.91644007,-45.14544034,-8.374300843,-2.279722539,47.93210743,11.08547856,-20.31606883,63.95253604,72.03390709,40.81753408,-88.03022061,-0.292902106,0.000222565,15.85634121,2.416227739,1.184759215,0.020798121,0.063732419,3.76E-05,1,1,0.978,0.9955,1,1,0.996,1,0.948,0.999,0.9995,0.973,0.9915,0.989,0.7935,0.999,0.1315,0.7145,0.996,1,1,0,1,1,1,0.999,0.591,1
qNet-dvdtmax-vmax-vrest-max_dv-carest,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.210747867,0.924170616,0.75,-9.447297438,31.61664077,-45.83600457,-0.154737366,-2.12185498,51.21568261,12.41316928,-33.61165919,63.95253604,72.03390709,40.81753408,-88.03022061,-0.292902106,7.28E-05,15.85634121,2.416227739,1.184759215,0.020798121,0.063732419,3.84E-06,1,1,0.9775,0.9955,1,1,0.9955,1,0.945,0.999,0.999,0.98,0.992,0.9105,0.7875,0.9995,0.137,0.7285,0.997,1,1,0,1,1,1,0.999,0.5645,1
qNet-dvdtmax-vmax-vrest-max_dv-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.218683823,0.91943128,0.75,3.181941686,43.44492914,-35.41072948,-13.11750913,-2.732941795,58.77065781,-2.403912402,20.07008685,63.95253604,72.03390709,40.81753408,-88.03022061,-0.292902106,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,0.063732419,22.17761135,1,1,0.983,0.9955,1,1,0.995,1,0.9465,0.999,1,0.9565,0.996,0.905,0.794,0.999,0.128,0.8345,0.996,1,0.9925,0,1,1,1,0.999,0.3005,1
qNet-dvdtmax-vmax-vrest-max_dv-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.199788546,0.938388626,0.75,-2.738892646,37.23582232,-40.05675277,4.897847795,-7.254287621,55.61126672,1.761210536,26.65707704,63.95253604,72.03390709,40.81753408,-88.03022061,-0.292902106,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,0.063732419,46.44521373,1,1,0.9875,0.9955,1,1,0.9955,1,0.949,0.999,1,0.975,0.996,0.852,0.797,0.999,0.129,0.809,0.9965,1,0.997,0,1,1,1,0.999,0.3815,1
qNet-dvdtmax-vrest-APD50-APD90-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.214425691,0.91943128,0.75,5.720469567,45.30919918,-26.72985883,-18.95118315,66.89288077,19.92533129,-19.46295473,23.62380808,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,327.3555683,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,22.17761135,1,1,0.9815,0.995,1,1,0.995,1,0.947,0.998,0.9995,0.9405,0.993,0.9105,0.781,0.9995,0.1325,0.7915,0.996,1,0.9955,0,1,1,1,0.998,0.404,1
qNet-dvdtmax-vrest-APD50-camax-carest,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.210542689,0.928909953,0.75,-9.081685941,30.77434931,-31.13690021,-2.556614019,69.3607113,35.30398961,-6.744669232,-41.58388824,63.95253604,72.03390709,-88.03022061,287.2062878,0.000222565,7.28E-05,15.85634121,2.416227739,0.020798121,64.31807536,3.76E-05,3.84E-06,1,1,0.9895,0.9955,1,1,0.9955,1,0.95,0.999,1,0.9765,0.9965,0.7835,0.797,0.999,0.134,0.8155,0.9965,1,0.996,0,1,1,1,0.9985,0.3715,1
qNet-dvdtmax-vrest-APD50-camax-CaTD90,0.8125,0.6875,0.75,0.854545455,0.777777778,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.642857545,1.50E-06,0.666666667,0.545454545,0.666666667,0.269851819,0.91943128,0.75,-10.13114671,28.61390824,-32.60637899,-17.03929317,59.32886236,-26.45796031,40.01404855,80.48199835,63.95253604,72.03390709,-88.03022061,287.2062878,0.000222565,768.6720229,15.85634121,2.416227739,0.020798121,64.31807536,3.76E-05,46.44521373,1,1,0.9955,0.9955,1,1,0.995,1,0.953,0.999,0.9995,0.981,0.997,0.23,0.7995,0.999,0.1115,0.8555,0.9965,1,0.986,0,1,1,1,0.999,0.2745,1
qNet-dvdtmax-vrest-APD50-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.219933382,0.928909953,0.75,-9.54822102,30.11838413,-31.09847229,-4.654976997,68.48266761,27.33718862,-37.14741685,11.00210243,63.95253604,72.03390709,-88.03022061,287.2062878,7.28E-05,768.6720229,15.85634121,2.416227739,0.020798121,64.31807536,3.84E-06,46.44521373,1,1,0.9915,0.9955,1,1,0.9955,1,0.9515,0.999,1,0.9795,0.9965,0.677,0.8005,0.999,0.1315,0.819,0.9965,1,0.996,0,1,1,1,0.9985,0.3595,1
qNet-dvdtmax-vrest-APD50-max_dv-carest,0.8125,0.6875,0.8125,0.854545455,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.219800611,0.928909953,0.75,-9.705674674,31.86769013,-32.08781805,0.891562768,73.96404491,42.68003957,-3.626684894,-54.31010558,63.95253604,72.03390709,-88.03022061,287.2062878,-0.292902106,7.28E-05,15.85634121,2.416227739,0.020798121,64.31807536,0.063732419,3.84E-06,1,1,0.9815,0.9955,1,1,0.9955,1,0.941,0.999,0.9995,0.9695,0.997,0.734,0.7925,0.9995,0.139,0.8635,0.9965,1,0.9895,0,1,1,1,0.999,0.2565,1
qNet-dvdtmax-vrest-APD90-camax-carest,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.2057717,0.928909953,0.75,-9.371240237,30.20029408,-40.39905876,-0.181830889,54.71076865,23.37561498,-4.042898466,-33.82740438,63.95253604,72.03390709,-88.03022061,364.2659437,0.000222565,7.28E-05,15.85634121,2.416227739,0.020798121,92.85975461,3.76E-05,3.84E-06,1,1,0.989,0.9955,1,1,0.9955,1,0.951,0.999,1,0.976,0.9965,0.8305,0.804,0.999,0.136,0.81,0.9965,1,0.997,0,1,1,1,0.9985,0.386,1
qNet-dvdtmax-vrest-APD90-camax-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.833333333,6.599938401,2.5714215,4.499979,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.19449397,0.928909953,0.666666667,-4.481373145,35.41152128,-41.529252,-6.717253113,49.57977029,21.05774355,-24.74577367,-3.220315734,63.95253604,72.03390709,-88.03022061,364.2659437,0.000222565,768.6720229,15.85634121,2.416227739,0.020798121,92.85975461,3.76E-05,46.44521373,1,1,0.9685,0.9955,1,1,0.996,1,0.9485,0.999,1,0.9605,0.9945,0.983,0.802,0.999,0.1435,0.7945,0.996,1,0.998,0,1,1,1,0.9985,0.4205,1
qNet-dvdtmax-vrest-APD90-carest-CaTD50,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.202910884,0.928909953,0.75,-9.473652348,30.35388354,-41.60364791,4.076077174,54.33007646,24.34634517,-40.86444152,-1.465222337,63.95253604,72.03390709,-88.03022061,364.2659437,7.28E-05,327.3555683,15.85634121,2.416227739,0.020798121,92.85975461,3.84E-06,22.17761135,1,1,0.978,0.9955,1,1,0.9955,1,0.9465,0.999,1,0.9695,0.996,0.874,0.8,0.999,0.1495,0.8205,0.9975,1,0.996,0,1,1,1,0.9985,0.356,1
qNet-dvdtmax-vrest-APD90-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.211775044,0.928909953,0.75,-9.657237114,29.92939505,-39.56173502,-0.904152968,56.00020506,20.95652513,-34.37829581,5.055349735,63.95253604,72.03390709,-88.03022061,364.2659437,7.28E-05,768.6720229,15.85634121,2.416227739,0.020798121,92.85975461,3.84E-06,46.44521373,1,1,0.9895,0.9955,1,1,0.9955,1,0.951,0.999,1,0.9765,0.9965,0.77,0.803,0.999,0.1355,0.8135,0.997,1,0.997,0,1,1,1,0.9985,0.3765,1
qNet-dvdtmax-vrest-APD90-CaTD50-CaTD90,0.75,0.5625,0.75,0.927272727,0.793650794,0.895833333,1,0.142857143,0.75,0.636363636,0.888888889,0.75,2.749995188,1.285711714,2.999992,1.57E-06,0.964285754,0.333334222,0.714285714,0.222222222,0.6,0.325846728,0.952606635,0.666666667,-0.502991213,13.6725536,-69.52522275,40.53948511,-0.614959545,4.632197323,-55.04237818,76.04627386,63.95253604,72.03390709,-88.03022061,364.2659437,327.3555683,768.6720229,15.85634121,2.416227739,0.020798121,92.85975461,22.17761135,46.44521373,0.9995,1,0.6055,0.9985,1,0.9975,0.99,1,0.6735,0,0.8885,0.0015,0.018,0.88,0.5955,0.6155,0.097,5.00E-04,0.8235,1,1,1,1,1,1,1,1,1
qNet-dvdtmax-vrest-APD90-max_dv-CaTD90,0.875,0.625,0.75,0.963636364,0.777777778,0.875,0.6,0.428571429,1,1,0.777777778,0.666666667,599999.6161,1.92856725,2.999994,0.4000006,0.734694219,1.50E-06,0.75,0.5,0.666666667,0.350878076,0.952606635,0.75,10.96055771,58.46026477,-82.17177326,23.77536027,155.7451603,84.64304694,-85.16407884,131.5939907,63.95253604,72.03390709,-88.03022061,364.2659437,-0.292902106,768.6720229,15.85634121,2.416227739,0.020798121,92.85975461,0.063732419,46.44521373,1,1,1,0.9975,1,0.9975,1,1,0.3005,0.9965,0.196,0.9895,0.9995,5.00E-04,0.164,0.543,0.002,1,0.2725,1,0.006,0.9955,1,1,1,1,0.012,1
qNet-dvdtmax-vrest-camax-carest-CaTD50,0.8125,0.6875,0.75,0.854545455,0.793650794,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.571429,1.50E-06,0.666666667,0.6,0.666666667,0.260219888,0.91943128,0.75,-2.329824894,37.56247311,-33.46379015,-11.73287279,64.00335934,20.36072988,-36.76318243,21.29057068,63.97825074,72.02405995,-88.03028897,0.000222524,7.28E-05,327.3362708,15.86819615,2.434174718,0.020895704,3.76E-05,3.85E-06,22.17423484,1,1,0.9925,0.9955,1,1,0.995,1,0.9475,0.999,1,0.976,0.9975,0.504,0.7955,0.999,0.121,0.8455,0.9965,1,0.9895,0,1,1,1,0.999,0.277,1
qNet-dvdtmax-vrest-camax-carest-CaTD90,0.8125,0.6875,0.75,0.854545455,0.777777778,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.642857545,1.50E-06,0.666666667,0.545454545,0.666666667,0.259821069,0.924170616,0.75,-11.03567146,28.04465165,-31.40043884,-9.069156334,65.8415163,27.68555194,-28.66106368,48.3286189,63.97825074,72.02405995,-88.03028897,0.000222524,7.28E-05,768.6722188,15.86819615,2.434174718,0.020895704,3.76E-05,3.85E-06,46.4212134,1,1,0.9945,0.9955,1,1,0.995,1,0.952,0.999,1,0.9835,0.997,0.2425,0.7995,0.999,0.12,0.848,0.9965,1,0.991,0,1,1,1,0.999,0.2955,1
qNet-dvdtmax-vrest-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.761904762,0.927083333,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.642857545,1.34E-06,0.666666667,0.571428571,0.727272727,0.243054576,0.928909953,0.75,-24.32507546,14.44570155,-32.3799632,-5.005513884,63.29582804,28.83843457,-40.51289033,128.9068682,63.97825074,72.02405995,-88.03028897,0.000222524,327.3362708,768.6722188,15.86819615,2.434174718,0.020895704,3.76E-05,22.17423484,46.4212134,1,1,0.9895,0.9955,1,1,0.9955,1,0.9525,0.999,0.9985,0.9835,0.9975,0.338,0.7945,0.999,0.1355,0.8865,0.998,1,0.9765,0,1,1,1,0.999,0.2155,1
qNet-dvdtmax-vrest-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,0.25000075,0.666666667,0.615384615,0.727272727,0.205019095,0.933649289,0.666666667,-18.87700357,20.01456604,-34.79869846,-11.73271268,54.49062468,37.74039693,-39.61968459,116.213169,63.97825074,72.02405995,-88.03028897,7.28E-05,327.3362708,768.6722188,15.86819615,2.434174718,0.020895704,3.85E-06,22.17423484,46.4212134,1,1,0.9745,0.996,1,1,0.995,1,0.954,0.999,0.9985,0.9735,0.9985,0.93,0.797,0.9995,0.139,0.884,0.9975,1,0.981,0,1,1,1,0.999,0.1965,1
qNet-dvdtmax-vrest-max_dv-camax-carest,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.727272727,0.211227926,0.924170616,0.75,-9.748156125,31.03035433,-44.26611012,-5.240428914,51.1833159,13.12338802,-4.520368608,-28.71415936,63.95253604,72.03390709,-88.03022061,-0.292902106,0.000222565,7.28E-05,15.85634121,2.416227739,0.020798121,0.063732419,3.76E-05,3.84E-06,1,1,0.983,0.9955,1,1,0.9955,1,0.947,0.999,0.9995,0.9835,0.9915,0.934,0.788,0.999,0.135,0.731,0.9965,1,1,0,1,1,1,0.999,0.57,1
qNet-vmax-APD50-APD90-camax-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.571423857,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.214314108,0.924170616,0.75,-11.9266981,26.96220445,-74.62604752,0.886649214,-132.0490576,108.9366171,4.299927223,2.115334556,63.95253604,40.81753408,287.2062878,364.2659437,0.000222565,327.3555683,15.85634121,1.184759215,64.31807536,92.85975461,3.76E-05,22.17761135,1,1,0.99,0.9965,0.9995,1,0.9955,1,0.949,0.9985,1,0.978,0.997,0.9195,0.8295,0.999,0.1365,0.7755,0.996,1,1,0,1,1,1,0.9975,0.4845,1
