Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,SD_1,SD_2,SD_3,SD_4,SD_5,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-vmax-vrest-APD90-carest,0.8125,0.625,0.75,0.854545455,0.746031746,0.885416667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.666666667,6.599938401,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.253639965,0.91943128,0.7,-27.69339333,89.99886184,-186.7444227,11.360436,37.86947391,-13.09255955,-18.52071806,63.95253604,40.81753408,-88.03022061,364.2659437,7.28E-05,15.85634121,1.184759215,0.020798121,92.85975461,3.84E-06,1,1,0.89,0.9985,1,0.9995,0.99,1,0.7805,0.998,0.942,0.9075,0.99,0.677,0.635,1,0.0865,0.78,0.924,1,0.9995,0,1,1,1,1,0.479,1
qNet-vmax-vrest-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.76984127,0.90625,0.6,0.571428571,0.75,0.818181818,0.666666667,0.75,4.3999813,2.142853714,3.999988,0.440000616,0.642857545,0.30000084,0.666666667,0.571428571,0.666666667,0.221304541,0.91943128,0.7,-22.67589084,94.48245461,-148.5836614,3.542992172,52.37130663,17.04211694,21.28161825,63.97825074,40.79794507,-88.03028897,7.28E-05,768.6722188,15.86819615,1.331177912,0.020895704,3.85E-06,46.4212134,1,1,0.827,0.998,1,1,0.98,1,0.8765,0.998,0.9925,0.895,0.9875,0.944,0.753,1,0.1185,0.76,0.9875,1,0.9985,0,1,1,1,0.9965,0.4915,1
qNet-vmax-APD50-max_dv-CaTD50,0.8125,0.6875,0.75,0.818181818,0.841269841,0.875,0.6,0.428571429,0.75,0.909090909,0.777777778,0.666666667,6.599938401,3.21427575,2.999992,0.440000616,0.571429,0.333334222,0.666666667,0.6,0.6,0.274966827,0.900473934,0.7,-26.02878037,48.90541405,-140.0309516,-12.65697966,-55.17371249,19.92892097,-9.912496382,63.95253604,40.81753408,287.2062878,-0.292902106,327.3555683,15.85634121,1.184759215,64.31807536,0.063732419,22.17761135,1,1,0.781,0.998,1,0.9995,0.971,1,0.876,0.997,0.9905,0.9415,0.991,0.901,0.776,0.999,0.096,0.669,0.984,1,1,0,1,1,1,1,0.619,1
qNet-vmax-APD50-camax-carest,0.75,0.625,0.75,0.836363636,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,3.29998735,1.714283571,2.999992,0.488889514,0.734694219,0.333334222,0.6,0.5,0.6,0.249132611,0.909952607,0.7,-0.00255134,38.83225612,-60.02185027,-8.829579944,-13.38784146,-27.16669484,61.09695981,63.95253604,40.81753408,287.2062878,0.000222565,7.28E-05,15.85634121,1.184759215,64.31807536,3.76E-05,3.84E-06,1,1,0.6825,0.998,1,0.9995,0.973,1,0.8765,0.9955,0.9905,0.845,0.9855,0.795,0.7665,1,0.1205,0.671,0.986,1,1,0,1,1,1,0.9975,0.5895,1
qNet-vmax-APD50-carest-CaTD90,0.75,0.625,0.8125,0.854545455,0.73015873,0.927083333,0.6,0.428571429,0.75,0.818181818,0.666666667,0.833333333,3.29998735,1.714283571,4.499979,0.488889514,0.734694219,0.30000084,0.6,0.5,0.666666667,0.230905361,0.928909953,0.7,9.939452405,50.09139603,-64.83373329,-17.1275318,-75.4459998,125.5626683,75.87442886,63.95253604,40.81753408,287.2062878,7.28E-05,768.6720229,15.85634121,1.184759215,64.31807536,3.84E-06,46.44521373,1,1,0.8135,0.9975,1,0.9995,0.9795,1,0.917,0.997,0.9935,0.8775,0.9915,0.719,0.773,1,0.121,0.7755,0.9915,1,0.994,0,1,1,1,0.9975,0.3975,1
qNet-vmax-APD90-camax-carest,0.75,0.625,0.8125,0.854545455,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,3.29998735,1.714283571,3.999988,0.488889514,0.734694219,0.30000084,0.6,0.5,0.666666667,0.238537996,0.914691943,0.7,0.569042256,37.8004469,-52.74081445,-4.256145271,-6.253189572,-26.79486216,58.83887494,63.95253604,40.81753408,364.2659437,0.000222565,7.28E-05,15.85634121,1.184759215,92.85975461,3.76E-05,3.84E-06,0.9995,1,0.6625,0.9985,1,0.9995,0.969,1,0.8665,0.9945,0.9905,0.7825,0.9715,0.7895,0.7545,1,0.1225,0.6185,0.981,1,1,0,1,1,1,0.9935,0.706,1
qNet-vmax-APD90-camax-CaTD50,0.75,0.625,0.8125,0.854545455,0.746031746,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,3.29998735,1.92856725,3.999988,0.440000616,0.642857679,0.30000084,0.666666667,0.545454545,0.666666667,0.218718269,0.924170616,0.7,-31.06879916,20.37750378,-74.6022224,20.64302539,66.34740563,-53.95805252,-45.0466034,63.95253604,40.81753408,364.2659437,0.000222565,327.3555683,15.85634121,1.184759215,92.85975461,3.76E-05,22.17761135,0.999,1,0.6875,0.9985,1,0.9995,0.981,1,0.879,0.995,0.9955,0.78,0.946,0.985,0.7695,1,0.163,0.6035,0.9895,1,1,0,1,1,1,0.9945,0.8015,1
qNet-vmax-APD90-carest-CaTD50,0.75,0.625,0.8125,0.890909091,0.738095238,0.90625,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,3.29998735,1.714283571,3.999988,0.488889514,0.734694219,0.30000084,0.6,0.5,0.666666667,0.230993406,0.938388626,0.7,-55.40843518,41.86257752,-116.6896595,81.68511061,110.5920567,-107.5425711,-51.60092857,63.95253604,40.81753408,364.2659437,7.28E-05,327.3555683,15.85634121,1.184759215,92.85975461,3.84E-06,22.17761135,0.999,1,0.5955,0.999,1,0.9995,0.9715,1,0.8455,0.99,0.986,0.588,0.8585,0.9965,0.7205,1,0.1785,0.608,0.984,1,1,0.175,1,1,1,0.987,0.8135,0.999
qNet-vmax-max_dv-camax-carest,0.75,0.625,0.8125,0.836363636,0.714285714,0.916666667,0.6,0.428571429,0.75,0.727272727,0.666666667,0.75,2.933326244,1.714283571,3.999988,0.488889514,0.80357165,0.30000084,0.6,0.461538462,0.666666667,0.251429071,0.914691943,0.7,2.237390975,39.53249919,-52.91361588,-5.532414369,-5.165975848,-31.80263176,67.72142681,63.95253604,40.81753408,-0.292902106,0.000222565,7.28E-05,15.85634121,1.184759215,0.063732419,3.76E-05,3.84E-06,0.999,1,0.6475,0.9985,1,0.9995,0.97,1,0.8605,0.9945,0.9895,0.764,0.9755,0.6445,0.7565,1,0.1265,0.652,0.982,1,1,0,1,1,1,0.994,0.6385,1
qNet-vmax-camax-carest-CaTD50,0.75,0.625,0.8125,0.818181818,0.73015873,0.916666667,0.6,0.428571429,0.75,0.727272727,0.666666667,0.75,2.933326244,1.714283571,3.999988,0.488889514,0.734694219,0.30000084,0.6,0.5,0.666666667,0.254669125,0.909952607,0.7,-1.535084396,36.28014124,-56.60305305,-6.975018553,-39.76283663,64.84164756,-7.528734365,63.97825074,40.79794507,0.000222524,7.28E-05,327.3362708,15.86819615,1.331177912,3.76E-05,3.85E-06,22.17423484,0.999,1,0.6335,0.9985,1,0.9995,0.971,1,0.8745,0.995,0.9905,0.824,0.9805,0.5735,0.7595,1,0.131,0.651,0.984,1,1,0,1,1,1,0.996,0.649,1
qNet-vmax-camax-carest-CaTD90,0.75,0.625,0.8125,0.836363636,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,3.29998735,1.92856725,3.999988,0.488889514,0.734694219,0.30000084,0.6,0.5,0.666666667,0.236255914,0.91457346,0.7,-2.221093651,35.16456223,-55.19748434,-5.916476715,-29.61124289,47.80776674,-10.65634642,63.97825074,40.79794507,0.000222524,7.28E-05,768.6722188,15.86819615,1.331177912,3.76E-05,3.85E-06,46.4212134,1,1,0.699,0.9985,1,0.9995,0.9695,1,0.876,0.995,0.992,0.8225,0.9745,0.881,0.7665,1,0.115,0.6185,0.9815,1,1,0,1,1,1,0.9945,0.705,1
qNet-vmax-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.836363636,0.746031746,0.90625,0.6,0.571428571,0.75,0.818181818,0.666666667,0.75,4.3999813,1.714283571,2.999992,0.488889514,0.642857679,0.333334222,0.6,0.571428571,0.6,0.251882612,0.914691943,0.7,-44.74493591,-7.740062844,-54.28994689,1.625273493,78.85891845,-100.2160466,197.8260698,63.97825074,40.79794507,7.28E-05,327.3362708,768.6722188,15.86819615,1.331177912,3.85E-06,22.17423484,46.4212134,0.999,1,0.498,0.9985,1,1,0.969,1,0.8635,0.9975,0.988,0.8565,0.989,1,0.7555,1,0.1565,0.8145,0.992,1,0.9825,0,1,1,1,0.997,0.3565,1
qNet-APD50-max_dv-camax-CaTD50,0.8125,0.6875,0.75,0.854545455,0.80952381,0.916666667,0.6,0.428571429,0.75,0.818181818,0.777777778,0.666666667,4.3999813,2.5714215,2.999994,0.440000616,0.642857545,0.30000084,0.666666667,0.545454545,0.666666667,0.233257644,0.914691943,0.7,-12.69655071,27.26566883,-64.79498125,-43.95885266,24.35261372,6.212770511,0.221366219,63.95253604,287.2062878,-0.292902106,0.000222565,327.3555683,15.85634121,64.31807536,0.063732419,3.76E-05,22.17761135,1,1,0.904,0.998,1,0.9995,0.9805,1,0.9055,0.996,0.997,0.9475,0.9595,0.828,0.768,1,0.1045,0.5235,0.989,1,1,0,1,1,1,0.9955,0.868,1
qNet-APD50-max_dv-carest-CaTD50,0.8125,0.6875,0.75,0.854545455,0.80952381,0.916666667,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,4.3999813,2.5714215,2.999994,0.440000616,0.642857545,0.30000084,0.666666667,0.545454545,0.666666667,0.22466772,0.914691943,0.7,-13.28172378,26.26937022,-64.13136737,-39.91591273,24.54781885,3.283372084,-2.764928131,63.95253604,287.2062878,-0.292902106,7.28E-05,327.3555683,15.85634121,64.31807536,0.063732419,3.84E-06,22.17761135,1,1,0.9045,0.998,1,0.999,0.9805,1,0.9055,0.996,0.9975,0.951,0.9585,0.9055,0.7695,1,0.1045,0.522,0.9875,1,1,0,1,1,1,0.9955,0.876,1
qNet-APD50-max_dv-carest-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.793650794,0.9375,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.642857545,0.272728066,0.666666667,0.545454545,0.727272727,0.195000537,0.933649289,0.7,-5.241451885,34.11343746,-61.05446721,-56.92232272,22.81511472,40.01949673,23.75489823,63.95253604,287.2062878,-0.292902106,7.28E-05,768.6720229,15.85634121,64.31807536,0.063732419,3.84E-06,46.44521373,1,1,0.9385,0.997,1,0.999,0.981,1,0.9225,0.997,0.9975,0.94,0.9515,0.926,0.7715,1,0.1045,0.5175,0.9865,1,1,0,1,1,1,0.9945,0.8785,1
qNet-APD50-max_dv-CaTD50-CaTD90,0.8125,0.6875,0.75,0.836363636,0.80952381,0.895833333,0.6,0.571428571,0.75,0.909090909,0.777777778,0.747916667,6.599938401,2.5714215,2.999992,0.440000616,0.571429,0.333334222,0.666666667,0.6,0.6,0.239984657,0.914691943,0.7,-31.91121975,48.30438241,-129.7067893,-63.97755551,40.44846508,-13.74691433,6.655146602,63.95253604,287.2062878,-0.292902106,327.3555683,768.6720229,15.85634121,64.31807536,0.063732419,22.17761135,46.44521373,1,1,0.849,0.998,1,0.9995,0.979,1,0.893,0.998,0.995,0.9595,0.98,0.937,0.759,1,0.106,0.6185,0.986,1,1,0,1,1,1,0.995,0.7325,0.9995
qNet-APD50-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.872727273,0.777777778,0.916666667,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.4000006,0.642857545,0.30000084,0.666666667,0.545454545,0.666666667,0.225914553,0.924170616,0.7,-21.13765813,13.99993543,-73.07688163,55.48799111,-94.0709648,47.63429557,-47.00406377,63.95253604,287.2062878,0.000222565,7.28E-05,327.3555683,15.85634121,64.31807536,3.76E-05,3.84E-06,22.17761135,1,1,0.929,0.9985,0.9935,0.9995,0.981,1,0.8105,0.8965,0.975,0.8015,0.892,0.987,0.7125,1,0.0545,0.3845,0.828,1,1,0,1,1,1,1,0.9665,1
qNet-APD90-camax-carest-CaTD50,0.75,0.6875,0.75,0.818181818,0.777777778,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,3.29998735,2.142853714,2.999994,0.488889514,0.642857545,0.30000084,0.6,0.571428571,0.666666667,0.245707918,0.914691943,0.7,-25.10590499,10.25637151,-59.48749967,50.60005447,-70.53830442,29.9075694,-43.10152668,63.95253604,364.2659437,0.000222565,7.28E-05,327.3555683,15.85634121,92.85975461,3.76E-05,3.84E-06,22.17761135,0.9995,1,0.807,0.998,0.9975,0.9995,0.985,1,0.918,0.998,0.997,0.9405,0.993,0.733,0.8215,1,0.136,0.7005,0.99,1,1,0,1,1,1,0.996,0.611,0.9995
qNet-max_dv-camax-carest-CaTD50,0.8125,0.6875,0.75,0.836363636,0.80952381,0.90625,0.6,0.571428571,0.75,0.818181818,0.777777778,0.75,4.3999813,2.5714215,2.999992,0.440000616,0.551020985,0.333334222,0.666666667,0.615384615,0.6,0.238020531,0.914691943,0.7,-19.32150729,18.51847333,-60.30695684,18.28721578,-33.26743635,14.28953254,-23.95717528,63.95253604,-0.292902106,0.000222565,7.28E-05,327.3555683,15.85634121,0.063732419,3.76E-05,3.84E-06,22.17761135,1,1,0.7425,0.998,1,0.999,0.9775,1,0.9,0.997,0.9945,0.9235,0.9675,1,0.7725,1,0.118,0.545,0.9885,1,1,0,1,1,1,0.9945,0.844,1
qNet-max_dv-camax-carest-CaTD90,0.8125,0.625,0.75,0.836363636,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,4.3999813,1.92856725,2.99999395,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.231349851,0.914691943,0.7,-5.935252707,31.56622156,-54.01001971,3.244150399,-18.26389738,24.67181075,-12.7052088,63.95253604,-0.292902106,0.000222565,7.28E-05,768.6720229,15.85634121,0.063732419,3.76E-05,3.84E-06,46.44521373,0.9995,1,0.687,0.9985,1,0.9995,0.9685,1,0.8705,0.995,0.992,0.8175,0.97,0.9865,0.7595,1,0.12,0.6115,0.982,1,1,0,1,1,1,0.9945,0.736,1
dvdtmax-vmax-APD50-APD90-camax,0.6875,0.5625,0.8125,0.872727273,0.73015873,0.916666667,0.8,0.142857143,0.75,0.636363636,0.777777778,0.75,2.19999736,1.285711714,3.999988,0.275000997,0.964285754,0.30000084,0.666666667,0.222222222,0.666666667,0.28187274,0.928909953,0.7,-2.786585525,11.03909194,-28.55323211,41.57877856,3.611736865,18.54928855,-11.82113702,72.03390709,40.81753408,287.2062878,364.2659437,0.000222565,2.416227739,1.184759215,64.31807536,92.85975461,3.76E-05,0.998,1,0.4995,0.9965,1,0.9995,0.86,1,0.822,0.9875,0.983,0.162,0.367,0.3705,0.7035,0.9295,0.2225,0.576,0.94,1,1,0.9995,0.995443038,1,1,0.889,0.8485,1
dvdtmax-vmax-APD50-APD90-carest,0.75,0.5625,0.75,0.890909091,0.746031746,0.916666667,0.8,0.285714286,0.75,0.636363636,0.777777778,0.75,2.749995188,1.285713,2.999992,0.275000997,0.918367452,0.333334222,0.666666667,0.363636364,0.6,0.262543285,0.933649289,0.7,-5.469566743,8.138480673,-25.05657505,40.45970559,8.518450483,14.085526,-16.82026296,72.03390709,40.81753408,287.2062878,364.2659437,7.28E-05,2.416227739,1.184759215,64.31807536,92.85975461,3.84E-06,0.9975,1,0.397,0.9975,1,1,0.842,1,0.7835,0.9855,0.9695,0.124,0.3685,0.8845,0.688,0.928,0.221,0.6055,0.9445,1,0.997,0.994,0.99443038,1,1,0.8785,0.816,1
dvdtmax-vmax-APD50-APD90-CaTD90,0.75,0.625,0.8125,0.890909091,0.761904762,0.916666667,0.8,0.285714286,0.75,0.636363636,0.777777778,0.75,2.749995188,1.92856725,3.999988,0.275000997,0.857143,0.30000084,0.666666667,0.363636364,0.666666667,0.247990184,0.938388626,0.7,-3.567929129,10.12965118,-28.13207707,40.88746859,-5.650595606,17.95113602,13.97215115,72.03390709,40.81753408,287.2062878,364.2659437,768.6720229,2.416227739,1.184759215,64.31807536,92.85975461,46.44521373,0.998,1,0.583,0.9965,1,1,0.865,1,0.8245,0.9895,0.982,0.173,0.3765,0.807,0.7105,0.9285,0.2125,0.626,0.942,1,0.9965,0.9995,0.994936709,1,1,0.891,0.8005,1
dvdtmax-vmax-APD50-carest-CaTD50,0.75,0.5625,0.75,0.890909091,0.746031746,0.916666667,0.8,0.142857143,0.75,0.636363636,0.777777778,0.75,2.749995188,1.285711714,2.999992,0.275000997,0.964285754,0.333334222,0.666666667,0.222222222,0.6,0.27605941,0.928909953,0.7,3.707803591,18.33047851,-28.31269389,36.81798212,4.776246538,10.58171928,12.19492007,72.03390709,40.81753408,287.2062878,7.28E-05,327.3555683,2.416227739,1.184759215,64.31807536,3.84E-06,22.17761135,0.998,1,0.4975,0.9975,1,0.9985,0.846,1,0.786,0.9785,0.975,0.1345,0.367,0.6185,0.6725,0.9395,0.1865,0.491,0.93,1,1,0.9995,0.993924051,1,1,0.8875,0.9105,1
dvdtmax-vmax-APD50-carest-CaTD90,0.6875,0.5625,0.8125,0.872727273,0.746031746,0.916666667,0.8,0.142857143,0.75,0.636363636,0.777777778,0.75,2.1999967,1.285711714,3.999988,0.314286792,0.964285754,0.30000084,0.615384615,0.222222222,0.666666667,0.287788256,0.928909953,0.7,8.059376097,22.82201068,-33.03035284,34.72259116,-25.34670119,71.28778715,62.43853402,72.03390709,40.81753408,287.2062878,7.28E-05,768.6720229,2.416227739,1.184759215,64.31807536,3.84E-06,46.44521373,0.998,1,0.6345,0.993,1,1,0.8805,1,0.813,0.9825,0.992,0.2075,0.402,0.1545,0.6875,0.9435,0.205,0.575,0.9495,1,0.994,1,0.995949367,1,1,0.91,0.804,1
dvdtmax-vmax-APD90-camax-carest,0.6875,0.5625,0.8125,0.872727273,0.73015873,0.916666667,0.8,0.142857143,0.75,0.636363636,0.777777778,0.75,2.19999736,1.285711714,3.999988,0.275000997,0.964285754,0.30000084,0.666666667,0.222222222,0.666666667,0.299496604,0.924170616,0.7,4.028207211,18.1711987,-33.84157307,41.12033629,20.39198223,-35.02589753,37.09477437,72.03390709,40.81753408,364.2659437,0.000222565,7.28E-05,2.416227739,1.184759215,92.85975461,3.76E-05,3.84E-06,0.9975,1,0.555,0.9935,1,0.998,0.8955,1,0.8295,0.984,0.9935,0.193,0.353,0.007,0.707,0.937,0.231,0.4965,0.9405,1,1,1,0.994936709,1,1,0.8905,0.92,1
dvdtmax-vmax-APD90-camax-CaTD50,0.6875,0.5625,0.8125,0.872727273,0.73015873,0.916666667,0.8,0.142857143,0.75,0.636363636,0.777777778,0.75,2.1999967,1.285711714,3.999988,0.314286792,0.964285754,0.30000084,0.615384615,0.222222222,0.666666667,0.290732181,0.928909953,0.7,-4.4652167,8.86059668,-29.36819497,43.44058972,28.30852156,-19.02617839,-4.636664739,72.03390709,40.81753408,364.2659437,0.000222565,327.3555683,2.416227739,1.184759215,92.85975461,3.76E-05,22.17761135,0.997,1,0.5325,0.995,1,0.9995,0.88,1,0.8425,0.9915,0.9875,0.182,0.3525,0.1375,0.719,0.9255,0.232,0.608,0.9465,1,1,0.9995,0.994936709,1,1,0.887,0.8255,1
dvdtmax-vmax-APD90-camax-CaTD90,0.75,0.5625,0.75,0.909090909,0.746031746,0.895833333,0.8,0.282142857,0.75,0.727272727,0.777777778,0.75,2.933326244,1.285713,2.999992,0.275000997,0.918367452,0.333334222,0.666666667,0.33125,0.6,0.254563722,0.938388626,0.7,-4.632144957,9.71581694,-26.3753282,38.05255717,4.121177154,13.02304082,27.08733775,72.03390709,40.81753408,364.2659437,0.000222565,768.6720229,2.416227739,1.184759215,92.85975461,3.76E-05,46.44521373,0.998,1,0.5325,0.9975,1,1,0.8425,1,0.7975,0.986,0.975,0.152,0.399,0.8365,0.691,0.934,0.1845,0.6115,0.9365,1,0.995,0.9975,0.994936709,1,1,0.8915,0.808,1
dvdtmax-vmax-APD90-carest-CaTD50,0.75,0.5625,0.8125,0.890909091,0.746031746,0.916666667,0.8,0.142857143,0.75,0.636363636,0.777777778,0.75,2.749995188,1.285711714,3.999988,0.275000997,0.964285754,0.30000084,0.666666667,0.222222222,0.666666667,0.270150743,0.933649289,0.7,3.02825873,17.34614078,-28.48458743,37.86224979,5.628349954,7.877056707,11.50938312,72.03390709,40.81753408,364.2659437,7.28E-05,327.3555683,2.416227739,1.184759215,92.85975461,3.84E-06,22.17761135,0.998,1,0.543,0.997,1,0.9985,0.8565,1,0.7985,0.9795,0.979,0.14,0.361,0.6415,0.6795,0.935,0.192,0.5045,0.935,1,1,0.9995,0.993924051,1,1,0.884,0.898,1
dvdtmax-vmax-APD90-CaTD50-CaTD90,0.75,0.625,0.8125,0.890909091,0.746031746,0.916666667,0.6,0.285714286,0.75,0.727272727,0.666666667,0.75,2.933326244,1.714283571,3.999988,0.488889514,0.80357165,0.30000084,0.6,0.4,0.666666667,0.242862428,0.938388626,0.7,-20.01023424,-6.483132931,-27.08806904,43.17152932,25.54415248,-33.48028024,65.57943512,72.03390709,40.81753408,364.2659437,327.3555683,768.6720229,2.416227739,1.184759215,92.85975461,22.17761135,46.44521373,0.998,1,0.517,0.997,1,1,0.88,1,0.8505,0.9965,0.984,0.221,0.4125,0.992,0.741,0.925,0.234,0.802,0.9605,0.9995,0.841,0.996,0.995443038,1,1,0.8985,0.584,1
dvdtmax-vmax-camax-carest-CaTD50,0.75,0.5625,0.8125,0.890909091,0.761904762,0.916666667,0.8,0.142857143,0.75,0.636363636,0.888888889,0.75,2.749995188,1.285711714,3.999988,0.275000997,0.964285754,0.30000084,0.666666667,0.222222222,0.666666667,0.27087367,0.933649289,0.7,7.426168372,22.00967486,-30.54328012,39.12868929,-6.98938412,27.35556435,15.35527354,72.02405995,40.79794507,0.000222524,7.28E-05,327.3362708,2.434174718,1.331177912,3.76E-05,3.85E-06,22.17423484,0.9985,1,0.6775,0.997,1,0.993,0.8635,1,0.812,0.9725,0.9895,0.165,0.3585,0.501,0.698,0.9495,0.1605,0.422,0.9105,1,1,1,0.9915,1,1,0.8865,0.951,1
dvdtmax-APD90-camax-carest-CaTD90,0.75,0.5625,0.75,0.909090909,0.746031746,0.895833333,0.8,0.142857143,0.75,0.727272727,0.777777778,0.666666667,2.933326244,1.285711714,2.999992,0.275000997,0.964285754,0.333334222,0.666666667,0.222222222,0.6,0.279179151,0.928909953,0.7,13.63684352,27.19879399,-10.30765634,-82.40865892,45.34039731,121.7142736,136.4154998,72.03390709,364.2659437,0.000222565,7.28E-05,768.6720229,2.416227739,92.85975461,3.76E-05,3.84E-06,46.44521373,0.9995,1,0.557,0.9985,1,1,0.7305,1,0.7655,0.913,0.959,0.2095,0.6175,0.436,0.641,0.989,0.084,0.4465,0.872,1,0.999,1,0.997974684,1,1,0.8855,0.8565,1
vmax-APD50-carest-CaTD50-CaTD90,0.75,0.625,0.8125,0.890909091,0.746031746,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.833333333,3.29998735,1.714283571,4.499979,0.488889514,0.734694219,0.30000084,0.6,0.5,0.666666667,0.254280681,0.933649289,0.7,-39.53194308,-27.72839796,22.79961544,6.68422172,97.91466726,-116.7575292,254.5986657,40.81753408,287.2062878,7.28E-05,327.3555683,768.6720229,1.184759215,64.31807536,3.84E-06,22.17761135,46.44521373,0.998,1,0.4265,0.997,1,1,0.864,1,0.9115,0.991,0.981,0.6535,0.498,0.987,0.804,0.9295,0.281,0.905,0.954,0.9995,0.1705,1,1,1,1,0.8765,0.3725,1
vmax-camax-carest-CaTD50-CaTD90,0.75,0.5625,0.8125,0.890909091,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,3.29998735,1.285713429,3.999988,0.488889514,0.857143071,0.30000084,0.6,0.461538462,0.666666667,0.257236757,0.933649289,0.7,-39.85032131,-28.13166424,25.40026728,9.358641614,95.87336998,-116.365628,263.31006,40.79794507,0.000222524,7.28E-05,327.3362708,768.6722188,1.331177912,3.76E-05,3.85E-06,22.17423484,46.4212134,0.9985,1,0.473,0.997,1,1,0.866,1,0.9135,0.992,0.981,0.67,0.5055,0.921,0.8025,0.9265,0.268,0.9165,0.9575,1,0.1655,1,1,1,1,0.875,0.3265,1
