Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Mean_1,SD_1,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet,0.8125,0.625,0.75,0.872727273,0.746031746,0.895833333,0.6,0.428571429,0.75,0.909090909,0.777777778,0.666666667,6.599938401,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.272012246,0.914691943,0.7,-14.12651724,17.49927545,-46.01506808,63.97825074,15.86819615,1,1,0.932,0.9985,1,1,0.9465,1,0.8875,0.998,0.998,0.961,0.988,0.0215,0.8065,1,0.067,0.68,0.9545,1,1,0,1,1,1,0.9985,0.669,0.998
