Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Beta_7,Beta_8,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,Mean_7,Mean_8,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,SD_7,SD_8,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-dvdtmax-vmax-vrest-APD50-APD90-camax-carest,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.21349729,0.924170616,0.8,-9.33077426,29.61208025,-42.48518853,-8.800920376,2.494338125,46.66596655,-13.29623663,31.32419835,-10.74565816,-18.04442824,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,364.2659437,0.000222565,7.28E-05,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,92.85975461,3.76E-05,3.84E-06,1,1,0.984,0.9955,1,1,0.9955,1,0.949,0.999,1,0.968,0.9965,0.9565,0.8065,0.999,0.1395,0.812,0.9965,1,0.997,0,1,1,1,0.9985,0.3775,1
qNet-dvdtmax-vmax-vrest-APD50-APD90-camax-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,0.75,0.818181818,0.777777778,0.75,4.3999813,2.5714215,3.999988,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.201814613,0.924170616,0.7,-18.21416866,21.26575612,-36.1112145,-14.3238212,5.314151604,55.81762807,43.52847661,24.97646661,-64.95576402,-28.30655017,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,364.2659437,0.000222565,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,92.85975461,3.76E-05,22.17761135,1,1,0.972,0.9955,1,1,0.996,1,0.955,0.9985,1,0.9625,0.9895,0.9185,0.815,0.999,0.147,0.7245,0.9955,1,1,0,1,1,1,0.9985,0.602,1
qNet-dvdtmax-vmax-vrest-APD50-APD90-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.207172748,0.928909953,0.8,-9.8999376,28.37538763,-46.87879426,-0.541927262,0.911625677,40.09953398,-31.95111734,42.36575005,-24.69658168,3.197787964,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,364.2659437,7.28E-05,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,92.85975461,3.84E-06,46.44521373,1,1,0.987,0.9955,1,1,0.996,1,0.949,0.999,1,0.976,0.9965,0.852,0.809,0.999,0.1375,0.814,0.997,1,0.997,0,1,1,1,0.9985,0.381,1
qNet-dvdtmax-vmax-vrest-APD50-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.833333333,6.599938401,2.5714215,4.499979,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.193690547,0.928909953,0.733333333,-16.71667095,23.04553824,-28.96136151,-3.904496537,2.46641092,71.4160801,73.28430788,-47.23026189,-30.40017449,-24.94429207,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,3.76E-05,3.84E-06,22.17761135,1,1,0.9655,0.9955,1,1,0.9955,1,0.951,0.999,1,0.971,0.9955,0.997,0.801,0.9995,0.154,0.7975,0.997,1,0.997,0,1,1,1,0.9985,0.429,1
qNet-dvdtmax-vmax-vrest-APD50-camax-carest-CaTD90,0.8125,0.6875,0.75,0.872727273,0.777777778,0.927083333,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.142853714,2.999994,0.440000616,0.642857545,1.50E-06,0.666666667,0.545454545,0.666666667,0.262530542,0.924170616,0.8,-11.00772871,28.09013393,-32.40777394,-7.329956348,-1.234654219,64.43445467,-7.612963301,34.56325659,-25.62394354,57.51437498,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,0.000222565,7.28E-05,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,3.76E-05,3.84E-06,46.44521373,1,1,0.9955,0.9955,1,1,0.995,1,0.952,0.999,1,0.9845,0.997,0.1455,0.799,0.999,0.117,0.8505,0.9965,1,0.99,0,1,1,1,0.999,0.2875,1
qNet-dvdtmax-vmax-vrest-APD50-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.5714215,4.499979,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.19277232,0.928909953,0.733333333,-31.53957968,8.679930329,-27.74601932,-6.905668804,5.929814187,72.29026095,83.22408827,-56.5127607,-67.71152327,76.63114011,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,0.000222565,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,3.76E-05,22.17761135,46.44521373,1,1,0.9355,0.996,1,1,0.995,1,0.9515,0.999,0.999,0.9685,0.9935,0.979,0.7985,0.9995,0.1805,0.829,0.998,1,0.9965,0,1,1,1,0.999,0.3965,1
qNet-dvdtmax-vmax-vrest-APD50-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.872727273,0.76984127,0.916666667,0.6,0.428571429,1,0.818181818,0.777777778,0.666666667,4.3999813,1.92856725,2.999994,0.440000616,0.734694219,1.50E-06,0.666666667,0.5,0.666666667,0.235897509,0.924170616,0.766666667,16.00867155,117.6189628,-124.996671,-61.00715291,17.53298373,81.98969172,-71.38690851,97.96384381,68.33532098,16.31575667,63.95253604,72.03390709,40.81753408,-88.03022061,287.2062878,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,64.31807536,3.84E-06,22.17761135,46.44521373,1,1,0.992,0.998,1,1,0.999,1,0.7825,0.9965,0.934,0.8935,0.977,0.772,0.5795,0.998,0.078,0.6605,0.907,1,1,0,0.998987342,1,1,1,0.679,1
qNet-dvdtmax-vmax-vrest-APD90-camax-carest-CaTD50,0.8125,0.75,0.8125,0.836363636,0.825396825,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,3.21427575,3.999988,0.440000616,0.48214344,0.272728066,0.666666667,0.666666667,0.727272727,0.219893379,0.91943128,0.733333333,-20.55422571,19.13070646,-45.19290107,-14.3115288,8.32063277,44.13056642,50.08219552,-40.31463428,-18.30750964,-22.48979652,63.95253604,72.03390709,40.81753408,-88.03022061,364.2659437,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,92.85975461,3.76E-05,3.84E-06,22.17761135,1,1,0.9695,0.9955,1,1,0.9965,1,0.9515,0.999,1,0.9665,0.9935,0.9985,0.811,0.999,0.1555,0.781,0.997,1,1,0,1,1,1,0.999,0.4855,1
qNet-dvdtmax-vmax-vrest-APD90-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.836363636,0.825396825,0.9375,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.571423857,3.999988,0.440000616,0.48214344,0.30000084,0.666666667,0.666666667,0.666666667,0.219626674,0.91943128,0.733333333,-30.64298622,8.871220629,-44.35635573,-15.417311,10.60950475,43.75538909,48.38917038,-35.60256381,-51.45417441,61.80000268,63.95253604,72.03390709,40.81753408,-88.03022061,364.2659437,0.000222565,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,92.85975461,3.76E-05,22.17761135,46.44521373,1,1,0.941,0.996,1,1,0.996,1,0.95,0.999,0.999,0.966,0.995,0.997,0.8085,0.999,0.1795,0.847,0.998,1,0.997,0,1,1,1,0.9985,0.33,1
qNet-dvdtmax-vmax-vrest-max_dv-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.2042994,0.924170616,0.8,-7.923238787,32.83170246,-44.56263593,-0.148782279,-2.81936688,52.02623906,11.16320481,-2.179441581,-28.11192411,1.778737036,63.95253604,72.03390709,40.81753408,-88.03022061,-0.292902106,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,1.184759215,0.020798121,0.063732419,3.76E-05,3.84E-06,22.17761135,1,1,0.986,0.9955,1,1,0.9955,1,0.9475,0.999,0.9995,0.9835,0.9935,0.883,0.7895,0.999,0.1335,0.741,0.9965,1,1,0,1,1,1,0.999,0.5465,1
qNet-dvdtmax-vmax-vrest-max_dv-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.890909091,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.191354388,0.938388626,0.8,-22.41935487,17.34816591,-41.08844088,1.812701994,-1.683073623,53.50593435,9.676202168,10.84199576,-44.02272059,101.723097,63.95253604,72.03390709,40.81753408,-88.03022061,-0.292902106,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,0.020798121,0.063732419,3.84E-06,22.17761135,46.44521373,1,1,0.985,0.9955,1,1,0.9955,1,0.9535,0.999,0.999,0.9865,0.9935,0.885,0.7915,0.999,0.1415,0.7785,0.998,1,0.9995,0,1,1,1,0.999,0.5,1
qNet-dvdtmax-vmax-vrest-camax-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.927272727,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.642857545,1.33E-06,0.666666667,0.571428571,0.727272727,0.208075258,0.957345972,0.833333333,-20.14297149,18.73716578,-40.31878831,24.48906395,-12.82935095,56.57306628,18.55062549,18.12211953,-51.56142689,137.2179375,63.97825074,72.02405995,40.79794507,-88.03028897,0.000222524,7.28E-05,327.3362708,768.6722188,15.86819615,2.434174718,1.331177912,0.020895704,3.76E-05,3.85E-06,22.17423484,46.4212134,1,1,0.985,0.996,1,1,0.9955,1,0.9525,0.999,0.999,0.9855,0.9975,0.477,0.797,0.999,0.1375,0.8635,0.998,1,0.99,0.2895,1,1,1,0.999,0.2665,1
qNet-dvdtmax-vmax-APD50-APD90-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.825396825,0.927083333,0.6,0.428571429,0.75,0.818181818,0.777777778,0.833333333,4.3999813,2.999994,4.499979,0.4000006,0.571429,0.30000084,0.666666667,0.6,0.666666667,0.148384,0.962085308,0.733333333,-45.08141597,31.15896195,-83.80166763,-28.9551518,68.84537534,28.49657952,87.48117299,-117.7268299,28.94022068,-59.13582998,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,3.76E-05,3.84E-06,22.17761135,0.9995,1,0.8645,0.998,1,0.9995,0.9495,1,0.8935,0.999,0.998,0.8815,0.9015,0.9965,0.798,1,0.126,0.68,0.9515,1,1,0.7735,1,1,1,0.995,0.773,1
qNet-dvdtmax-vmax-APD50-APD90-camax-carest-CaTD90,0.8125,0.6875,0.75,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.666666667,6.599938401,2.5714215,2.999994,0.440000616,0.551020985,1.50E-06,0.666666667,0.615384615,0.666666667,0.248628289,0.924170616,0.8,-12.61390431,26.0100767,-74.29700969,-0.508144452,-0.456879461,-160.2199235,103.4012169,39.12306882,10.82133005,51.19641421,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,0.000222565,7.28E-05,768.6720229,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,3.76E-05,3.84E-06,46.44521373,1,1,0.9935,0.996,1,1,0.9955,1,0.949,0.999,1,0.9865,0.9985,0.476,0.825,0.999,0.13,0.852,0.9975,1,0.9785,0,1,1,1,0.999,0.255,1
qNet-dvdtmax-vmax-APD50-APD90-camax-CaTD50-CaTD90,0.8125,0.75,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,0.75,0.909090909,0.777777778,0.75,6.599938401,2.571423857,3.999988,0.440000616,0.48214344,0.30000084,0.666666667,0.666666667,0.666666667,0.239064113,0.91943128,0.733333333,-22.79218873,15.92748389,-72.53719058,-9.665949382,10.03072701,-124.4353031,115.0409722,-0.511470675,-22.38334325,32.27716544,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,0.000222565,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,3.76E-05,22.17761135,46.44521373,1,1,0.9435,0.996,1,1,0.9955,1,0.945,0.9985,0.9985,0.963,0.9965,0.9985,0.823,0.999,0.1795,0.8545,0.998,1,0.9775,0,1,1,1,0.9985,0.2565,1
qNet-dvdtmax-vmax-APD50-APD90-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.5714215,4.499979,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.197638351,0.933649289,0.733333333,-31.10469157,7.418994869,-72.95902484,3.277997683,2.915310351,-120.4193354,104.0425651,41.03192572,-58.10994467,114.362963,63.95253604,72.03390709,40.81753408,287.2062878,364.2659437,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,64.31807536,92.85975461,3.84E-06,22.17761135,46.44521373,1,1,0.9505,0.996,1,1,0.9955,1,0.95,0.9985,0.998,0.977,0.9985,0.998,0.826,0.999,0.1715,0.863,0.998,1,0.98,0,1,1,1,0.999,0.264,1
qNet-dvdtmax-vmax-APD50-max_dv-camax-carest-CaTD50,0.8125,0.6875,0.75,0.836363636,0.841269841,0.90625,0.6,0.428571429,0.75,0.818181818,0.777777778,0.666666667,4.3999813,3.21427575,2.999992,0.440000616,0.642857545,0.30000084,0.666666667,0.545454545,0.615384615,0.264853633,0.90521327,0.7,-11.46581864,29.52125692,-70.22417552,-4.275773846,-5.201459522,-62.23000346,26.54918545,12.14907404,5.950778504,7.404205591,63.95253604,72.03390709,40.81753408,287.2062878,-0.292902106,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,1.184759215,64.31807536,0.063732419,3.76E-05,3.84E-06,22.17761135,1,1,0.953,0.9975,0.998,0.9995,0.9815,1,0.9205,0.996,0.997,0.9715,0.9705,0.6375,0.7855,1,0.0955,0.522,0.9895,1,1,0,0.999493671,1,1,0.994,0.851,1
qNet-dvdtmax-vmax-APD50-max_dv-camax-carest-CaTD90,0.8125,0.625,0.75,0.872727273,0.777777778,0.916666667,0.6,0.428571429,1,0.909090909,0.777777778,0.666666667,6.599938401,2.142853714,2.999994,0.440000616,0.734694219,1.50E-06,0.666666667,0.5,0.666666667,0.249040625,0.924170616,0.8,-6.525289852,34.87215251,-77.89340542,5.239504564,-11.32321253,-154.4993415,36.74366907,75.49213059,41.97949449,108.1167851,63.95253604,72.03390709,40.81753408,287.2062878,-0.292902106,0.000222565,7.28E-05,768.6720229,15.85634121,2.416227739,1.184759215,64.31807536,0.063732419,3.76E-05,3.84E-06,46.44521373,1,1,0.985,0.995,1,1,0.9935,1,0.9445,0.9985,0.9975,0.996,0.984,0.1395,0.7665,0.999,0.107,0.6255,0.996,1,1,0,1,1,1,0.9985,0.696,1
qNet-dvdtmax-vmax-APD50-camax-carest-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.945454545,0.80952381,0.927083333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.642857545,0.30000084,0.666666667,0.571428571,0.666666667,0.187147909,0.966824645,0.766666667,-13.85998019,22.42619019,-68.70661231,57.85288567,-33.38561786,-98.29567401,55.67248236,137.5332858,-78.0509439,261.3335173,63.95253604,72.03390709,40.81753408,287.2062878,0.000222565,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,64.31807536,3.76E-05,3.84E-06,22.17761135,46.44521373,1,1,0.8635,0.9975,1,1,0.9815,1,0.9375,0.9985,0.9945,0.9665,0.999,0.5495,0.7815,1,0.1285,0.8915,0.9975,1,0.823,0.96,1,1,1,0.998,0.173,1
qNet-dvdtmax-vmax-APD90-max_dv-carest-CaTD50-CaTD90,0.8125,0.625,0.8125,0.890909091,0.761904762,0.90625,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,4.3999813,2.571414429,3.999988,0.440000616,0.734694219,0.30000084,0.666666667,0.5,0.666666667,0.218868557,0.933649289,0.7,-37.54340107,64.00192751,-115.2849988,-85.13380551,72.61529432,-241.15929,145.6979111,113.604318,-34.4339066,151.1812942,63.95253604,72.03390709,40.81753408,364.2659437,-0.292902106,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,92.85975461,0.063732419,3.84E-06,22.17761135,46.44521373,0.9995,1,0.8525,0.9985,1,0.9995,0.9665,1,0.834,0.9975,0.9795,0.954,0.854,0.889,0.617,1,0.0855,0.4845,0.889,1,1,0.074,0.995443038,1,1,0.993,0.9395,1
qNet-dvdtmax-vmax-max_dv-camax-carest-CaTD50-CaTD90,0.75,0.625,0.8125,0.854545455,0.73015873,0.916666667,0.6,0.428571429,0.75,0.727272727,0.666666667,0.833333333,2.933326244,1.714283571,4.499979,0.488889514,0.734694219,0.30000084,0.6,0.5,0.666666667,0.246184054,0.924170616,0.7,-12.5042717,30.77334508,-69.74144824,9.207030984,-10.35277869,11.813056,-63.00437856,86.07567645,-40.5929606,36.03957778,63.95253604,72.03390709,40.81753408,-0.292902106,0.000222565,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,1.184759215,0.063732419,3.76E-05,3.84E-06,22.17761135,46.44521373,0.999,1,0.6725,0.998,1,0.9995,0.9775,1,0.9055,0.9965,0.9945,0.894,0.974,0.4465,0.7695,1,0.136,0.593,0.989,1,1,0,1,1,1,0.9965,0.758,1
qNet-dvdtmax-vrest-APD50-APD90-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.571423857,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.204288788,0.924170616,0.8,-13.35298141,26.07945764,-62.56257561,0.571193481,20.93206171,-73.36775419,77.5988349,-9.863059865,-9.614547837,-5.796630963,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,3.76E-05,3.84E-06,22.17761135,1,1,0.9855,0.996,1,1,0.996,1,0.9485,0.9985,1,0.9765,0.9965,0.9725,0.825,0.999,0.1395,0.78,0.997,1,1,0,1,1,1,0.9985,0.476,1
qNet-dvdtmax-vrest-APD50-APD90-camax-carest-CaTD90,0.8125,0.6875,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.777777778,0.75,6.599938401,2.5714215,3.999988,0.440000616,0.551020985,1.33E-06,0.666666667,0.615384615,0.727272727,0.215925697,0.928909953,0.8,-10.31145625,29.43850623,-43.95185947,-1.965322398,49.24958492,-16.215841,30.57263941,0.220413425,-27.99141888,6.438138676,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,0.000222565,7.28E-05,768.6720229,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,3.76E-05,3.84E-06,46.44521373,1,1,0.9905,0.9955,1,1,0.9955,1,0.9505,0.999,1,0.981,0.9975,0.778,0.808,0.999,0.134,0.831,0.9965,1,0.997,0,1,1,1,0.9985,0.333,1
qNet-dvdtmax-vrest-APD50-APD90-camax-CaTD50-CaTD90,0.8125,0.6875,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.5714215,4.499979,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.727272727,0.191982254,0.938388626,0.733333333,-25.73556274,14.33384742,-37.72586397,7.772478999,59.68920297,57.4673889,11.77405393,-49.94042877,-59.34009167,60.54204941,63.95253604,72.03390709,-88.03022061,287.2062878,364.2659437,0.000222565,327.3555683,768.6720229,15.85634121,2.416227739,0.020798121,64.31807536,92.85975461,3.76E-05,22.17761135,46.44521373,1,1,0.9155,0.996,1,1,0.995,1,0.9485,0.999,0.999,0.965,0.994,0.9855,0.801,0.9995,0.185,0.822,0.998,1,0.997,5.00E-04,1,1,1,0.999,0.389,1
qNet-dvdtmax-vrest-APD50-camax-carest-CaTD50-CaTD90,0.8125,0.6875,0.875,0.890909091,0.793650794,0.947916667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.5714215,5.99997,0.440000616,0.551020985,0.272728066,0.666666667,0.615384615,0.75,0.187969489,0.947867299,0.766666667,-35.54593716,4.216796359,-32.17158246,4.631362284,65.8142804,58.01223999,-36.01133971,26.22005754,-85.47099213,140.6825254,63.95253604,72.03390709,-88.03022061,287.2062878,0.000222565,7.28E-05,327.3555683,768.6720229,15.85634121,2.416227739,0.020798121,64.31807536,3.76E-05,3.84E-06,22.17761135,46.44521373,1,1,0.9535,0.996,1,1,0.9955,1,0.954,0.999,0.999,0.977,0.995,0.9985,0.8005,0.9995,0.168,0.8405,0.998,1,0.9905,0.0315,1,1,1,0.999,0.3525,1
qNet-dvdtmax-vrest-APD90-max_dv-camax-carest-CaTD50,0.875,0.75,0.8125,0.981818182,0.888888889,0.958333333,1,0.428571429,1,0.818181818,1,0.75,5.49997525,428571.4951,3.999988,1.22E-06,0.571429,1.33E-06,0.833333333,0.6,0.727272727,0.197670853,0.943127962,0.9,-34.53986359,7.39548471,7.955903764,-9.854712495,44.34849556,130.7863676,17.08538695,-202.6273385,169.229085,-36.80066022,63.95253604,72.03390709,-88.03022061,364.2659437,-0.292902106,0.000222565,7.28E-05,327.3555683,15.85634121,2.416227739,0.020798121,92.85975461,0.063732419,3.76E-05,3.84E-06,22.17761135,1,1,1,0.9395,1,1,0.9925,1,0.9535,0.972,0.9995,0.9955,0.706,0.1085,0.965,0.611,0.0285,0.153,0.9455,1,1,0.9965,0.97721519,1,1,0.001,1,0.983
