Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
dvdtmax-vrest-APD90-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.833333333,5.49997525,2.142853714,4.499979,0.440000616,0.642857545,0.30000084,0.666666667,0.545454545,0.666666667,0.211722727,0.938388626,0.708333333,-11.8306697,15.80504439,-4.27718995,32.3747275,35.08564687,7.130192771,-10.90164539,5.302432088,72.39906799,-88.02084897,363.9871979,0.000245491,7.48E-05,314.3122396,1.261624597,0.009432504,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.998,0.6355,0.998,1,0.996,0.9955,1,1,0.9845,1,1,0.864,0.012,0.993,0.986,0.0925,0.7195,0.9895,1,1,0.7305,1,1,1,0.9895,0.6365,0.9805
dvdtmax-vrest-max_dv-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.746031746,0.916666667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.142853714,4.499979,0.440000616,0.642857545,0.30000084,0.666666667,0.571428571,0.666666667,0.218400089,0.928909953,0.708333333,-7.923388266,13.06108555,-13.56538897,29.15320634,2.196988498,28.97659744,-19.30360062,18.17195485,72.39906799,-88.02084897,-0.298881594,0.000245491,7.48E-05,314.3122396,1.261624597,0.009432504,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.999,0.6045,1,1,0.988,0.9955,1,0.9995,0.9755,1,0.9995,0.853,0.0155,0.9875,0.984,0.0705,0.845,0.979,0.9995,0.9995,0.756,1,1,1,0.9565,0.4475,0.9665
