Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Mean_1,SD_1,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
APD90,0.6875,0.5625,0.875,0.909090909,0.698412698,0.916666667,0.8,0.142857143,1,0.636363636,0.888888889,0.833333333,2.1999967,1.285711714,5.99997,0.314286792,0.964285754,1.20E-06,0.615384615,0.222222222,0.8,0.331857685,0.881516588,0.708333333,-3.766213993,-0.473675912,7.722922067,363.9871979,83.19192952,1,1,0.9965,1,1,1,0.8535,1,0.7555,0,0.9665,0.3385,0.037,0,0.923,1,0.0655,0,0.9135,1,1,0.6565,1,1,1,0,1,0.4065
