Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
dvdtmax-vmax-APD50-max_dv-camax-carest,0.8125,0.625,0.75,0.945454545,0.682539683,0.822916667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.259403876,0.914691943,0.733333333,-26.68948401,4.330869151,-111.8795086,61.62103203,-9.000517842,28.93243861,-37.93855002,25.62225565,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,7.48E-05,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,9.00E-07,1,0.995,0.1075,1,1,1,0.9745,0.9945,0.9045,0.985,0.992,0.992,0.8955,0.0015,0.887,0.9995,0.008,0.7765,0.9875,1,1,0.748,1,1,1,0.998,0.6145,0.985
dvdtmax-vmax-APD50-max_dv-camax-CaTD50,0.8125,0.625,0.75,0.927272727,0.666666667,0.802083333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.275482301,0.90521327,0.733333333,-23.87260925,9.322670437,-136.8423875,80.64919714,-93.22281272,53.29624266,21.6950369,32.55028309,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,314.3122396,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,14.34918714,1,0.9975,0.065,1,0.994,1,0.971,1,0.915,0.985,0.9905,0.992,0.923,0.003,0.8865,0.9985,0.0115,0.9465,0.993,1,1,0.7465,1,1,1,0.996,0.201,0.9875
dvdtmax-vmax-APD50-max_dv-camax-CaTD90,0.875,0.625,0.75,0.927272727,0.698412698,0.802083333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.273287786,0.909952607,0.733333333,-49.41725984,-17.16472035,-133.7605034,81.14961322,-129.5501509,59.28124014,53.59698704,97.9701397,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,747.0841354,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,29.43244193,1,0.9985,0.14,1,1,1,0.98,1,0.9495,0.985,0.9925,0.9935,0.9395,0.0015,0.903,0.9975,0.0255,0.998,0.997,0.999,0.9885,0.779,1,1,0.9985,0.997,0.006,0.989
dvdtmax-vmax-APD50-max_dv-carest-CaTD50,0.8125,0.625,0.75,0.927272727,0.666666667,0.802083333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.276108515,0.90521327,0.733333333,-22.2111546,10.99947929,-133.4015253,73.43573798,-75.70517963,42.38957653,15.34262481,28.49497392,72.39906799,41.22437831,286.8620938,-0.298881594,7.48E-05,314.3122396,1.261624597,0.812209574,53.76993945,0.064078571,9.00E-07,14.34918714,1,0.997,0.0685,1,0.9935,0.9995,0.9785,0.9995,0.92,0.9865,0.994,0.9925,0.9155,0.003,0.889,0.999,0.0125,0.946,0.9915,1,1,0.739,1,1,1,0.9975,0.1935,0.988
dvdtmax-vmax-APD50-max_dv-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.271256261,0.91943128,0.733333333,-38.29753635,-6.334803277,-124.8315924,63.89802805,-89.96824996,34.88796277,35.03911187,77.85141327,72.39906799,41.22437831,286.8620938,-0.298881594,7.48E-05,747.0841354,1.261624597,0.812209574,53.76993945,0.064078571,9.00E-07,29.43244193,1,0.9975,0.149,1,1,1,0.978,1,0.964,0.9885,0.9935,0.994,0.9285,0.003,0.9055,0.9985,0.0275,0.999,0.9935,1,0.999,0.7555,1,1,1,0.9985,0.0165,0.989
dvdtmax-vmax-APD50-max_dv-CaTD50-CaTD90,0.8125,0.625,0.75,0.945454545,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.258561981,0.914691943,0.733333333,-41.52445024,-10.53761771,-123.0807204,76.66418785,-33.90242701,48.12452874,-10.32712393,30.07234554,72.39906799,41.22437831,286.8620938,-0.298881594,314.3122396,747.0841354,1.261624597,0.812209574,53.76993945,0.064078571,14.34918714,29.43244193,1,0.9955,0.127,1,1,1,0.974,0.9975,0.901,0.9845,0.989,0.994,0.9065,0.001,0.8935,0.999,0.008,0.917,0.9905,1,1,0.788,1,1,1,0.9965,0.414,0.9825
dvdtmax-vmax-APD50-camax-carest-CaTD90,0.875,0.625,0.75,0.927272727,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.263238076,0.924170616,0.733333333,-33.55788527,-2.963274427,-90.96610434,40.94262665,-50.17157949,-11.43632491,48.44095217,78.38163055,72.39906799,41.22437831,286.8620938,0.000245491,7.48E-05,747.0841354,1.261624597,0.812209574,53.76993945,1.78E-05,9.00E-07,29.43244193,1,0.9995,0.2705,1,1,1,0.9695,1,0.962,0.986,0.9935,0.9875,0.921,0,0.9075,0.9985,0.02,1,0.9865,0.9995,0.9975,0.7875,1,1,0.9985,0.9975,0.0155,0.991
dvdtmax-vmax-APD50-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.927272727,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.259748174,0.924170616,0.733333333,-40.60510858,-10.31173593,-86.99212961,40.47365556,-54.95330592,45.18768314,-8.158191682,101.988132,72.39906799,41.22437831,286.8620938,7.48E-05,314.3122396,747.0841354,1.261624597,0.812209574,53.76993945,9.00E-07,14.34918714,29.43244193,1,1,0.3165,1,1,1,0.9695,1,0.9575,0.9845,0.994,0.985,0.923,0,0.9115,0.999,0.0205,1,0.986,0.9995,0.996,0.807,1,1,0.994,0.997,0.012,0.991
dvdtmax-vmax-APD90-max_dv-camax-carest,0.875,0.625,0.75,0.927272727,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.260785753,0.924170616,0.733333333,-27.33819281,3.493020539,-90.41339968,47.20177269,58.83261677,-23.38323203,-50.97284671,37.60798,72.39906799,41.22437831,363.9871979,-0.298881594,0.000245491,7.48E-05,1.261624597,0.812209574,83.19192952,0.064078571,1.78E-05,9.00E-07,1,0.9995,0.3415,1,1,1,0.974,1,0.9145,0.988,0.996,0.9875,0.9265,0,0.9295,1,0.009,1,0.9855,1,0.9925,0.794,1,1,0.999,0.998,0.0125,0.992
dvdtmax-vmax-max_dv-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.682539683,0.822916667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.261478237,0.914691943,0.733333333,-25.49042758,5.796624223,-104.8449756,56.78423597,20.51588337,-41.5744782,29.86534555,0.08814132,72.39906799,41.22437831,-0.298881594,0.000245491,7.48E-05,314.3122396,1.261624597,0.812209574,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.997,0.1185,1,1,1,0.9715,0.9955,0.8905,0.9865,0.9915,0.992,0.903,5.00E-04,0.888,0.9995,0.0055,0.88,0.987,1,1,0.7465,1,1,1,0.998,0.476,0.9865
dvdtmax-vmax-max_dv-camax-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.682539683,0.822916667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.277163152,0.914691943,0.733333333,-25.70558029,5.801281684,-101.7807207,54.38246536,16.33025988,-40.9160754,32.5339359,5.042482096,72.39906799,41.22437831,-0.298881594,0.000245491,7.48E-05,747.0841354,1.261624597,0.812209574,0.064078571,1.78E-05,9.00E-07,29.43244193,1,0.9975,0.13,1,1,1,0.97,0.9965,0.8865,0.987,0.991,0.992,0.907,5.00E-04,0.889,0.9995,0.006,0.9605,0.986,1,0.9995,0.7515,1,1,1,0.9975,0.1275,0.988
dvdtmax-vmax-max_dv-camax-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.8125,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.263876986,0.914691943,0.733333333,-59.42227889,-29.8464782,-96.31144402,66.40618574,36.06375672,2.410789154,-46.65310324,82.83381758,72.39906799,41.22437831,-0.298881594,0.000245491,314.3122396,747.0841354,1.261624597,0.812209574,0.064078571,1.78E-05,14.34918714,29.43244193,1,0.9975,0.247,1,1,1,0.9645,0.9975,0.8995,0.9835,0.992,0.994,0.928,0,0.9075,0.999,0.007,0.962,0.9865,1,0.9995,0.819,1,1,1,0.995,0.103,0.987
dvdtmax-vmax-max_dv-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.8125,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.25818466,0.91943128,0.733333333,-70.77505565,-41.02732402,-83.2939645,55.48168814,22.34017503,17.73266811,-66.93743054,139.033779,72.39906799,41.22437831,-0.298881594,7.48E-05,314.3122396,747.0841354,1.261624597,0.812209574,0.064078571,9.00E-07,14.34918714,29.43244193,1,0.9985,0.342,1,1,1,0.968,0.998,0.921,0.9855,0.9935,0.992,0.934,0,0.912,0.999,0.0125,0.9995,0.989,1,0.995,0.837,1,1,1,0.9965,0.0105,0.99
dvdtmax-vmax-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.927272727,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.261855521,0.924170616,0.733333333,-46.18033461,-15.74509871,-84.0116634,41.72751819,-33.1966404,47.70557078,-33.27669638,91.47375616,72.39906799,41.22437831,0.000245491,7.48E-05,314.3122396,747.0841354,1.261624597,0.812209574,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.999,0.3135,1,1,1,0.9675,0.999,0.933,0.986,0.9915,0.99,0.9195,0,0.909,0.9995,0.0165,0.9995,0.9855,1,0.998,0.7945,1,1,0.9995,0.997,0.018,0.9905
dvdtmax-vrest-APD50-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.142853714,4.499979,0.440000616,0.571429,0.30000084,0.666666667,0.6,0.666666667,0.222336723,0.933649289,0.733333333,-17.19555581,11.18426848,8.234808746,32.21996125,69.90807825,-3.266767578,-15.80080061,-14.29889257,72.39906799,-88.02084897,286.8620938,0.000245491,7.48E-05,314.3122396,1.261624597,0.009432504,53.76993945,1.78E-05,9.00E-07,14.34918714,1,0.995,0.4855,1,1,0.9995,0.9945,1,0.993,0.988,1,0.9985,0.898,0.003,0.98,0.9935,0.0545,0.887,0.999,1,1,0.7885,1,1,1,0.9985,0.428,0.9845
dvdtmax-vrest-APD50-carest-CaTD50-CaTD90,0.875,0.6875,0.8125,0.945454545,0.746031746,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,8.799914201,2.142853714,4.499979,0.4000006,0.551020985,0.30000084,0.75,0.615384615,0.666666667,0.242669313,0.933649289,0.733333333,-24.61817698,5.025330648,9.339463381,29.22299378,38.627902,1.918286541,-25.86065815,52.52001816,72.39906799,-88.02084897,286.8620938,7.48E-05,314.3122396,747.0841354,1.261624597,0.009432504,53.76993945,9.00E-07,14.34918714,29.43244193,1,0.996,0.409,1,1,1,0.9955,1,0.9945,0.99,1,0.9975,0.929,0.003,0.979,0.9955,0.0575,0.979,0.999,1,1,0.8305,1,1,1,1,0.015,0.9885
dvdtmax-vrest-APD90-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.833333333,5.49997525,2.142853714,4.499979,0.440000616,0.642857545,0.30000084,0.666666667,0.545454545,0.666666667,0.211722727,0.938388626,0.766666667,-11.8306697,15.80504439,-4.27718995,32.3747275,35.08564687,7.130192771,-10.90164539,5.302432088,72.39906799,-88.02084897,363.9871979,0.000245491,7.48E-05,314.3122396,1.261624597,0.009432504,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.998,0.6355,0.998,1,0.996,0.9955,1,1,0.9845,1,1,0.864,0.012,0.993,0.986,0.0925,0.7195,0.9895,1,1,0.7305,1,1,1,0.9895,0.6365,0.9805
dvdtmax-vrest-APD90-carest-CaTD50-CaTD90,0.875,0.6875,0.8125,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,3.999988,0.4000006,0.551020985,0.30000084,0.75,0.615384615,0.666666667,0.25015515,0.928909953,0.733333333,-18.7222109,12.64177881,-15.63799903,27.137289,-24.16837067,27.27574994,-5.495312567,70.08046647,72.39906799,-88.02084897,363.9871979,7.48E-05,314.3122396,747.0841354,1.261624597,0.009432504,83.19192952,9.00E-07,14.34918714,29.43244193,1,0.998,0.317,1,1,1,0.994,1,0.9935,0.991,1,0.998,0.931,0.005,0.967,0.9955,0.054,1,0.9985,1,0.998,0.8,1,1,1,1,0.011,0.99
dvdtmax-vrest-max_dv-camax-carest-CaTD50,0.8125,0.6875,0.8125,0.927272727,0.746031746,0.916666667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,6.599938401,2.142853714,4.499979,0.440000616,0.642857545,0.30000084,0.666666667,0.571428571,0.666666667,0.218400089,0.928909953,0.766666667,-7.923388266,13.06108555,-13.56538897,29.15320634,2.196988498,28.97659744,-19.30360062,18.17195485,72.39906799,-88.02084897,-0.298881594,0.000245491,7.48E-05,314.3122396,1.261624597,0.009432504,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.999,0.6045,1,1,0.988,0.9955,1,0.9995,0.9755,1,0.9995,0.853,0.0155,0.9875,0.984,0.0705,0.845,0.979,0.9995,0.9995,0.756,1,1,1,0.9565,0.4475,0.9665
dvdtmax-APD50-APD90-max_dv-carest-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.714286,0.333334222,0.666666667,0.533333333,0.6,0.245313475,0.924170616,0.733333333,-24.32779885,-0.689082418,-12.6911284,-39.96708683,15.47334607,-43.54684923,58.28235435,107.2312966,72.39906799,286.8620938,363.9871979,-0.298881594,7.48E-05,747.0841354,1.261624597,53.76993945,83.19192952,0.064078571,9.00E-07,29.43244193,1,1,0.5105,1,1,1,0.955,1,0.938,0.933,0.9955,0.9685,0.8675,0,0.925,0.9965,0.022,0.9285,0.9815,0.98,0.9915,0.935,1,1,0.9315,0.977,0.135,0.984
dvdtmax-APD50-APD90-camax-carest-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.8125,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.25851633,0.914691943,0.733333333,-23.33287891,-1.511332691,-20.82002591,-74.87603297,-60.6583079,26.12323121,63.63771873,155.2230772,72.39906799,286.8620938,363.9871979,0.000245491,7.48E-05,747.0841354,1.261624597,53.76993945,83.19192952,1.78E-05,9.00E-07,29.43244193,1,1,0.2625,1,1,1,0.9295,1,0.918,0.93,0.993,0.975,0.8545,0,0.879,0.994,0.027,0.8495,0.9775,0.994,0.998,0.891,1,1,0.9895,0.9635,0.3155,0.976
dvdtmax-APD50-APD90-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.472475401,1.714283571,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.253006286,0.91943128,0.733333333,-31.47164341,-10.25675549,-17.45326187,-37.31138966,-57.03450761,68.25716376,-26.87978982,162.8031243,72.39906799,286.8620938,363.9871979,7.48E-05,314.3122396,747.0841354,1.261624597,53.76993945,83.19192952,9.00E-07,14.34918714,29.43244193,1,1,0.284,1,1,1,0.9205,1,0.921,0.936,0.99,0.98,0.851,0,0.886,0.996,0.0285,0.824,0.974,0.996,0.998,0.885,1,1,0.993,0.96,0.392,0.977
dvdtmax-APD50-max_dv-camax-carest-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.250469672,0.924170616,0.733333333,-20.4061704,3.489415344,-20.28167883,-25.88010606,-38.36149235,-17.56058521,67.10849422,96.25623591,72.39906799,286.8620938,-0.298881594,0.000245491,7.48E-05,747.0841354,1.261624597,53.76993945,0.064078571,1.78E-05,9.00E-07,29.43244193,1,1,0.4465,1,1,1,0.9475,1,0.9105,0.9435,0.9945,0.972,0.8635,0,0.917,0.996,0.021,0.8705,0.977,0.989,0.996,0.901,1,1,0.977,0.9795,0.1945,0.983
dvdtmax-APD50-max_dv-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.247325092,0.924170616,0.733333333,-23.85986555,-0.131727407,-15.97379491,-40.16310304,-36.91174202,61.3113024,-0.15025889,112.6165568,72.39906799,286.8620938,-0.298881594,7.48E-05,314.3122396,747.0841354,1.261624597,53.76993945,0.064078571,9.00E-07,14.34918714,29.43244193,1,1,0.4645,1,1,1,0.951,1,0.925,0.9395,0.995,0.9705,0.8655,0,0.921,0.996,0.0225,0.9105,0.9805,0.9835,0.996,0.9215,1,1,0.962,0.9775,0.161,0.983
dvdtmax-APD90-max_dv-camax-carest-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.533333333,0.6,0.239772378,0.928909953,0.733333333,-19.04736372,4.857126186,-16.26304958,48.76803147,-63.42374649,-39.44051272,62.700603,56.39830319,72.39906799,363.9871979,-0.298881594,0.000245491,7.48E-05,747.0841354,1.261624597,83.19192952,0.064078571,1.78E-05,9.00E-07,29.43244193,1,1,0.613,1,1,0.9995,0.9575,1,0.929,0.939,0.9965,0.966,0.856,0,0.937,0.998,0.0185,0.906,0.9805,0.981,0.9845,0.912,1,1,0.9445,0.9765,0.172,0.985
dvdtmax-APD90-max_dv-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.241725482,0.928791469,0.733333333,-37.89411735,-14.0674269,-3.075437099,11.05557094,-45.71584217,49.08515597,-24.92413137,125.564656,72.39906799,363.9871979,-0.298881594,7.48E-05,314.3122396,747.0841354,1.261624597,83.19192952,0.064078571,9.00E-07,14.34918714,29.43244193,1,1,0.5445,1,1,1,0.947,1,0.932,0.9385,0.997,0.958,0.875,0,0.9295,0.998,0.0175,0.978,0.978,0.986,0.9855,0.948,1,1,0.9395,0.976,0.1015,0.9835
dvdtmax-max_dv-camax-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.248709099,0.928909953,0.733333333,-27.03820084,-3.335469932,-16.39704442,-38.28100488,-31.04857586,68.62800195,-18.89773806,105.4374877,72.39906799,-0.298881594,0.000245491,7.48E-05,314.3122396,747.0841354,1.261624597,0.064078571,1.78E-05,9.00E-07,14.34918714,29.43244193,1,1,0.454,1,1,1,0.945,1,0.909,0.949,0.9945,0.973,0.8605,0,0.9195,0.996,0.0205,0.8655,0.9755,0.9895,0.996,0.9035,1,1,0.981,0.977,0.2155,0.985
vmax-vrest-APD50-APD90-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.229232457,0.928909953,0.733333333,-18.00148215,11.59691882,2.690002681,27.29259362,102.7868939,-28.5496657,-25.08725312,-19.7229286,41.22437831,-88.02084897,286.8620938,363.9871979,0.000245491,314.3122396,0.812209574,0.009432504,53.76993945,83.19192952,1.78E-05,14.34918714,1,0.997,0.403,1,0.998,0.999,0.9965,0.9995,0.9655,0.9885,1,0.997,0.8975,0.002,0.9365,0.999,0.0335,0.8585,0.9995,1,1,0.804,1,1,1,0.999,0.5125,0.987
vmax-vrest-APD50-APD90-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.223437812,0.928909953,0.733333333,-12.60247091,14.50123368,-0.469663708,26.08374782,58.00020056,-22.58474587,-3.921933232,2.683956115,41.22437831,-88.02084897,286.8620938,363.9871979,7.48E-05,747.0841354,0.812209574,0.009432504,53.76993945,83.19192952,9.00E-07,29.43244193,1,0.9995,0.49,1,1,0.996,0.995,1,0.9805,0.982,1,0.996,0.8655,0.0015,0.9425,0.9975,0.0415,0.775,0.999,1,1,0.7985,1,1,1,0.996,0.607,0.9815
vmax-vrest-APD90-carest-CaTD50-CaTD90,0.875,0.6875,0.8125,0.945454545,0.73015873,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,3.999988,0.4000006,0.551020985,0.30000084,0.75,0.615384615,0.666666667,0.246012722,0.924170616,0.733333333,-25.569898,4.799008031,7.863635945,24.46338492,13.22984725,14.89624371,-25.08843682,75.19187999,41.22437831,-88.02084897,363.9871979,7.48E-05,314.3122396,747.0841354,0.812209574,0.009432504,83.19192952,9.00E-07,14.34918714,29.43244193,1,0.997,0.3155,1,1,1,0.995,1,0.993,0.989,1,0.997,0.9395,0.003,0.9765,0.9955,0.056,1,0.999,1,0.99,0.8715,1,1,1,1,0.0045,0.99
vmax-vrest-max_dv-carest-CaTD50-CaTD90,0.875,0.6875,0.8125,0.945454545,0.73015873,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,3.999988,0.4000006,0.551020985,0.30000084,0.75,0.615384615,0.666666667,0.245658706,0.924170616,0.733333333,-23.29826843,8.686187171,-0.89954745,27.46396553,-11.65590972,27.56630226,-17.41408498,87.88797445,41.22437831,-88.02084897,-0.298881594,7.48E-05,314.3122396,747.0841354,0.812209574,0.009432504,0.064078571,9.00E-07,14.34918714,29.43244193,1,0.9995,0.3325,1,1,1,0.993,1,0.9915,0.989,1,0.9965,0.938,0.003,0.9725,0.996,0.052,1,0.9985,1,0.9815,0.8795,1,1,0.9965,1,0.0035,0.992
vrest-APD50-APD90-camax-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.251104264,0.924170616,0.733333333,-17.28467395,13.4441334,35.45956964,111.5282764,-45.3997208,-6.625560039,-13.27282699,-13.30542644,-88.02084897,286.8620938,363.9871979,0.000245491,7.48E-05,314.3122396,0.009432504,53.76993945,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.9975,0.373,1,0.994,0.9995,0.994,1,0.9685,0.9895,1,0.997,0.92,0.003,0.9425,0.9985,0.037,0.9525,0.999,1,1,0.8225,1,1,1,0.999,0.053,0.9875
vrest-APD50-camax-carest-CaTD50-CaTD90,0.875,0.6875,0.8125,0.945454545,0.746031746,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.833333333,8.799914201,2.142853714,4.499979,0.4000006,0.551020985,0.30000084,0.75,0.615384615,0.666666667,0.242039291,0.933649289,0.733333333,-24.85298568,6.869869949,31.76459867,5.222782535,19.02145285,2.114267256,-13.52709271,65.66560121,-88.02084897,286.8620938,0.000245491,7.48E-05,314.3122396,747.0841354,0.009432504,53.76993945,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.998,0.4335,1,1,1,0.995,1,0.999,0.9895,1,0.997,0.9345,0.0035,0.986,0.9955,0.0645,1,0.9985,0.9995,0.979,0.803,1,1,1,1,0.0035,0.992
APD50-APD90-max_dv-carest-CaTD50-CaTD90,0.8125,0.625,0.75,0.927272727,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.244286563,0.91943128,0.733333333,-26.99714982,-3.763591694,-25.42733786,27.4341464,-47.22777965,50.49285702,-9.424811668,105.6432294,286.8620938,363.9871979,-0.298881594,7.48E-05,314.3122396,747.0841354,53.76993945,83.19192952,0.064078571,9.00E-07,14.34918714,29.43244193,1,1,0.5115,1,1,1,0.9545,1,0.954,0.9275,0.9975,0.9575,0.8785,0,0.935,0.998,0.0205,0.973,0.983,0.983,0.986,0.953,1,1,0.9095,0.973,0.098,0.983
