Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-vmax-vrest-max_dv-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.238042623,0.91943128,0.733333333,-14.39572825,13.42889369,-36.04478554,-3.98827071,0.630197526,8.003732951,-2.015911388,-8.840409173,64.09733802,41.22437831,-88.02084897,-0.298881594,0.000245491,314.3122396,12.52235177,0.812209574,0.009432504,0.064078571,1.78E-05,14.34918714,1,0.9985,0.354,1,1,0.9955,0.989,1,0.907,0.982,0.998,0.997,0.8585,0.0025,0.9235,1,0.009,0.762,0.9945,1,1,0.8095,1,1,1,0.9915,0.6435,0.982
qNet-vmax-vrest-max_dv-carest-CaTD90,0.875,0.6875,0.75,0.945454545,0.73015873,0.864583333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.244209233,0.928909953,0.733333333,-16.59499731,14.15893019,-16.53305343,-11.87488251,15.84140087,-23.4046733,25.27626411,47.48490572,64.09733802,41.22437831,-88.02084897,-0.298881594,7.48E-05,747.0841354,12.52235177,0.812209574,0.009432504,0.064078571,9.00E-07,29.43244193,1,1,0.49,1,1,0.998,0.9955,1,0.9645,0.989,1,0.997,0.9185,0.0015,0.9475,0.998,0.0295,1,0.9965,1,0.9905,0.8215,1,1,0.9995,0.998,0.0085,0.991
qNet-vmax-vrest-max_dv-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.257018078,0.91943128,0.733333333,-23.13387529,8.613146879,-39.47490126,-3.638542448,9.248691575,7.437525294,-27.02831859,37.4861651,64.09733802,41.22437831,-88.02084897,-0.298881594,314.3122396,747.0841354,12.52235177,0.812209574,0.009432504,0.064078571,14.34918714,29.43244193,1,0.996,0.2645,1,1,0.9995,0.9955,1,0.939,0.991,0.9975,0.9995,0.9265,0.0065,0.942,1,0.0175,0.996,0.998,0.9995,0.9965,0.8775,1,1,1,1,0.0045,0.9885
qNet-vmax-APD50-APD90-carest-CaTD50,0.8125,0.625,0.75,0.927272727,0.682539683,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.250347043,0.924170616,0.733333333,-26.59832683,4.912966769,-36.62453464,11.58532055,-36.36598196,87.06246817,-14.12360339,-24.02012692,64.09733802,41.22437831,286.8620938,363.9871979,7.48E-05,314.3122396,12.52235177,0.812209574,53.76993945,83.19192952,9.00E-07,14.34918714,1,0.997,0.4415,1,1,0.9995,0.994,0.9995,0.955,0.9925,1,0.997,0.9305,0.0015,0.962,0.998,0.03,0.9525,0.999,0.9995,0.972,0.808,1,0.951,1,1,0.073,0.99
qNet-vmax-APD50-APD90-carest-CaTD90,0.8125,0.625,0.75,0.927272727,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.221233097,0.933649289,0.733333333,-13.52104635,13.45978462,-28.79640397,-0.969845138,-51.4708603,51.40669954,7.445449404,5.196015597,64.09733802,41.22437831,286.8620938,363.9871979,7.48E-05,747.0841354,12.52235177,0.812209574,53.76993945,83.19192952,9.00E-07,29.43244193,1,1,0.5605,1,1,0.9955,0.997,1,0.9675,0.984,1,0.997,0.843,0.001,0.952,0.998,0.034,0.6965,0.9985,1,1,0.7635,1,1,1,0.9955,0.7175,0.981
qNet-vmax-APD50-max_dv-camax-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.255249218,0.91943128,0.733333333,-15.79349287,13.79502501,-32.41789146,-0.513111027,4.965456515,-4.139601874,12.96097657,-4.838840122,64.09733802,41.22437831,286.8620938,-0.298881594,0.000245491,7.48E-05,12.52235177,0.812209574,53.76993945,0.064078571,1.78E-05,9.00E-07,1,1,0.3285,1,1,0.997,0.976,1,0.882,0.9855,0.9975,0.9935,0.896,5.00E-04,0.922,1,0.004,0.938,0.9835,1,1,0.837,1,1,1,0.9925,0.1915,0.9855
qNet-vmax-APD50-max_dv-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.250251891,0.91943128,0.733333333,-20.83485595,10.59914015,-38.61959489,-0.907257736,32.39257576,1.333956656,-13.70806457,-22.29592323,64.09733802,41.22437831,286.8620938,-0.298881594,0.000245491,314.3122396,12.52235177,0.812209574,53.76993945,0.064078571,1.78E-05,14.34918714,1,0.9975,0.3035,1,0.9995,0.9985,0.9795,0.9965,0.8865,0.988,0.9955,0.997,0.904,0.002,0.924,1,0.004,0.9125,0.988,1,1,0.832,1,1,1,0.9975,0.313,0.9875
qNet-vmax-APD50-max_dv-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.254400134,0.924170616,0.733333333,-15.70610836,13.80413511,-29.33141014,-9.910162276,-14.88214681,-18.20197197,25.58897832,36.18831364,64.09733802,41.22437831,286.8620938,-0.298881594,7.48E-05,747.0841354,12.52235177,0.812209574,53.76993945,0.064078571,9.00E-07,29.43244193,1,1,0.413,1,1,0.997,0.9775,1,0.9105,0.9865,0.996,0.9935,0.908,0,0.927,1,0.009,0.9995,0.9875,1,0.999,0.8305,1,1,0.9995,0.995,0.017,0.988
qNet-vmax-APD50-max_dv-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.263868406,0.91943128,0.733333333,-26.59761935,6.736512448,-43.37561155,-0.509183715,4.034994623,8.461270538,-28.84947172,29.96118017,64.09733802,41.22437831,286.8620938,-0.298881594,314.3122396,747.0841354,12.52235177,0.812209574,53.76993945,0.064078571,14.34918714,29.43244193,1,0.997,0.2825,1,1,1,0.9855,0.9975,0.896,0.9905,0.9965,0.997,0.9235,0.003,0.9255,1,0.007,0.969,0.9935,1,1,0.842,1,1,1,1,0.0155,0.989
qNet-vmax-APD50-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.714286,0.333334222,0.727272727,0.5,0.6,0.244179377,0.91943128,0.733333333,-20.19148007,10.89873283,-37.59388724,-1.95166746,35.03009072,-19.25242081,4.098909003,-22.83243963,64.09733802,41.22437831,286.8620938,0.000245491,7.48E-05,314.3122396,12.52235177,0.812209574,53.76993945,1.78E-05,9.00E-07,14.34918714,1,0.997,0.3145,1,0.9985,0.9985,0.9825,0.996,0.8895,0.988,0.9955,0.997,0.9,0.002,0.9235,1,0.004,0.888,0.9885,1,1,0.8285,1,1,1,0.9975,0.4285,0.987
qNet-vmax-APD50-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857548,0.333334222,0.75,0.571428571,0.6,0.255911967,0.924170616,0.733333333,-24.70178121,8.666512899,-41.65227874,-9.319004026,-37.76089556,26.4232326,-23.11372771,69.14246325,64.09733802,41.22437831,286.8620938,7.48E-05,314.3122396,747.0841354,12.52235177,0.812209574,53.76993945,9.00E-07,14.34918714,29.43244193,1,0.997,0.304,1,1,1,0.9915,1,0.952,0.993,0.9965,0.998,0.935,0.0035,0.94,1,0.021,1,0.995,1,0.997,0.8245,1,1,0.9995,1,0.0095,0.9925
qNet-vmax-APD90-camax-carest-CaTD50,0.8125,0.625,0.75,0.927272727,0.666666667,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.253966185,0.924170616,0.733333333,-29.47488633,2.690899899,-35.38217393,11.77814371,66.33060373,-10.00838507,-12.10019524,-32.44986997,64.09733802,41.22437831,363.9871979,0.000245491,7.48E-05,314.3122396,12.52235177,0.812209574,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.996,0.4085,1,0.9995,1,0.992,0.9975,0.935,0.9915,1,0.997,0.925,0.001,0.9455,0.999,0.015,0.9475,0.997,1,0.994,0.8155,1,0.9305,1,1,0.106,0.9895
qNet-vmax-APD90-camax-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.24572002,0.924170616,0.733333333,-17.19097049,12.80564546,-27.16361838,4.466978428,5.619584299,15.70559747,-6.054588004,1.357857945,64.09733802,41.22437831,363.9871979,0.000245491,7.48E-05,747.0841354,12.52235177,0.812209574,83.19192952,1.78E-05,9.00E-07,29.43244193,1,1,0.3355,1,1,0.998,0.9795,1,0.8985,0.9845,0.9985,0.9915,0.8935,0,0.9225,1,0.008,0.908,0.983,1,1,0.8195,1,1,1,0.995,0.368,0.9855
qNet-vmax-APD90-camax-CaTD50-CaTD90,0.875,0.6875,0.75,0.945454545,0.682539683,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.248930868,0.924170616,0.733333333,-45.8090967,-13.76646428,-34.85021888,8.866717321,50.97593276,-6.62748304,-58.24852102,65.84986722,64.09733802,41.22437831,363.9871979,0.000245491,314.3122396,747.0841354,12.52235177,0.812209574,83.19192952,1.78E-05,14.34918714,29.43244193,1,0.9965,0.445,1,1,1,0.992,0.9975,0.941,0.992,0.999,0.997,0.936,0.001,0.946,0.999,0.0185,0.9935,0.997,1,0.9895,0.8385,1,0.9835,1,1,0.0085,0.9905
qNet-vmax-max_dv-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.682539683,0.84375,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.243895444,0.91943128,0.733333333,-16.96419714,12.52266161,-38.60366226,-0.544836848,9.189266784,8.233376457,-8.556633572,-9.814013431,64.09733802,41.22437831,-0.298881594,0.000245491,7.48E-05,314.3122396,12.52235177,0.812209574,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.9985,0.301,1,1,0.997,0.9835,1,0.8975,0.985,0.9965,0.9965,0.8865,0.0025,0.926,1,0.0075,0.886,0.992,1,1,0.8265,1,1,1,0.9955,0.444,0.985
qNet-vmax-max_dv-camax-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.26134934,0.91943128,0.733333333,-16.94921938,14.28932772,-31.09307506,-5.005857538,-17.20958217,6.577615547,12.41514207,21.01627686,64.09733802,41.22437831,-0.298881594,0.000245491,7.48E-05,747.0841354,12.52235177,0.812209574,0.064078571,1.78E-05,9.00E-07,29.43244193,1,1,0.3435,1,1,0.9985,0.976,1,0.872,0.988,0.997,0.9925,0.9195,0,0.9245,1,0.0035,1,0.9835,1,0.993,0.844,1,1,0.999,0.9955,0.0045,0.9895
qNet-vmax-max_dv-camax-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.260537358,0.91943128,0.733333333,-35.64904739,-1.697819968,-40.30861855,2.228257512,8.164355597,9.9588461,-38.32205493,58.47542299,64.09733802,41.22437831,-0.298881594,0.000245491,314.3122396,747.0841354,12.52235177,0.812209574,0.064078571,1.78E-05,14.34918714,29.43244193,1,0.997,0.3065,1,1,1,0.984,0.9985,0.899,0.992,0.9965,0.997,0.936,0.002,0.9275,1,0.0085,0.9975,0.9925,0.9995,0.9935,0.8405,1,1,1,1,0.006,0.99
qNet-vmax-max_dv-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.256825471,0.924170616,0.733333333,-38.42133729,-5.057974703,-38.25733271,-1.76646003,1.379434097,14.20652904,-44.85518018,79.18934729,64.09733802,41.22437831,-0.298881594,7.48E-05,314.3122396,747.0841354,12.52235177,0.812209574,0.064078571,9.00E-07,14.34918714,29.43244193,1,0.997,0.3405,1,1,1,0.9855,0.999,0.9145,0.991,0.995,0.997,0.939,0.002,0.933,1,0.0115,1,0.993,1,0.991,0.837,1,1,0.9995,1,0.0065,0.9915
qNet-vmax-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.25717058,0.91943128,0.733333333,-33.65229231,-0.555128359,-38.36744068,-3.461241161,-5.663226061,17.33473528,-39.20478026,67.92250855,64.09733802,41.22437831,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,0.812209574,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.997,0.3315,1,1,1,0.9865,0.9985,0.917,0.991,0.995,0.997,0.9355,0.002,0.933,1,0.0115,1,0.993,1,0.9975,0.8335,1,1,0.9995,1,0.008,0.991
qNet-vrest-APD50-APD90-camax-carest,0.8125,0.625,0.75,0.927272727,0.698412698,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.244460101,0.924170616,0.733333333,-16.25528457,12.89998176,-35.81499056,5.782359315,-47.67082389,51.22052807,22.44142618,-15.78770287,64.09733802,-88.02084897,286.8620938,363.9871979,0.000245491,7.48E-05,12.52235177,0.009432504,53.76993945,83.19192952,1.78E-05,9.00E-07,1,0.9985,0.445,1,1,0.9975,0.994,1,0.9635,0.987,1,0.9975,0.905,0.003,0.964,0.9965,0.035,0.946,0.9985,0.9995,0.982,0.8085,1,1,1,0.9945,0.1145,0.9855
qNet-vrest-APD50-APD90-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.864583333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.232661464,0.928909953,0.733333333,-20.29426601,9.591608917,-44.37202356,-3.547430154,-42.99422044,68.8313424,-10.33600421,-19.07198896,64.09733802,-88.02084897,286.8620938,363.9871979,0.000245491,314.3122396,12.52235177,0.009432504,53.76993945,83.19192952,1.78E-05,14.34918714,1,0.997,0.443,1,1,0.999,0.996,0.9985,0.953,0.9895,1,0.999,0.9025,0.003,0.9565,0.9995,0.027,0.8925,0.999,1,1,0.7865,1,1,1,0.999,0.3905,0.9875
qNet-vrest-APD50-APD90-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.247480772,0.928909953,0.733333333,-20.02322824,10.6063553,-39.85427084,3.861402001,-25.45311005,52.39976564,-8.639358194,-15.61975898,64.09733802,-88.02084897,286.8620938,363.9871979,7.48E-05,314.3122396,12.52235177,0.009432504,53.76993945,83.19192952,9.00E-07,14.34918714,1,0.998,0.4175,1,1,0.999,0.9945,1,0.95,0.9895,1,0.9985,0.914,0.003,0.96,0.999,0.027,0.947,0.999,0.9995,1,0.8085,1,1,1,0.9985,0.091,0.9905
qNet-vrest-APD50-APD90-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.221045015,0.928909953,0.733333333,-12.93917187,14.12380731,-10.77628992,16.33667976,17.41176735,7.631624201,-1.091333723,1.058559277,64.09733802,-88.02084897,286.8620938,363.9871979,7.48E-05,747.0841354,12.52235177,0.009432504,53.76993945,83.19192952,9.00E-07,29.43244193,1,0.9995,0.5235,1,1,0.996,0.996,1,0.9775,0.982,1,0.9965,0.857,0.0015,0.947,0.9975,0.0405,0.737,0.999,1,1,0.785,1,1,1,0.995,0.6705,0.98
qNet-vrest-APD50-APD90-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857545,0.333334222,0.75,0.571428571,0.6,0.251979335,0.924170616,0.733333333,-24.4163486,7.803801178,-36.76537593,6.170608005,-21.87405023,38.30003598,-22.97732143,27.8080107,64.09733802,-88.02084897,286.8620938,363.9871979,314.3122396,747.0841354,12.52235177,0.009432504,53.76993945,83.19192952,14.34918714,29.43244193,1,0.997,0.3705,1,1,1,0.996,1,0.9525,0.992,1,0.9985,0.935,0.003,0.9535,0.9995,0.029,0.9985,0.999,0.9995,0.9715,0.83,1,1,1,1,0.0035,0.991
qNet-vrest-APD50-camax-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.250122902,0.928909953,0.733333333,-19.72452221,11.39484207,-20.29000704,20.24175719,50.90271315,-4.483621493,-11.90285334,-16.62872893,64.09733802,-88.02084897,286.8620938,0.000245491,7.48E-05,314.3122396,12.52235177,0.009432504,53.76993945,1.78E-05,9.00E-07,14.34918714,1,0.9975,0.395,1,1,0.999,0.9935,1,0.9535,0.99,1,0.998,0.9155,0.003,0.947,0.999,0.0315,0.9495,0.999,1,1,0.823,1,1,1,0.999,0.0585,0.9885
qNet-vrest-APD90-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.246600009,0.924170616,0.733333333,-20.2465861,10.51582884,-33.80318253,8.824145302,36.37815279,-3.056673625,-9.134497894,-17.03669365,64.09733802,-88.02084897,363.9871979,0.000245491,7.48E-05,314.3122396,12.52235177,0.009432504,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.9975,0.4135,1,1,0.999,0.994,1,0.9505,0.9895,1,0.9985,0.913,0.003,0.9565,0.999,0.0275,0.9445,0.999,0.9995,1,0.8125,1,1,1,0.9985,0.111,0.9895
qNet-vrest-max_dv-camax-carest-CaTD50,0.8125,0.625,0.75,0.927272727,0.682539683,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.248552625,0.91943128,0.733333333,-16.32349624,12.82154011,-32.69181119,8.55461771,8.98702462,22.68237317,-19.58694519,-3.976022122,64.09733802,-88.02084897,-0.298881594,0.000245491,7.48E-05,314.3122396,12.52235177,0.009432504,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.9985,0.33,1,1,0.997,0.991,1,0.9215,0.986,0.998,0.997,0.895,0.003,0.935,1,0.0125,0.9255,0.9975,0.9995,0.9995,0.8315,1,1,1,0.994,0.2505,0.984
qNet-APD50-APD90-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.246033791,0.924170616,0.733333333,-20.47348133,10.04933526,-44.11476269,-38.75612385,63.06892454,-1.552167389,-6.932411101,-16.91383345,64.09733802,286.8620938,363.9871979,0.000245491,7.48E-05,314.3122396,12.52235177,53.76993945,83.19192952,1.78E-05,9.00E-07,14.34918714,1,0.9975,0.4235,1,1,0.999,0.9945,1,0.948,0.99,1,0.999,0.9115,0.003,0.9615,0.999,0.0255,0.944,0.999,0.9995,1,0.8055,1,0.999,1,0.998,0.119,0.99
qNet-APD50-APD90-carest-CaTD50-CaTD90,0.875,0.6875,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.551020985,0.333334222,0.75,0.615384615,0.6,0.249934982,0.924170616,0.733333333,-25.47160006,6.550477602,-40.99108849,-55.74523663,51.79380501,10.25037086,-24.84178396,45.31261573,64.09733802,286.8620938,363.9871979,7.48E-05,314.3122396,747.0841354,12.52235177,53.76993945,83.19192952,9.00E-07,14.34918714,29.43244193,1,0.997,0.353,1,1,1,0.9955,1,0.9625,0.992,1,0.998,0.936,0.003,0.956,0.9995,0.03,1,0.9985,0.9995,0.9975,0.837,1,1,1,1,0.005,0.991
qNet-APD50-max_dv-camax-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.245406247,0.91943128,0.733333333,-20.97201262,10.35901038,-35.89496202,36.4566578,0.850223783,-17.08497652,2.441693764,-22.90362428,64.09733802,286.8620938,-0.298881594,0.000245491,7.48E-05,314.3122396,12.52235177,53.76993945,0.064078571,1.78E-05,9.00E-07,14.34918714,1,0.997,0.3075,1,0.9995,0.9985,0.981,0.996,0.8895,0.9875,0.9965,0.9965,0.904,0.002,0.9235,1,0.004,0.9,0.988,1,1,0.8245,1,1,1,0.9975,0.4035,0.9875
qNet-APD50-max_dv-camax-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.261668445,0.91943128,0.733333333,-28.6202905,6.310616314,-39.91409342,-127.2597615,21.38270071,77.46162558,-0.373237479,102.6375326,64.09733802,286.8620938,-0.298881594,0.000245491,7.48E-05,747.0841354,12.52235177,53.76993945,0.064078571,1.78E-05,9.00E-07,29.43244193,1,0.9995,0.3,1,1,0.9995,0.9925,1,0.956,0.988,0.9995,0.9955,0.937,0.002,0.9375,1,0.0295,1,0.9975,0.999,0.921,0.8145,1,1,0.998,1,0.003,0.993
qNet-APD50-max_dv-camax-CaTD50-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.262142392,0.91943128,0.733333333,-32.02829405,3.195598773,-44.40412384,-99.45806709,22.90662919,57.77959922,-16.68002098,98.10146804,64.09733802,286.8620938,-0.298881594,0.000245491,314.3122396,747.0841354,12.52235177,53.76993945,0.064078571,1.78E-05,14.34918714,29.43244193,1,0.998,0.275,1,1,1,0.9925,1,0.948,0.99,0.999,0.997,0.9415,0.003,0.939,1,0.027,1,0.9975,0.999,0.9265,0.8295,1,1,0.9995,1,0.002,0.9925
qNet-APD90-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.252168037,0.924170616,0.733333333,-35.82914414,-3.887114225,-39.18257238,27.70993524,-11.59345408,8.718249412,-45.12567758,53.74133919,64.09733802,363.9871979,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,83.19192952,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.997,0.3995,1,1,1,0.992,0.9975,0.937,0.991,0.998,0.998,0.9265,0.002,0.939,0.9995,0.015,0.9925,0.996,1,0.9995,0.8245,1,1,1,1,0.0115,0.9895
qNet-max_dv-camax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.256447337,0.924170616,0.733333333,-37.9973902,-4.853204693,-36.09011595,3.576992505,0.218769458,13.5704542,-44.11445308,77.22466426,64.09733802,-0.298881594,0.000245491,7.48E-05,314.3122396,747.0841354,12.52235177,0.064078571,1.78E-05,9.00E-07,14.34918714,29.43244193,1,0.997,0.3415,1,1,1,0.9875,0.9985,0.92,0.991,0.996,0.997,0.9375,0.0015,0.9315,1,0.012,1,0.9925,1,0.9975,0.8315,1,1,1,1,0.0075,0.9915
dvdtmax-vmax-vrest-max_dv-camax-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.262421439,0.91943128,0.733333333,-26.13148334,4.939037762,-93.33054254,53.23903227,15.9360761,30.37882312,-11.27868172,-2.392132714,72.39906799,41.22437831,-88.02084897,-0.298881594,0.000245491,7.48E-05,1.261624597,0.812209574,0.009432504,0.064078571,1.78E-05,9.00E-07,1,0.993,0.163,1,1,1,0.9955,0.999,0.949,0.9895,0.9985,0.9965,0.9225,0.005,0.926,0.999,0.023,0.9415,0.9985,1,1,0.804,1,1,1,0.9995,0.1515,0.988
