Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Mean_1,Mean_2,Mean_3,SD_1,SD_2,SD_3,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-vmax-vrest,0.8125,0.625,0.75,0.945,0.714285714,0.875,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.714286,0.333334222,0.727272727,0.5,0.6,0.226365542,0.91943128,0.733333333,-9.295093359,13.3603853,-28.53309729,-10.42984069,7.837271882,64.09733802,41.22437831,-88.02084897,12.52235177,0.812209574,0.009432504,1,0.9995,0.488,1,1,0.987,0.996,1,0.9475,0.9775,0.9995,0.999,0.818,0.004,0.937,0.998,0.021,0.6785,0.995,1,1,0.8205,1,1,1,0.989,0.738,0.96
qNet-vmax-APD50,0.875,0.625,0.75,0.963636364,0.698412698,0.854166667,0.8,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.220000858,0.734694219,0.333334222,0.8,0.5,0.6,0.245184442,0.91943128,0.733333333,-9.44095287,10.88282311,-18.43236246,5.162066125,9.272568825,64.09733802,41.22437831,286.8620938,12.52235177,0.812209574,53.76993945,1,1,0.1995,1,1,0.9895,0.9675,1,0.875,0.955,0.9975,0.993,0.769,0,0.913,1,0.0015,0.5835,0.9715,1,1,0.9555,1,1,1,1,0.863,0.909
qNet-vmax-APD90,0.875,0.625,0.75,0.963636364,0.714285714,0.854166667,0.8,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.220000858,0.734694219,0.333334222,0.769230769,0.5,0.6,0.2396796,0.91943128,0.733333333,-10.38061136,10.25240098,-14.57756757,9.205313356,14.86375986,64.09733802,41.22437831,363.9871979,12.52235177,0.812209574,83.19192952,1,1,0.245,1,1,0.9915,0.973,1,0.8995,0.9555,0.9995,0.991,0.791,0,0.919,1,0.003,0.595,0.9755,1,1,0.944,1,1,1,1,0.8535,0.9185
qNet-vmax-max_dv,0.875,0.625,0.75,0.945454545,0.698412698,0.875,0.8,0.285714286,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.244445368,0.734694219,0.333334222,0.75,0.444444444,0.6,0.241754529,0.914691943,0.733333333,-7.651395785,11.31290726,-28.79890412,-4.169045038,-3.13805898,64.09733802,41.22437831,-0.298881594,12.52235177,0.812209574,0.064078571,1,1,0.2985,1,1,0.982,0.978,1,0.861,0.947,0.9955,0.9975,0.754,0.0015,0.9145,1,5.00E-04,0.6155,0.98,1,1,0.9425,1,1,1,1,0.8215,0.894
qNet-vmax-camax,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.235714063,0.91943128,0.733333333,-13.97100125,13.85051047,-30.96845287,-2.564162773,6.542930304,64.09733802,41.22437831,0.000245491,12.52235177,0.812209574,1.78E-05,1,1,0.3905,1,1,0.994,0.9815,1,0.8985,0.9815,0.998,0.994,0.857,5.00E-04,0.921,1,0.0065,0.787,0.988,1,1,0.8225,1,1,1,0.9895,0.626,0.9825
qNet-vmax-carest,0.8125,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.233006837,0.91943128,0.733333333,-12.57223706,13.94781933,-29.59600683,-4.477190997,4.908318305,64.09733802,41.22437831,7.48E-05,12.52235177,0.812209574,9.00E-07,1,1,0.429,1,1,0.993,0.9845,1,0.9055,0.978,0.9985,0.9945,0.831,5.00E-04,0.9215,1,0.007,0.714,0.9885,1,1,0.8175,1,1,1,0.9885,0.7255,0.977
qNet-vmax-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.239996657,0.91943128,0.733333333,-13.77824314,14.31618698,-41.23385568,-7.784624891,-6.605408468,64.09733802,41.22437831,314.3122396,12.52235177,0.812209574,14.34918714,1,0.9985,0.345,1,1,0.995,0.9835,1,0.893,0.982,0.997,0.998,0.8785,0.003,0.9245,1,0.0045,0.868,0.9935,1,1,0.8345,1,1,1,0.9905,0.4885,0.983
qNet-vrest-APD50,0.8125,0.625,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.545454545,0.6,0.225106343,0.928909953,0.733333333,-13.39207945,14.31854175,-13.43178516,13.34991404,22.50521028,64.09733802,-88.02084897,286.8620938,12.52235177,0.009432504,53.76993945,1,0.9995,0.4935,1,1,0.996,0.9955,1,0.958,0.9805,1,0.995,0.855,5.00E-04,0.9355,0.9995,0.027,0.737,0.998,1,1,0.79,1,1,1,0.9925,0.68,0.9825
qNet-vrest-APD90,0.8125,0.625,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.220383809,0.928909953,0.733333333,-13.08127663,13.98483111,-15.83065481,12.01719333,20.51707107,64.09733802,-88.02084897,363.9871979,12.52235177,0.009432504,83.19192952,1,0.9995,0.534,1,1,0.996,0.996,1,0.975,0.9825,1,0.9965,0.854,0.0015,0.95,0.998,0.0395,0.7125,0.999,1,1,0.781,1,1,1,0.9945,0.7025,0.98
qNet-vrest-camax,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.239458545,0.91943128,0.733333333,-14.51121451,13.50185061,-30.03780959,-2.14210889,7.908391753,64.09733802,-88.02084897,0.000245491,12.52235177,0.009432504,1.78E-05,1,1,0.346,1,1,0.993,0.9785,1,0.8885,0.983,0.998,0.9935,0.873,0,0.92,1,0.0045,0.8245,0.981,1,1,0.823,1,1,1,0.9915,0.571,0.9835
qNet-vrest-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.239143094,0.91943128,0.733333333,-13.30917344,13.37125217,-27.76987159,-4.705904786,6.946348433,64.09733802,-88.02084897,7.48E-05,12.52235177,0.009432504,9.00E-07,1,1,0.356,1,1,0.991,0.9755,1,0.8855,0.9795,0.997,0.9925,0.8455,0,0.915,1,0.003,0.7295,0.9775,1,1,0.8185,1,1,1,0.9935,0.703,0.977
qNet-vrest-CaTD50,0.875,0.625,0.75,0.945454545,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.75,0.5,0.6,0.271069997,0.909952607,0.733333333,-14.21871874,12.82926975,-42.1068593,-8.350116776,-9.689418387,64.09733802,-88.02084897,314.3122396,12.52235177,0.009432504,14.34918714,1,0.9995,0.2,1,0.9995,0.9925,0.958,0.999,0.8215,0.988,0.9905,0.9965,0.9155,0.0015,0.917,1,0.001,0.9615,0.971,1,1,0.893,1,1,1,1,0.04,0.9835
qNet-vrest-CaTD90,0.8125,0.625,0.75,0.945454545,0.666666667,0.854166667,0.8,0.285714286,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.244445368,0.80357165,0.333334222,0.727272727,0.444444444,0.6,0.247699362,0.91457346,0.733333333,-8.622502086,11.26666861,-29.51261419,-5.80876631,-6.079786572,64.09733802,-88.02084897,747.0841354,12.52235177,0.009432504,29.43244193,1,1,0.243,1,1,0.9695,0.967,1,0.83,0.958,0.9925,0.994,0.7675,0,0.902,1,0,0.6115,0.959,1,1,0.9305,1,1,1,1,0.8335,0.919
qNet-APD50-APD90,0.8125,0.6875,0.8125,0.945454545,0.746031746,0.895833333,0.8,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,2.5714215,3.999988,0.244445368,0.642857545,0.30000084,0.727272727,0.545454545,0.666666667,0.218273298,0.933649289,0.733333333,-8.878424308,11.16499275,-29.27063363,-71.15413147,72.90516511,64.09733802,286.8620938,363.9871979,12.52235177,53.76993945,83.19192952,1,1,0.515,1,1,0.9915,0.997,1,0.9865,0.973,1,0.9995,0.783,0.003,0.9785,0.9965,0.0455,0.5325,0.9875,1,1,0.8705,1,1,1,1,0.8655,0.919
qNet-APD50-camax,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.236878367,0.924170616,0.733333333,-14.77411766,13.67209142,-28.00429663,3.692733054,6.861976046,64.09733802,286.8620938,0.000245491,12.52235177,53.76993945,1.78E-05,1,1,0.377,1,1,0.9955,0.9805,1,0.9,0.9815,0.9985,0.9935,0.8645,0,0.9205,1,0.007,0.7945,0.985,1,1,0.8175,1,1,1,0.9915,0.6105,0.9835
qNet-APD50-carest,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.234454486,0.91943128,0.733333333,-13.82865852,13.8050282,-24.46496855,6.477349791,5.279289151,64.09733802,286.8620938,7.48E-05,12.52235177,53.76993945,9.00E-07,1,1,0.4075,1,1,0.9955,0.9815,1,0.906,0.978,0.9985,0.993,0.841,0,0.9195,1,0.0075,0.724,0.9855,1,1,0.809,1,1,1,0.9925,0.7155,0.9775
qNet-APD50-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.24729204,0.91943128,0.733333333,-16.93279446,13.358085,-32.63537519,13.57719995,-8.251233958,64.09733802,286.8620938,314.3122396,12.52235177,53.76993945,14.34918714,1,0.9995,0.317,1,1,0.9975,0.979,1,0.8945,0.9865,0.998,0.9945,0.8975,5.00E-04,0.9235,1,0.006,0.909,0.9875,1,1,0.8195,1,1,1,0.995,0.3575,0.987
qNet-APD50-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.23492653,0.91943128,0.733333333,-13.32679314,13.48230777,-25.79910579,13.94070597,-8.647710365,64.09733802,286.8620938,747.0841354,12.52235177,53.76993945,29.43244193,1,1,0.4135,1,0.9985,0.9935,0.98,1,0.8995,0.9765,0.9985,0.993,0.825,0,0.919,1,0.005,0.6715,0.982,1,1,0.826,1,1,1,0.9915,0.7645,0.9715
qNet-APD90-camax,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.23533644,0.924170616,0.733333333,-14.91601061,13.63057006,-28.36986773,3.929243845,6.805607602,64.09733802,363.9871979,0.000245491,12.52235177,83.19192952,1.78E-05,1,1,0.3905,1,1,0.9965,0.9815,1,0.905,0.981,0.999,0.9935,0.8615,0,0.921,1,0.0075,0.787,0.9875,1,1,0.8135,1,1,1,0.9905,0.63,0.9835
qNet-APD90-carest,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.232157093,0.924170616,0.733333333,-13.95682139,13.78349265,-25.14094779,6.578176942,5.241880334,64.09733802,363.9871979,7.48E-05,12.52235177,83.19192952,9.00E-07,1,1,0.432,1,1,0.996,0.985,1,0.92,0.978,0.9995,0.9935,0.839,0,0.9215,1,0.0085,0.717,0.9885,1,1,0.8045,1,1,1,0.992,0.7235,0.9775
qNet-APD90-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.545454545,0.6,0.240339527,0.924170616,0.733333333,-17.24919474,13.10989996,-33.64732651,14.01567788,-8.150309117,64.09733802,363.9871979,314.3122396,12.52235177,83.19192952,14.34918714,1,0.9995,0.3705,1,1,0.998,0.9875,1,0.906,0.986,0.999,0.995,0.8915,0.0015,0.9255,1,0.01,0.8835,0.992,1,1,0.807,1,1,1,0.9945,0.4395,0.988
qNet-APD90-CaTD90,0.8125,0.625,0.75,0.945454545,0.714285714,0.874739583,0.6,0.428571429,0.75,0.818181818,0.777777778,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.231622056,0.924170616,0.733333333,-13.58716053,13.53111827,-27.31862019,14.08196483,-8.73776746,64.09733802,363.9871979,747.0841354,12.52235177,83.19192952,29.43244193,1,1,0.4575,1,1,0.995,0.9865,1,0.917,0.9765,0.9995,0.993,0.824,0,0.924,1,0.0085,0.655,0.9895,1,1,0.8115,1,1,1,0.9905,0.7775,0.976
qNet-max_dv-camax,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.235461502,0.91943128,0.733333333,-14.20388836,13.50343392,-27.55827296,3.053209078,6.70112203,64.09733802,-0.298881594,0.000245491,12.52235177,0.064078571,1.78E-05,1,1,0.389,1,1,0.994,0.9825,1,0.905,0.98,0.9985,0.994,0.853,0,0.9205,1,0.0075,0.7435,0.987,1,1,0.8105,1,1,1,0.99,0.684,0.9805
qNet-max_dv-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.238011158,0.924170616,0.733333333,-14.809888,12.91444978,-30.70786867,10.51489408,-7.495554539,64.09733802,-0.298881594,314.3122396,12.52235177,0.064078571,14.34918714,1,0.9995,0.351,1,1,0.9955,0.9885,1,0.9175,0.983,0.998,0.995,0.8545,0.0015,0.9225,1,0.0105,0.73,0.9935,1,1,0.792,1,1,1,0.9945,0.6925,0.983
qNet-camax-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.245310273,0.91943128,0.733333333,-15.80725895,13.40932239,-32.7604516,15.70182891,-7.178810432,64.09733802,0.000245491,7.48E-05,12.52235177,1.78E-05,9.00E-07,1,1,0.334,1,1,0.9965,0.978,1,0.89,0.9845,0.9975,0.993,0.8855,5.00E-04,0.922,1,0.0055,0.9005,0.9855,1,1,0.8345,1,1,1,0.992,0.3855,0.984
qNet-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.236060212,0.91943128,0.733333333,-13.52926905,13.53100884,-26.11962768,8.84672655,2.40203313,64.09733802,0.000245491,314.3122396,12.52235177,1.78E-05,14.34918714,1,1,0.3875,1,1,0.991,0.9815,1,0.899,0.98,0.9985,0.992,0.858,0,0.92,1,0.007,0.7835,0.9835,1,1,0.8155,1,1,1,0.9895,0.6355,0.9825
qNet-camax-CaTD90,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.75,5.49997525,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.237224503,0.924170616,0.733333333,-15.43246436,13.55672143,-28.64453855,9.414018864,3.532932942,64.09733802,0.000245491,747.0841354,12.52235177,1.78E-05,29.43244193,1,1,0.3695,1,1,0.9975,0.98,1,0.9015,0.983,0.9985,0.9935,0.873,0,0.9215,1,0.007,0.8265,0.986,1,1,0.82,1,1,1,0.993,0.567,0.984
qNet-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.734694219,0.333334222,0.75,0.5,0.6,0.245373989,0.914691943,0.733333333,-7.431159093,10.62788001,-22.44483582,0.904432796,-1.00525583,64.09733802,7.48E-05,314.3122396,12.52235177,9.00E-07,14.34918714,1,1,0.2375,1,1,0.93,0.9895,1,0.845,0.9825,0.9905,0.9975,0.879,0.001,0.905,1,0.0015,0.8545,0.975,1,1,0.9085,1,1,1,1,0.521,0.9635
